grad_pooled_male_p75_se
0.042736273
0.029290562
0.051207572
0.0902794
0.026722165
0.1158221
0.13576867
0.033850204
0.022534631
0.078483522
0.074077569
0.068481229
0.034470428
0.074450828
0.11132564
0.04119119
0.046654638
0.083966434
""
0.039102912
0.075766943
0.034580238
0.043552775
0.044987999
0.055003092
0.042353265
0.036579885
0.034485821
0.076041311
0.050151013
0.079454914
0.26535016
0.077723838
0.070124269
0.022522826
0.046302143
0.012844005
0.085915595
0.036778178
0.066134192
0.037892509
0.026015267
0.18141499
0.05325805
0.017574565
0.12947239
0.096021228
0.03232931
0.019376997
0.084624641
0.021543516
0.02497305
0.13524312
0.055891789
0.035618048
0.13779287
0.020910867
0.039534967
0.017700799
0.1498448
0.047228962
0.068929292
0.027830822
0.052364208
0.05718505
0.25744024
0.081898466
""
""
0.011951464
0.024021888
""
""
0.059732899
0.020731855
""
""
0.039157107
0.032095559
0.04276501
0.028554933
0.055865437
""
0.022432933
0.043101765
0.024856137
0.032480348
""
0.05364541
0.068671443
""
""
""
""
""
0.058796342
0.013772287
0.025830122
0.026300745
0.064077049
0.044354245
0.021231612
0.029288899
0.0051839855
0.025457529
0.032307263
0.010441498
0.02424648
0.070846066
0.019910088
0.021840541
0.074004948
0.019814305
0.072662465
0.02406262
0.077891089
0.031508747
""
0.082120568
0.18808404
0.12103435
0.10360264
0.11903922
0.12170549
0.07031516
0.069221884
0.026038667
0.0568249
0.056622546
0.15004739
0.079117529
0.10320448
0.13713554
0.029089872
0.039487138
0.032884479
0.049281623
0.056952003
0.045968492
0.048032232
0.046736777
0.15648867
0.058827251
0.05419505
0.039500002
0.064135298
0.078247093
0.14171916
0.082819417
0.04699634
0.038317122
0.054604236
0.076884739
0.038529713
0.069028899
0.03582266
0.039319661
0.057095885
0.057849612
0.080543965
0.19055627
0.1520454
0.067021906
0.075856946
0.11231646
0.12294091
0.034619357
0.09451028
0.043765239
0.084511153
0.018208692
0.036039881
0.15140107
0.027673529
0.035017774
0.28547466
0.028155459
0.10581747
0.063302584
0.13880153
0.039412741
0.054489892
0.024564438
0.035509087
0.27583799
0.06628485
0.0071137929
""
0.037760392
0.019756047
0.0087338574
0.022494242
0.0077812285
0.045863613
0.017265486
0.012704461
0.013856968
0.028391184
0.034963001
0.076124303
0.012254573
0.026021531
0.029966874
0.046325237
0.0038935738
0.0069692149
0.01905101
0.094016202
0.033012375
0.012765456
0.028047927
""
0.016917167
0.018723389
0.026421743
0.0055774171
0.011250699
0.072903641
0.0071687261
0.0074843499
0.0068740947
0.0066308384
0.0058766115
0.015062496
0.0096285539
0.017938366
0.0093593784
0.015274212
0.0061310516
0.017376989
0.020244446
""
0.039336588
0.0091909021
0.011947023
0.013056296
0.032267418
0.022811005
""
0.019033285
0.04404125
0.0093037486
0.025087209
0.023472875
0.010722439
0.040533826
0.0088791633
""
0.13256422
0.052881394
0.014679838
0.022288544
0.018700792
""
""
0.23309201
""
""
""
0.060672771
0.015066157
""
0.014388074
0.085420832
0.033910945
0.009686199
0.023074113
0.024530992
""
""
0.10298583
""
""
""
0.0082321651
""
0.095987372
""
0.030050328
0.014166157
0.065729566
""
0.072691835
0.021916481
""
0.041739188
0.073243991
0.051831819
0.05712473
0.060100276
""
0.043809548
0.031084182
""
0.09373562
0.023414008
0.016065583
0.072457224
0.1072062
""
""
""
""
""
0.046322037
0.11720788
0.017187547
0.018059446
0.0092038475
0.010206887
0.017929154
0.019806828
0.0096890656
0.014833007
0.019153034
0.02280171
0.022362802
0.010233724
0.026054725
0.018776108
0.031488921
0.023987822
0.024710221
0.042682152
0.013384217
0.0092315646
0.11837324
0.025642907
0.039987206
0.018824538
0.026393186
0.057794072
0.15387048
0.047503911
0.011169125
0.019357633
0.061304133
0.10894066
0.032186456
0.029181711
0.088183112
0.17046568
0.099917293
0.072091028
0.11948159
0.02436763
0.032505263
0.010719343
0.12766097
0.035494354
0.036908854
0.038039967
""
0.021197548
0.016596511
0.022109425
0.033081021
""
0.033201873
0.01837505
0.024381522
0.02693481
0.011242553
0.031075496
0.036022466
0.024555152
0.029134322
0.011622243
0.025473315
0.010800221
0.018669067
0.011630457
0.015182915
0.036441237
0.022846272
0.020300116
0.027502781
0.018663559
0.014037273
0.040021639
0.038402263
0.085901015
0.19325331
0.017354481
0.023729485
0.029136464
0.086545452
0.087264888
""
0.062792085
""
0.098991364
0.088133387
0.047720104
0.029122924
0.091267191
0.030361185
0.026285343
0.19643837
""
0.18244985
0.047117431
0.05831166
0.025458043
0.04364631
""
0.041526105
""
0.036316495
0.047923449
""
0.021262946
0.074453451
0.073621854
0.01626315
0.052132245
""
0.01779175
""
0.011212687
0.11220929
0.062151454
0.021114411
0.080417156
0.031387992
0.072010741
0.054496437
0.15434521
0.020353658
0.087584592
0.015666435
0.093327299
0.21147019
0.025347054
0.021226749
0.052626815
""
0.028487142
0.095043801
0.14410113
0.1665888
0.14646906
0.018612528
0.036149919
0.022454815
0.088171437
0.012419919
0.072588004
""
0.05439939
0.051210802
0.04484525
0.059555706
0.011454115
0.044819057
0.028205037
""
0.020557841
0.061380215
0.082584567
0.029078698
0.016067218
0.024779538
0.051789742
0.034163073
0.03301736
