kfr_imm_black_pooled_p75_se
""
""
""
0.12115194
0.094357125
""
0.037089456
""
""
""
""
0.036423627
""
""
""
""
""
""
""
""
0.10179622
0.051015358
""
""
0.038217369
""
0.1236458
0.067944601
0.029897386
""
""
""
0.025685214
0.044104829
""
0.092505045
""
""
""
""
0.089979008
""
""
""
""
""
0.048378877
""
0.055911552
""
0.090772964
""
""
""
""
0.10845973
""
""
""
""
""
0.092117235
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.057489153
""
""
""
""
0.038890686
""
""
0.072069876
0.05154809
""
""
""
""
0.069820881
""
""
""
""
0.020515149
0.044694774
0.036590539
0.0080038114
0.01570119
0.044008117
0.033615176
0.015935274
0.069794022
0.033246625
""
0.09105505
0.071613051
0.093582451
0.054243401
""
0.072936125
0.065174803
0.047202233
""
""
""
""
""
""
0.087575696
""
0.066332847
0.059272658
""
""
""
0.0129296
""
0.11330688
""
""
""
0.10292403
0.050928067
""
""
0.055005752
""
""
""
0.11601822
""
0.11731049
""
""
""
""
0.088203721
""
""
0.047015887
0.10322465
""
0.11191078
""
""
""
""
0.082968839
0.017779335
""
0.0092622191
""
""
""
""
0.018388199
0.056088675
""
""
""
""
0.09076608
0.079965115
""
""
""
""
0.049822263
""
""
0.0508059
""
""
0.10873814
""
""
0.094224922
0.055671465
""
""
""
""
""
0.058126986
""
0.064152502
""
""
""
""
0.076195918
0.05267179
""
""
""
""
""
""
""
0.046820078
""
""
0.032557189
""
""
""
""
""
""
0.031459555
""
""
""
0.058528278
""
0.10940912
0.11662695
""
""
""
""
""
""
""
""
""
""
""
0.10754075
""
""
""
0.03730797
""
0.082350791
0.021156853
""
""
""
""
""
""
0.057430271
""
0.048959836
""
0.068291023
0.049112238
0.049489792
0.031193124
0.0035626928
0.024861401
0.0067720846
0.01236947
0.035137434
0.060431406
""
""
""
""
""
""
""
""
""
0.032234408
""
""
0.0091307759
0.06513606
""
0.038079705
0.013116578
""
""
""
""
""
""
""
""
""
""
""
""
0.022265341
""
""
0.11112186
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.080467172
""
""
""
""
""
""
""
""
""
""
0.092181683
0.054791942
""
0.014705028
0.094156519
""
""
0.025535759
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.075015143
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.097263269
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.06000996
""
""
0.040566191
""
""
""
""
""
""
0.047787912
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.037993751
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.098564215
0.071800292
0.079363912
""
""
""
""
""
""
0.034933895
""
""
""
""
0.10498999
""
""
""
""
""
""
""
""
""
""
0.072735235
""
""
""
0.058095794
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.030537665
""
0.034335602
""
""
""
""
""
""
""
""
""
""
0.10497362
0.081820592
0.10796703
0.077717699
0.015827002
0.094677754
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11256029
""
0.04770802
0.032183733
0.02095657
""
""
""
""
0.069916345
""
""
""
""
""
0.03457984
""
""
""
""
""
0.074538112
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.052301552
""
""
""
""
""
""
""
0.083124906
""
0.025874333
""
0.058922153
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10509345
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.083160445
0.07389269
0.037859935
""
0.028725913
0.034146778
""
""
""
""
0.05949565
0.018319277
0.045900051
""
""
0.025395712
""
0.062496148
0.010745927
""
""
""
""
""
""
""
0.031671144
""
""
""
""
""
""
""
""
""
""
""
""
""
0.02170849
