jail_other_female_n
217.0
106.0
""
408.0
234.0
45.0
592.0
21.0
""
148.0
204.0
884.0
""
75.0
194.0
""
29.0
194.0
22.0
49.0
253.0
886.0
198.0
85.0
887.0
29.0
170.0
552.0
1520.0
58.0
70.0
128.0
894.0
872.0
73.0
374.0
""
65.0
""
""
210.0
34.0
""
""
23.0
35.0
949.0
185.0
339.0
127.0
323.0
305.0
97.0
""
""
376.0
31.0
21.0
""
69.0
46.0
429.0
""
49.0
47.0
46.0
""
""
32.0
30.0
26.0
40.0
52.0
95.0
29.0
""
57.0
35.0
20.0
658.0
57.0
92.0
24.0
78.0
760.0
58.0
79.0
381.0
438.0
155.0
85.0
32.0
31.0
256.0
42.0
""
94.0
186.0
1782.0
339.0
442.0
2562.0
976.0
344.0
580.0
1623.0
420.0
1173.0
76.0
243.0
208.0
170.0
533.0
21.0
520.0
424.0
532.0
21.0
""
""
130.0
58.0
66.0
178.0
47.0
320.0
256.0
36.0
25.0
23.0
2623.0
54.0
120.0
31.0
115.0
68.0
303.0
361.0
26.0
60.0
261.0
251.0
""
27.0
94.0
""
200.0
63.0
28.0
24.0
38.0
427.0
93.0
""
995.0
259.0
34.0
210.0
33.0
54.0
""
""
369.0
2206.0
23.0
5931.0
121.0
50.0
117.0
214.0
3831.0
484.0
89.0
329.0
83.0
42.0
462.0
1013.0
90.0
89.0
59.0
47.0
1084.0
80.0
80.0
1181.0
""
53.0
312.0
""
46.0
299.0
669.0
22.0
22.0
105.0
156.0
167.0
524.0
49.0
517.0
235.0
63.0
142.0
239.0
419.0
1059.0
95.0
123.0
194.0
154.0
225.0
""
23.0
405.0
412.0
384.0
1694.0
97.0
140.0
60.0
96.0
137.0
73.0
1373.0
186.0
119.0
141.0
1247.0
430.0
355.0
238.0
""
123.0
""
70.0
""
177.0
""
28.0
133.0
69.0
130.0
306.0
67.0
85.0
195.0
751.0
88.0
197.0
1403.0
237.0
105.0
""
193.0
87.0
53.0
654.0
67.0
352.0
104.0
400.0
612.0
709.0
725.0
8358.0
688.0
3849.0
3830.0
467.0
410.0
92.0
24.0
156.0
22.0
37.0
454.0
201.0
51.0
142.0
1649.0
""
""
3770.0
684.0
69.0
447.0
2392.0
111.0
43.0
25.0
""
52.0
53.0
35.0
""
""
59.0
54.0
162.0
2792.0
34.0
122.0
166.0
37.0
39.0
25.0
44.0
111.0
""
109.0
180.0
69.0
104.0
277.0
230.0
49.0
191.0
139.0
119.0
40.0
412.0
74.0
58.0
38.0
142.0
253.0
92.0
94.0
319.0
37.0
314.0
443.0
1206.0
92.0
4962.0
435.0
172.0
63.0
1667.0
""
30.0
157.0
231.0
92.0
33.0
55.0
47.0
29.0
27.0
72.0
52.0
79.0
""
64.0
117.0
""
86.0
41.0
66.0
86.0
""
229.0
""
""
47.0
30.0
""
""
""
""
""
56.0
""
""
""
""
""
27.0
103.0
""
""
""
""
""
""
21.0
""
""
""
""
28.0
30.0
20.0
""
134.0
23.0
""
21.0
""
""
24.0
113.0
""
""
105.0
117.0
""
26.0
""
57.0
36.0
""
""
""
""
30.0
""
""
""
""
""
21.0
""
40.0
21.0
27.0
36.0
31.0
""
27.0
55.0
368.0
""
""
""
278.0
29.0
""
""
""
50.0
129.0
""
""
26.0
22.0
""
""
39.0
127.0
""
258.0
""
27.0
781.0
20.0
""
""
""
""
30.0
1299.0
""
""
144.0
21.0
""
""
""
""
""
""
""
""
24.0
""
""
60.0
""
23.0
357.0
2460.0
""
""
30.0
35.0
76.0
""
""
""
""
""
""
74.0
22.0
""
292.0
398.0
652.0
63.0
76.0
40.0
37.0
283.0
153.0
1656.0
129.0
66.0
""
""
241.0
41.0
337.0
99.0
358.0
44.0
78.0
581.0
514.0
499.0
182.0
2356.0
181.0
23.0
164.0
673.0
115.0
""
""
""
78.0
""
53.0
170.0
106.0
""
166.0
37.0
""
""
""
24.0
38.0
""
""
33.0
""
21.0
""
61.0
""
""
991.0
20.0
1471.0
27.0
36.0
""
153.0
22.0
""
""
""
""
37.0
169.0
306.0
102.0
180.0
3065.0
244.0
81.0
39.0
98.0
""
""
""
24.0
""
26.0
""
""
186.0
""
""
187.0
""
""
""
25.0
20.0
153.0
37.0
873.0
1559.0
2519.0
101.0
226.0
191.0
142.0
557.0
70.0
""
241.0
66.0
140.0
2424.0
209.0
180.0
107.0
133.0
""
1192.0
""
""
""
20.0
""
32.0
132.0
51.0
57.0
33.0
""
""
299.0
35.0
23.0
174.0
""
28.0
""
39.0
46.0
""
""
""
156.0
""
""
55.0
66.0
49.0
""
""
158.0
134.0
28.0
""
69.0
""
11445.0
541.0
1473.0
24.0
120.0
""
""
""
817.0
""
3006.0
""
1085.0
150.0
""
133.0
245.0
39.0
157.0
1628.0
85.0
30.0
541.0
81.0
""
125.0
34.0
""
""
""
477.0
1840.0
145.0
222.0
""
""
22.0
24.0
""
56.0
221.0
""
""
334.0
200.0
354.0
60.0
217.0
1202.0
887.0
1469.0
667.0
5269.0
4226.0
52.0
""
""
685.0
918.0
9622.0
2800.0
""
28.0
4950.0
198.0
804.0
18631.0
70.0
64.0
85.0
81.0
815.0
106.0
341.0
3033.0
75.0
1314.0
108.0
302.0
447.0
51.0
""
192.0
""
""
""
215.0
162.0
8647.0
