comcoll_white_male_p10
0.11168353
0.17719764
0.36555195
0.12207402
0.23863499
""
0.2063248
0.11785883
0.12272393
-0.00079372042
0.1633874
0.10941187
0.19964403
0.094599456
0.22495565
0.16324978
0.17508903
0.4067663
0.096419193
0.080521047
0.19711071
0.14029489
0.14767814
0.074405678
0.064983062
0.13046104
0.16009602
0.13162069
0.026723847
0.091399714
0.1027547
""
0.19553432
0.16503674
0.10226072
0.0080250818
0.14956775
0.067117557
0.11271206
0.030700596
0.18265711
0.10835165
""
""
0.14474423
0.12285048
0.028747967
0.10776205
0.12520312
0.14038593
0.10993391
0.14231874
""
0.074326232
0.27111822
0.058327563
0.032997906
0.094632603
0.21080564
""
0.09674295
0.14532058
0.094326064
0.11227652
0.21765624
""
0.15042165
""
""
0.19141422
""
""
""
""
0.16686964
""
""
0.23909429
0.19158898
0.2102253
0.34016186
""
""
0.16688903
""
""
""
""
""
0.10664608
""
""
0.73881537
""
""
""
0.12399259
0.20999049
0.36512449
0.22008292
0.36412671
0.16697821
0.22159973
0.20058531
0.097159646
0.21427983
0.18140328
0.23835891
-0.21896274
0.24166539
0.15369627
0.1248033
0.067428023
0.095273249
0.10152201
0.17250909
0.051893
""
0.063501351
0.10529371
0.17334193
0.14936619
0.057433352
0.1759824
0.36728358
0.033592582
0.081599265
0.16101865
0.072534941
-0.10017048
0.039855886
0.22878247
0.24354412
0.11553855
0.093850046
0.010458545
0.20214427
0.1098582
0.073800452
0.032540515
0.11899972
0.10874566
0.15037926
0.041564081
0.24459398
0.12932745
0.068028845
0.051376019
0.018934805
0.024798373
0.14867988
0.018186221
0.18506281
0.044393945
0.094394192
0.18132688
0.19155218
0.10251891
0.073604219
0.16422161
0.091831155
0.11079613
0.073700428
0.11591757
0.13697027
0.14860427
0.041574061
0.030849872
0.045556266
0.15765984
0.19788189
0.13700797
0.086497426
-0.0024647415
0.20695497
-0.0017113592
0.097100325
0.085776605
0.11739706
0.11921805
0.16932806
0.1253548
0.10862689
0.11697409
-0.10396674
0.1621622
0.19839941
""
0.24410373
0.18617061
0.15856653
0.036772266
0.18230513
0.23957385
0.17246503
0.19923553
0.063969791
0.16728419
0.19906397
0.46797675
0.084365748
0.040302292
0.14455166
0.18583836
0.30547813
0.1050926
0.4362343
0.21621069
0.23733118
0.050832387
0.18925332
""
0.17509937
0.18725477
0.2928336
0.31191579
0.16516358
-0.062752068
0.1568743
0.17077075
0.21069925
0.21364653
0.24570104
0.42936572
0.18967596
0.24348989
0.30013725
0.2580525
0.24906124
0.28815639
0.22540908
""
0.26669282
0.19366276
0.22454944
0.15185137
0.20252065
0.10899726
0.23805609
0.1738535
0.088031307
0.24491872
0.18072553
0.15621907
0.12697215
0.39874402
0.24118654
0.28388876
0.34773332
0.1382615
0.29313791
0.18673632
0.43201864
""
0.016994914
0.32120141
""
""
""
0.21512319
0.21579316
""
0.32831165
0.48753926
0.34444612
0.21577002
0.26694009
0.21439992
0.27738753
""
0.26853344
""
""
""
0.25765967
""
0.40990224
0.055299293
0.24246091
0.27173921
0.40379119
0.011668366
0.22321939
0.19978775
""
-0.013923321
0.23981515
0.21373199
0.07223063
0.3784157
0.76995647
0.22071718
0.22044846
0.20829029
0.31558996
0.2207413
0.28820032
0.39399096
0.30088478
""
""
""
0.21905911
0.77983576
0.17039348
0.29693225
0.132303
0.27687237
0.35054067
0.2402212
0.23000537
0.21000493
0.22902866
0.11569573
0.15029685
0.19010296
0.088136293
0.099370115
0.144107
0.2997534
0.25167775
0.062366679
0.075919494
-0.01798933
0.2072756
0.26097307
-0.051769622
0.22288017
0.08739499
0.088889338
0.27821308
0.021262173
-0.030294582
-0.044700909
0.13120487
0.16346183
0.22399497
-0.079872772
0.3365702
-0.011380965
0.23754613
0.12753755
0.068826474
0.017531315
0.22297701
0.22388928
0.1612592
0.14625746
0.011797544
0.23196828
0.13864125
0.22885107
0.2028407
0.17676952
0.18177137
0.27731445
0.051283535
0.10770801
0.21479501
0.18054025
0.12283631
0.25408682
0.28903893
0.19768731
0.055285901
0.1385712
0.051728547
0.20014559
0.15789483
0.28407788
0.15708226
0.20847099
0.100862
0.091263428
0.2383475
0.15818836
0.13713761
0.20256832
0.34568438
0.16037528
0.10840323
0.15633985
0.41292664
0.20071967
0.0072813011
-0.0079987505
0.20825931
0.024916792
0.0151876
0.17172933
""
0.14360084
0.044949073
0.084854469
0.035347104
0.14134867
0.13044398
0.28380325
-0.01877458
-0.08499977
-0.010434712
0.29451346
0.10082249
0.0034380446
0.008084707
""
0.11644211
""
0.0611859
0.14669986
-0.019917022
0.1740852
0.10878403
-0.011019398
0.13368854
0.36684656
""
0.066891506
0.013313325
0.2111574
0.21674967
0.06921909
0.15217887
0.16483612
0.049332403
0.21159725
0.12902367
0.20758228
0.18812059
0.2577793
0.29019782
0.042128753
-0.11489009
0.083940566
0.05471947
0.1194362
""
0.026804848
0.079040989
0.15769176
0.19015752
0.14321226
0.316695
0.15633146
0.18858072
0.11799834
0.38613713
0.060493354
""
0.22992691
0.12910424
0.25530368
0.084271379
0.25235954
0.13515778
0.10617922
""
-0.016977085
0.14580514
0.23791187
0.036533132
0.046118826
0.16574286
0.21511519
0.0247244
0.23728216
0.093722984
-0.22135964
""
-0.27375379
-0.035431907
0.1040875
0.21474592
0.12428214
0.061423842
0.29240534
0.13804969
-0.055785231
0.17765281
0.058586486
0.12133083
""
""
0.21921006
0.23681393
0.15633088
0.054767679
0.10057048
0.13657433
0.30590716
0.15782101
-0.065647803
0.21513236
0.13790531
0.2037566
0.0080293305
0.081145473
0.31920978
0.1446038
0.011360245
0.038049236
0.034523688
""
0.035734851
""
0.20135786
""
0.19044569
0.04738877
""
0.29133743
-0.019999843
0.12954943
0.085860625
""
0.062662676
""
""
0.15274532
0.40320009
-0.10472587
""
0.13999772
0.12775502
0.16245151
0.39555109
0.069963016
0.14195383
0.10045053
0.024979027
0.24454066
-0.068697311
0.033775292
0.26674429
0.16566429
""
0.28837129
0.1097718
""
""
0.22225025
0.10239211
0.32731196
0.28994384
0.1017208
0.24576524
0.30372149
0.21504958
0.24217899
0.38037816
0.18404055
""
0.25546393
0.57327104
0.088529237
0.23346837
0.2137648
-0.020018278
0.095313124
0.25861314
0.28917837
""
""
0.13940905
0.15527852
0.22421403
""
0.3572787
""
0.068816848
0.28167903
0.042757191
0.12188782
0.22195303
0.20535827
0.35798287
0.076143235
0.18960559
0.45248163
0.21821587
0.58698207
0.37599415
0.44795778
0.24313229
0.12965532
0.12823866
0.24909669
0.18167843
0.2569015
0.071678199
0.4488337
0.22199695
0.41617894
0.1982079
