staytract_white_pooled_n
4274.0
10827.0
1180.0
1241.0
4007.0
154.0
1164.0
8518.0
1972.0
1577.0
2749.0
620.0
1283.0
840.0
1028.0
3284.0
3866.0
585.0
467.0
2565.0
770.0
6391.0
3746.0
1578.0
4368.0
5224.0
2050.0
7255.0
1242.0
2081.0
1847.0
140.0
457.0
1032.0
6295.0
3834.0
34223.0
934.0
6276.0
2417.0
5801.0
4920.0
249.0
283.0
17033.0
909.0
1937.0
6662.0
21823.0
1023.0
11423.0
8976.0
250.0
790.0
1317.0
1252.0
2929.0
5114.0
12781.0
145.0
4826.0
2644.0
8845.0
4707.0
741.0
275.0
1843.0
28.0
30.0
19069.0
77.0
25.0
93.0
36.0
6654.0
61.0
62.0
2171.0
2673.0
826.0
738.0
22.0
""
3540.0
97.0
62.0
28.0
83.0
175.0
589.0
22.0
243.0
309.0
79.0
""
71.0
524.0
6286.0
6246.0
2456.0
1514.0
441.0
499.0
167855.0
11203.0
3231.0
40751.0
8065.0
419.0
11191.0
4813.0
1282.0
1394.0
3008.0
12655.0
2935.0
657.0
272.0
1936.0
530.0
1374.0
1494.0
2115.0
653.0
1380.0
1586.0
5968.0
4951.0
2832.0
1259.0
417.0
778.0
1184.0
6726.0
1442.0
954.0
6643.0
1288.0
3437.0
1314.0
2507.0
798.0
3365.0
709.0
1092.0
3972.0
1739.0
309.0
1390.0
355.0
641.0
764.0
1830.0
5397.0
1087.0
958.0
2923.0
3148.0
559.0
550.0
603.0
751.0
1589.0
747.0
866.0
732.0
1942.0
1559.0
4595.0
486.0
21982.0
1609.0
1078.0
8003.0
743.0
561.0
9367.0
962.0
1249.0
844.0
2942.0
1439.0
11436.0
5587.0
400.0
1353.0
45066.0
52.0
2290.0
13446.0
2119.0
764.0
46374.0
1937.0
12653.0
28079.0
1705.0
8015.0
2372.0
1148.0
32701.0
5451.0
2857.0
1922.0
193022.0
5633.0
12448.0
1230.0
5206.0
9353.0
554.0
298.0
12549.0
7262.0
7578.0
108054.0
20776.0
940.0
68459.0
62395.0
2588.0
73207.0
110682.0
11126.0
25815.0
15256.0
22951.0
16647.0
56399.0
12168.0
13683.0
136.0
3226.0
20918.0
27624.0
25372.0
5326.0
4413.0
423.0
14645.0
3869.0
39380.0
8159.0
4387.0
24391.0
858.0
43367.0
545.0
333.0
373.0
18287.0
4826.0
1192.0
76.0
573.0
252.0
44.0
231.0
297.0
2233.0
21201.0
46.0
17299.0
858.0
2179.0
43838.0
3707.0
3752.0
306.0
183.0
849.0
""
361.0
60.0
46996.0
133.0
644.0
477.0
3364.0
21103.0
767.0
364.0
1813.0
10850.0
""
1624.0
1696.0
3005.0
2085.0
1277.0
244.0
1418.0
427.0
617.0
1011.0
7484.0
672.0
710.0
591.0
202.0
32.0
132.0
251.0
317.0
2078.0
523.0
13178.0
1064.0
44204.0
47801.0
14486.0
11008.0
45394.0
19129.0
10852.0
8754.0
8717.0
29578.0
9562.0
5832.0
11084.0
1841.0
13347.0
1706.0
35493.0
64837.0
801.0
10545.0
8464.0
15407.0
11774.0
3574.0
1306.0
700.0
48104.0
20274.0
4269.0
511.0
1390.0
1038.0
418.0
778.0
560.0
974.0
1361.0
10412.0
4702.0
54826.0
1357.0
7776.0
2749.0
653.0
416.0
14428.0
28389.0
12096.0
2270.0
389.0
766.0
17230.0
16136.0
8857.0
32944.0
4791.0
5145.0
15221.0
2606.0
46103.0
11527.0
53074.0
26084.0
53151.0
30308.0
3773.0
11196.0
13139.0
11712.0
21635.0
30308.0
2594.0
2552.0
1149.0
776.0
30313.0
1888.0
3210.0
1535.0
1095.0
298.0
707.0
83.0
1803.0
1162.0
3559.0
6226.0
1118.0
1097.0
7262.0
672.0
769.0
808.0
2188.0
2549.0
997.0
1320.0
69.0
3562.0
450.0
6801.0
4844.0
469.0
11824.0
1200.0
1721.0
12706.0
4019.0
87.0
10743.0
357.0
36090.0
2095.0
2212.0
9420.0
887.0
7021.0
774.0
1104.0
1117.0
1403.0
1115.0
17455.0
1021.0
394.0
4076.0
8268.0
395.0
172.0
3245.0
1145.0
1097.0
508.0
1268.0
9787.0
5267.0
7619.0
1529.0
27413.0
1595.0
179.0
4461.0
3652.0
1021.0
777.0
36939.0
2164.0
9647.0
134.0
2118.0
1854.0
1420.0
936.0
10229.0
9159.0
633.0
3641.0
858.0
860.0
530.0
348.0
361.0
1758.0
1016.0
383.0
2403.0
2371.0
2887.0
451.0
408.0
5133.0
1739.0
1191.0
328.0
437.0
1752.0
382.0
1017.0
288.0
1002.0
1627.0
377.0
1069.0
3019.0
9583.0
3946.0
2590.0
718.0
6691.0
1210.0
1967.0
1381.0
1072.0
2710.0
324.0
1164.0
56.0
685.0
146.0
8928.0
4776.0
151.0
691.0
417.0
3969.0
1728.0
131.0
1176.0
179.0
52.0
940.0
268.0
448.0
247.0
2280.0
2142.0
1609.0
551.0
339.0
3870.0
399.0
447.0
1106.0
1784.0
5815.0
4622.0
2344.0
191.0
874.0
1826.0
103.0
175.0
1511.0
6282.0
416.0
479.0
495.0
1525.0
2483.0
18322.0
791.0
2629.0
26831.0
227.0
8466.0
804.0
710.0
5175.0
364.0
552.0
3112.0
10751.0
652.0
238.0
37.0
11884.0
900.0
2372.0
51.0
596.0
237.0
2609.0
1518.0
1191.0
1887.0
1349.0
1209.0
2823.0
2218.0
9777.0
2588.0
751.0
195.0
391.0
2913.0
1870.0
3793.0
595.0
654.0
2210.0
764.0
824.0
375.0
6857.0
363.0
1059.0
6006.0
405.0
1365.0
4222.0
461.0
3076.0
280.0
1572.0
1249.0
