comcoll_white_female_p25
0.20488894
0.36202496
0.27573174
0.1718615
0.28178012
""
0.12666312
0.27110258
0.26473811
0.32015714
0.25817326
0.57011074
0.46947891
0.17841108
0.3495321
0.44392034
0.21495722
0.53463453
0.31689095
0.36068624
0.22224489
0.36732009
0.3542842
0.34207451
0.31636059
0.21662633
0.44187978
0.30938724
0.37191799
0.41841316
0.29686207
""
0.48255661
0.33998218
0.27106643
0.18913396
0.28806821
0.32333586
0.27750292
0.23465452
0.4216367
0.24765614
""
""
0.30369458
0.44700748
0.37277722
0.33092737
0.25051942
0.25294089
0.29055476
0.26195267
""
0.21395284
0.25335908
0.25452989
0.29589877
0.2082247
0.32467818
""
0.19879848
0.36284846
0.21168432
0.238429
0.35170832
""
0.23726267
""
""
0.28266326
""
""
""
""
0.35768715
""
""
0.31706035
0.34279498
0.19182947
0.19694009
""
""
0.35191464
""
""
""
""
""
0.1839363
""
""
""
""
""
""
0.43750969
0.26950267
0.42182496
0.26738539
0.24379446
0.23909368
0.39572763
0.33000371
0.25755972
0.33412209
0.36411083
0.23226817
""
0.33809128
0.19777881
0.44733837
0.19798023
0.33588454
0.24636059
0.29264086
0.091233276
0.23252815
0.25719184
0.42226839
0.35187387
0.228211
0.2801972
0.16562426
0.43450981
0.27297676
0.29402465
0.22479704
0.23602208
0.31737766
0.22982566
0.4042393
0.24095991
0.28126359
0.38822463
0.30045262
0.36923546
0.14757723
0.20333441
0.28199035
0.27359101
0.36958793
0.35071144
0.56178933
0.30194727
0.27289188
0.19160217
""
0.31800228
0.28434938
0.56098193
0.1815713
0.33350414
0.28378916
0.24640581
0.19327283
0.21199492
0.28780928
0.37261629
0.33193609
0.34187979
0.29630911
0.39580452
0.1898654
0.50988895
0.28149253
0.19954985
0.42422888
0.24976797
0.29303369
0.35641506
0.33099306
0.35481462
0.20561719
0.37026703
0.43932217
0.28699332
0.3122679
0.41532794
0.39801091
0.30841517
0.28346023
0.2300359
0.2866891
0.25545609
0.38647899
0.42259604
""
0.29576996
0.36193576
0.28283659
0.44304916
0.41367275
0.32549989
0.38158661
0.39924705
0.22609687
0.41230395
0.22863214
0.3703092
0.27637565
0.39488587
0.41552055
0.26595196
0.47763938
0.36779243
0.66438842
0.52610636
0.43564707
0.27677611
0.4943473
""
0.3933576
0.40450004
0.52556109
0.43932742
0.38678944
0.51091897
0.32705131
0.32422537
0.5552789
0.31492433
0.39304173
0.58086818
0.36510032
0.37779266
0.44761518
0.50509614
0.43259889
0.57322633
0.32447466
""
0.491478
0.30618623
0.39235705
0.30497485
0.37612918
0.38316432
0.66455472
0.34383836
0.41684431
0.42797065
0.44650146
0.29852447
0.24429972
0.5686447
0.39089698
0.24777187
0.62608117
0.33910835
0.45088986
0.3899264
0.39563495
""
0.33356532
0.56841189
""
0.77767348
0.69431281
0.28642395
0.38171577
""
0.43140268
0.25278211
0.51827961
0.33883718
0.27117935
0.30876663
0.67850244
""
0.39826879
""
0.39079505
""
0.39409485
""
0.49790636
0.54663801
0.50003332
0.41758043
0.55180156
0.49454361
0.49915379
0.34057376
""
0.18226454
0.27575073
0.35119128
0.39630002
0.455991
""
0.38971153
0.66926736
0.68930972
0.40935969
0.34512398
0.4819217
0.27295789
0.31450385
""
""
""
0.81513786
0.44593859
0.34567803
0.54937601
0.35325128
0.53498042
0.55268639
0.44907093
0.39396375
0.43781227
0.45277974
0.35627851
0.39160159
0.38142049
0.22124451
0.30284944
0.2643334
0.61786616
0.51210117
0.23045528
0.26842338
0.33054775
0.43938854
0.43998367
0.30057696
0.39544263
0.38243964
0.29400793
0.43673262
0.32956123
0.22480616
0.23089811
0.28453109
0.32818639
0.46214953
0.13595811
0.53702909
0.20392659
0.043295965
0.28877434
0.27442741
0.31552944
0.21554928
0.30622932
0.25327089
0.26867917
0.45604417
0.32990038
0.26301435
0.44541863
0.53737229
0.31867424
0.3425644
0.5435186
0.38900593
0.101105
0.27880663
0.33988383
0.28423774
0.46723849
0.50669992
0.49673504
0.34771264
0.35539338
0.18337025
0.3517603
0.35932657
0.41153124
0.31851754
0.3836399
0.25413999
0.22625755
0.31942034
0.29320264
0.3086822
0.35649705
0.49574277
0.1579999
0.35070944
0.31325892
0.26922518
0.34348631
0.2955628
0.27841944
0.320943
0.40292159
""
0.26636791
""
0.16754551
0.24906164
0.1517795
0.21171343
0.32785138
0.24419327
0.24786735
0.53721821
0.26979065
0.43875495
0.20961823
0.28896046
0.34827137
0.30126813
""
0.20684195
0.4561747
0.21496545
0.19905905
0.43886131
0.28037301
0.14052616
0.28207758
0.37417147
0.38596863
""
0.15862219
0.48591095
0.45767939
0.38983619
0.32258055
0.33236229
0.29935437
0.20318475
0.34277919
0.29395068
0.13491954
0.25781482
0.27865905
0.49712279
0.36644632
0.16877574
0.19887924
0.1968181
0.53606457
""
0.14818494
0.28046879
0.39284083
0.21983394
0.18238665
0.47087288
0.27162111
0.23302241
0.26380908
0.48647603
0.1752619
""
0.29358152
0.27111581
0.28455466
0.21047303
0.41989258
0.37446216
0.26868692
""
0.23868254
0.25679949
0.2582835
0.35183847
0.27400199
0.31025958
0.40119943
0.17139371
0.19384287
0.12929906
0.29864004
""
""
0.43578416
0.22023943
""
0.21518575
0.3285386
0.27983415
0.2171254
0.27419254
0.37742749
0.27489707
0.18442857
""
0.083365865
0.3773582
