kfr_white_male_mean
0.45814511
0.43713382
0.42422634
0.4827069
0.52580094
0.48149836
0.51347458
0.46785754
0.46624994
0.49430603
0.48038393
0.53495157
0.4646866
0.45516956
0.48602551
0.4786627
0.47510991
0.48956555
0.46111089
0.46889856
0.49089599
0.48469454
0.48789361
0.52615249
0.56314838
0.49362251
0.51097184
0.50568825
0.52754539
0.52221704
0.52126104
0.54489529
0.57199216
0.54648519
0.52947485
0.48937589
0.53284138
0.51511097
0.56547898
0.55470169
0.55804336
0.53371394
0.5487656
0.55371273
0.5623222
0.52830583
0.55894041
0.60137272
0.58040059
0.53585058
0.55831736
0.5778181
0.53044814
0.54187006
0.55602026
0.55133325
0.56686163
0.59047621
0.52515775
0.50392538
0.52821654
0.51404518
0.50011176
0.49696732
0.42409405
0.45167947
0.41815218
0.42861128
0.45305526
0.42059457
0.53910297
0.51343614
0.55439252
0.50694525
0.48425344
0.47878814
0.49539033
0.46877491
0.48775104
0.53702575
0.4876675
0.49432117
0.47610325
0.48827982
0.52610081
0.49756914
0.48551014
0.49646556
0.50838923
0.47547913
0.49701566
0.44509917
0.46290553
0.48979774
0.44946426
0.44266292
0.45927995
0.46470663
0.48765647
0.48242956
0.49497864
0.53389698
0.51789528
0.50468117
0.48075736
0.50687224
0.46629199
0.49628419
0.46774352
0.46175012
0.50388402
0.50898004
0.53208762
0.50294375
0.51640528
0.50118411
0.52172154
0.51776946
0.49363378
0.46906459
0.49414355
0.47546035
0.47997841
0.46846271
0.50242251
0.52364391
0.51775342
0.47358793
0.47799385
0.50619906
0.56351358
0.46753606
0.5175041
0.4805133
0.49396944
0.49217507
0.49355569
0.48707506
0.51166171
0.53481406
0.50531483
0.46097007
0.47876778
0.51311278
0.48917755
0.51728296
0.51027471
0.52495831
0.5419848
0.54544485
0.47570455
0.53518677
0.52845299
0.56797254
0.48403093
0.52786499
0.52299267
0.53141344
0.52198249
0.48908526
0.44304943
0.45941845
0.55594552
0.59040701
0.53266227
0.62930185
0.53800809
0.55807287
0.51574862
0.5204016
0.55232477
0.5525763
0.51687968
0.53480566
0.49930441
0.51445073
0.53078264
0.55106789
0.51294315
0.50532115
0.50611335
0.49106809
0.52427369
0.46975115
0.48021206
0.54907751
0.46530619
0.54073304
0.49367124
0.44391751
0.46641079
0.49864092
0.5235821
0.51146913
0.52218747
0.53458816
0.54073268
0.57678151
0.5527311
0.55211234
0.53849614
0.53796911
0.53998411
0.51996642
0.49573374
0.55623507
0.54085332
0.50490248
0.51584321
0.54121244
0.50460029
0.56533128
0.5371964
0.53412211
0.57595563
0.53595018
0.53378272
0.55713737
0.51013851
0.50721961
0.52335995
0.5464192
0.46103245
0.46883312
0.53134274
0.5119552
0.54886144
0.54275191
0.57992101
0.53246701
0.5355373
0.51449621
0.48478985
0.53392369
0.51267207
0.49777362
0.49931717
0.49983466
0.48328748
0.45245147
0.4706187
0.52361768
0.51304924
0.52792138
0.50813669
0.52635562
0.53305334
0.55315697
0.52116913
0.5330171
0.57351208
0.5321632
0.5341689
0.56130117
0.5209319
0.52221829
0.52377814
0.58178198
0.54752946
0.54913181
0.5450511
0.58879405
0.58142585
0.56935471
0.57625985
0.63962269
0.60795903
0.6442042
0.59798181
0.56050485
0.51744688
0.54526025
0.50853842
0.50260711
0.44483256
0.50809723
0.52322876
0.55287385
0.52713805
0.53800273
0.57076573
0.62373203
0.53333402
0.61168599
0.56648952
0.52908754
0.56630802
0.60469919
0.53057188
0.55891871
0.55855513
0.54062235
0.55959195
0.55674422
0.56919652
0.60980105
0.62389493
0.60378563
0.60141748
0.60636485
0.61220521
0.55583215
0.56580263
0.61538154
0.57651508
0.57848847
0.61118352
0.58057654
0.59737188
0.59446162
0.58198225
0.589504
0.56112278
0.58225375
0.58660716
0.59543204
0.55171764
0.58011633
0.57394332
0.56358004
0.57818317
0.58566839
0.6063484
0.52401608
0.55712861
0.57664043
0.56652838
0.559861
0.53122312
0.57742137
0.58175492
0.5637362
0.55745667
0.59183669
0.5705595
0.61676675
0.55191553
0.48008505
0.4936671
0.57392675
0.5136534
0.53255647
0.54965347
0.54409039
0.54097611
0.47164541
0.46476963
0.47687173
0.47326192
0.48367035
0.52098173
0.50276464
0.52593935
0.49243587
0.5542438
0.5230056
0.52895802
0.51578736
0.44458205
0.47115809
0.47540933
0.59516674
0.56688762
0.5416652
0.57127017
0.50979698
0.52064615
0.55948043
