two_par_white_pooled_p50
0.83612657
0.84279543
0.89374638
0.81056601
0.78048885
0.8343156
0.77841097
0.8720935
0.87506843
0.79875863
0.77824163
0.77310258
0.85640275
0.82295436
0.78064859
0.86117697
0.86243278
0.80456531
0.87217504
0.81569821
0.8009569
0.79279697
0.79065466
0.79113841
0.75402439
0.80562741
0.83495069
0.81822789
0.78674555
0.82270819
0.84238195
0.81292313
0.75027704
0.78578073
0.81587964
0.80758065
0.86797255
0.83972406
0.83279908
0.82085001
0.78353143
0.85419697
0.86205471
0.88314486
0.83903742
0.77909273
0.77104372
0.8525399
0.78557611
0.83625215
0.82239312
0.82953078
0.81422722
0.87035167
0.84916633
0.78403997
0.84429264
0.87212539
0.85110271
0.82795465
0.83878511
0.79071969
0.84072226
0.87199497
0.87311387
0.84416986
0.90658134
0.88773602
0.90727746
0.87955034
0.81750757
0.81548959
0.78808892
0.80269635
0.81449986
0.85021657
0.82304573
0.85781658
0.84975803
0.74869412
0.8070187
0.83281219
0.88490188
0.80375737
0.76202774
0.81829208
0.82392347
0.83591396
0.80109978
0.84098047
0.83710027
0.84282672
0.85077626
0.79174179
0.85001922
0.86637324
0.83745915
0.80610222
0.75209397
0.78786248
0.76301366
0.72317868
0.74455482
0.74988949
0.76853245
0.75661504
0.77921337
0.77091449
0.82921296
0.80329549
0.78339994
0.82137465
0.78426868
0.82731563
0.78481984
0.8008557
0.78111321
0.80744278
0.80543673
0.82419604
0.82419813
0.82770389
0.7786327
0.8425867
0.84102666
0.77022046
0.770486
0.83736706
0.77714759
0.81002915
0.75185007
0.80653858
0.78535551
0.84592199
0.79806376
0.81331348
0.81331497
0.78512967
0.843925
0.76937205
0.77449495
0.80419499
0.83124626
0.80694872
0.77912915
0.81715763
0.81251776
0.8232953
0.83503103
0.83688557
0.85425955
0.79328936
0.79995167
0.8014828
0.80036545
0.79964644
0.83403838
0.78570873
0.84007263
0.88712889
0.87651169
0.89863557
0.77648866
0.72125024
0.81660807
0.71425599
0.80766654
0.83775353
0.81198692
0.77948385
0.73765713
0.73807013
0.82658374
0.79928476
0.83269942
0.83744216
0.75831217
0.77537239
0.81614226
0.83449358
0.85036415
0.84206402
0.77498728
0.82370925
0.78914481
0.76680392
0.86929536
0.81712055
0.78813833
0.84528995
0.84859604
0.85636675
0.75819892
0.79643792
0.84880662
0.84121823
0.8046363
0.82368314
0.75503266
0.80989271
0.7667402
0.79956496
0.81164604
0.77007312
0.77284861
0.77112663
0.72514021
0.79172158
0.80554366
0.78193599
0.8120417
0.78858244
0.85900712
0.82893914
0.75922829
0.82776296
0.77107692
0.76814097
0.83864933
0.84302205
0.82403815
0.84642643
0.8353278
0.84795403
0.76001924
0.80719501
0.85047865
0.86056167
0.80976605
0.82200551
0.81741256
0.80672079
0.88689375
0.84943861
0.88059032
0.85824406
0.88370466
0.82036126
0.90478396
0.88626742
0.84166908
0.83222765
0.82424659
0.80677974
0.85675138
0.79640841
0.78905022
0.78350073
0.82336485
0.80022842
0.77060121
0.80196255
0.83194113
0.81699139
0.83941483
0.81309253
0.79453653
0.76370519
0.8439939
0.81944776
0.82103008
0.77324194
0.79767054
0.78154439
0.78624421
0.7842592
0.76577109
0.75328863
0.74424917
0.70529711
0.77826524
0.78252965
0.83391911
0.82273304
0.86384487
0.87949961
0.79499316
0.78555423
0.84129912
0.78771156
0.76536077
0.69869149
0.75681901
0.74011046
0.75348324
0.77084041
0.75396377
0.71893746
0.76887095
0.84741426
0.84153754
0.86499655
0.83790278
0.85404301
0.81403321
0.84976774
0.88948482
0.81777871
0.79504216
0.82568198
0.70083982
0.84150279
0.83755112
0.7856217
0.83178979
0.83641791
0.88136756
0.80696499
0.82082051
0.88245088
0.78821462
0.77209759
0.84068924
0.77427959
0.77349299
0.77400434
0.85379565
0.81838816
0.82447308
0.80763298
0.85839319
0.74913555
0.85950255
0.80863118
0.84467322
0.74652255
0.78292459
0.80691451
0.80016351
0.75284916
0.81748587
0.77081913
0.73268527
0.71675617
0.78343546
0.7317704
0.76236188
0.88097531
0.84149539
0.74657696
0.83101559
0.81938958
0.74424243
0.78347522
0.84159386
0.86675882
0.90850562
0.89362866
0.88132662
0.87676406
0.84670246
0.84427297
0.82903993
0.8393634
0.8224321
0.83826751
0.85050672
0.83322412
0.86137837
0.8335548
0.85329765
0.88045472
0.78780353
0.90288335
0.80975538
0.85410088
0.83650386
0.89440179
0.89017659
0.88804829
0.86589253
0.86200392
0.82541049
1.0119672
0.93880856
0.94149566
0.89995205
0.9036175
0.91380823
0.85578942
0.91845727
0.99507695
0.82932878
0.93797046
0.92892873
0.84885979
0.88510102
0.9277876
0.87301534
0.88157326
0.87509704
0.89621556
0.87021559
0.85690552
0.88455659
0.785155
0.87369961
0.9109239
0.90802056
0.96501541
0.93432981
0.85473251
0.87544721
0.89887899
0.88156307
0.83284056
0.80703169
0.89146328
0.85902148
0.94757122
0.88595241
0.88176006
0.93888903
0.93957835
0.91146928
0.9185707
0.89047462
0.86682975
0.83842659
0.95974475
0.92794967
0.91759592
0.83083278
0.9105624
0.87274301
0.88249803
0.93167025
0.89277899
0.87720364
0.86009163
0.88518763
0.84766918
0.75847054
0.86723405
0.88617474
0.87458205
0.82124376
0.92992496
0.96937311
0.87181222
0.92651713
0.84358358
0.78551626
0.85640967
0.90247405
0.86907929
0.8832832
0.86265981
0.87765741
0.84499049
0.81111997
0.91112959
0.77595401
0.87333167
0.85299182
0.755328
0.87541789
0.89211655
0.92112488
0.93409663
0.91766089
0.83522433
0.78505713
0.88880539
0.93545866
0.79747087
0.84118074
0.86353976
0.90917099
0.85500479
0.8883788
0.88370013
0.89388472
0.91651392
0.91101611
0.86271518
0.88580728
0.84572911
0.75960702
0.80826104
0.78378081
0.76911086
0.69777215
0.88278621
0.9113754
0.84050632
0.85851926
0.8165797
0.87204146
0.91754788
0.89368373
0.90730691
0.93372273
0.89380175
0.7949639
0.89919335
0.92616391
0.84392601
0.77424896
0.76863182
0.83569854
0.83395946
0.86345959
0.82861179
0.84080863
0.79177821
0.74544054
0.81848723
0.85212356
0.86620229
0.886446
0.79325509
0.86126649
0.84105754
0.86214137
0.84026212
0.88480276
0.85308516
0.83376688
0.82513446
0.82646769
