somecoll_white_female_p25_se
0.055704299
0.035124831
0.088495359
0.10153762
0.049285665
""
0.087252378
0.034241434
0.06887877
0.077058576
0.058737915
0.11468723
0.096585713
0.095880501
0.095354013
0.048567239
0.05148758
0.10742458
0.13084304
0.05249799
0.085506357
0.037645239
0.04537829
0.085791342
0.044048388
0.048339624
0.066720799
0.035388302
0.086380742
0.064422242
0.060142845
""
0.13199683
0.088378072
0.034555484
0.045393586
0.021525422
0.099158429
0.042769521
0.068932414
0.046100274
0.053820893
""
""
0.030477086
0.10473567
0.068705916
0.034546375
0.024042783
0.10472006
0.036218531
0.041282456
""
0.11608089
0.08193741
0.078678153
0.060739674
0.050166346
0.03991843
""
0.048102885
0.06291005
0.041122071
0.042121537
0.10600214
""
0.063967712
""
""
0.03050896
""
""
""
""
0.045932606
""
""
0.087595396
0.063709237
0.1100191
0.13117918
""
""
0.057240162
""
""
""
""
""
0.12616733
""
""
""
""
""
""
0.11598936
0.042506203
0.031028833
0.059446272
0.088969223
0.20315801
0.11484621
0.0087236073
0.031037256
0.055330928
0.017101936
0.03931538
""
0.029579705
0.051720925
0.0705349
0.082615517
0.055240791
0.029440669
0.050605603
0.097916968
0.15075111
0.059865937
0.13147536
0.054224491
0.062262479
0.055031534
0.11540376
0.082901999
0.065202475
0.039480623
0.042062651
0.066959195
0.084636785
0.14476112
0.10157049
0.087942511
0.040906392
0.070806377
0.077905327
0.038063813
0.10301619
0.049753778
0.085182175
0.053598657
0.10986915
0.048065573
0.06188374
0.079740062
0.055557679
0.063922256
""
0.067803137
0.11648849
0.11398595
0.097193606
0.059948284
0.049645446
0.075253241
0.081473984
0.058492303
0.052466344
0.090776004
0.11208729
0.10932998
0.090563059
0.071649373
0.091386117
0.099299602
0.091137365
0.065603487
0.059053063
0.044500057
0.077976011
0.024946889
0.066155382
0.075606085
0.038649555
0.094428673
0.083617613
0.033014443
0.08196675
0.062111538
0.087543808
0.063792586
0.067348391
0.029995207
0.038503911
0.12890968
0.077445231
0.02043042
""
0.075308233
0.02517673
0.078205146
0.11213859
0.019948918
0.062664494
0.034559563
0.020750247
0.070334367
0.033715803
0.074004516
0.11382335
0.021018093
0.043586772
0.056394961
0.079821274
0.0074188546
0.042742621
0.031380638
0.07986223
0.034843851
0.033995114
0.088657223
""
0.026240345
0.041730933
0.029998653
0.01157889
0.025153112
0.084754854
0.014069232
0.014033897
0.070728168
0.013879128
0.010808128
0.029784091
0.022644995
0.025485326
0.024776787
0.027277809
0.01886462
0.027536118
0.026811257
""
0.037368894
0.028572971
0.020923667
0.022140492
0.044127714
0.04064554
0.10220158
0.026495706
0.049948495
0.019735057
0.03692174
0.041757695
0.023973592
0.083605595
0.018919438
0.13119966
0.080887191
0.088267915
0.030299542
0.063571081
0.093556933
""
0.18646865
0.11477633
""
0.1059644
0.12772514
0.063541219
0.023250001
""
0.039486982
0.17023204
0.069061697
0.017464386
0.04756077
0.059668437
0.12335955
""
0.085711181
""
0.14591081
""
0.018289736
""
0.09227632
0.17768697
0.050782368
0.023346025
0.090444483
0.095318772
0.061347168
0.032279953
""
0.11058651
0.080012828
0.056166086
0.056042828
0.066184998
""
