hs_hisp_pooled_mean
0.86102593
0.74434817
""
0.86924297
0.73682451
""
0.75808978
0.80305767
""
0.76414227
0.71444732
0.74939346
""
0.74018741
0.71905756
""
""
0.78266478
""
""
0.78071445
0.82194346
0.72042936
0.69626081
0.75995064
0.65378302
0.71210361
0.83080715
0.85249573
0.72378981
0.73014766
0.903736
0.83583641
0.85939187
0.6912272
0.83364654
""
0.81018007
""
""
0.73137748
""
""
""
""
0.82647842
0.83070368
0.73026037
0.8308419
0.77653301
0.86752051
0.79735285
0.70338738
""
""
0.77347136
""
""
""
0.83897686
0.81209832
0.78526914
""
0.87072206
""
0.50973219
""
""
""
""
""
""
0.5666768
0.84269631
0.91808659
""
0.69231278
0.78708249
""
0.79690617
0.75325209
0.77573872
0.76077163
0.75643235
0.74355912
0.73504865
0.75087446
0.83698767
0.80731338
0.64792001
0.70050365
0.62226087
0.69098246
0.76502192
""
0.79588795
0.82302332
0.55636591
0.82209092
0.72282773
0.75130332
0.8382318
0.76995343
0.75917381
0.83031607
0.81238067
0.78853452
0.82828909
0.81606376
0.7988705
0.89247221
0.87240171
0.82005149
""
0.82495332
0.76432258
0.76340455
""
""
""
0.65442616
0.68854272
0.78251123
0.77980936
0.91239464
0.79224449
0.82788688
0.68149483
""
""
0.771384
0.85271752
0.77363521
0.68919683
0.5745123
0.82313085
0.77356762
0.83261836
0.57261181
0.83569545
0.81227827
0.82437962
""
0.7865262
0.72406214
""
0.79330921
0.76122487
""
0.82772952
""
0.68763453
0.80419642
""
0.83497131
0.7822575
""
0.78317291
""
""
""
""
0.87115318
0.86086929
""
0.81323534
0.88975435
""
""
0.79600132
0.79837906
0.82100183
0.83804071
0.81353092
0.77649277
0.79802924
0.74834549
0.74211043
0.85391212
0.84159315
0.86525601
0.77939379
0.8156383
0.75860667
""
0.79898238
""
0.96759236
0.78451794
""
""
0.74563313
0.800044
""
""
0.79343677
0.76142722
0.83512872
0.7853567
0.80440879
0.74857968
0.65990686
0.73281538
0.8277595
0.81127518
0.76264787
0.74922723
0.81131923
0.85159791
0.7949723
0.75310093
0.81049842
""
""
0.81613547
0.74638397
0.79997551
0.76968873
0.86256272
0.7932812
0.87852955
0.75376248
0.88438928
0.83295459
0.79003316
0.91498411
0.81229001
0.83696246
0.89354354
0.81491864
0.75164294
0.84051979
""
0.79459649
""
0.83588105
""
0.84632641
""
""
0.83338833
0.63665855
0.82870305
0.75592142
0.84699279
0.86726356
0.78489792
0.80095923
0.92977118
0.84701532
0.81290901
0.84398639
0.84206367
""
0.87121731
0.87730962
0.75013179
0.84130162
0.84927714
0.82937539
0.79961413
0.77022123
0.71871769
0.74798769
0.8401401
0.77877897
0.84839147
0.83354968
0.7680099
0.76492113
0.75911129
0.85729086
""
0.74091816
""
""
0.85744619
0.82018417
""
0.86902362
0.78535497
""
""
0.79498237
0.83943641
0.84048498
0.73410487
0.81041557
0.83337939
0.70824575
""
""
0.67388821
0.75505543
0.79490995
0.71770573
0.79310459
0.73570693
0.7243396
0.79452014
0.82895905
