stayhome_pooled_male_p25_se
0.068781465
0.057413787
0.045075238
0.047495391
0.047890838
0.043048501
0.043564446
0.075416483
0.03608362
0.046448693
0.035085749
0.054758113
0.07412751
0.06583181
0.048216537
0.057374038
0.060077023
0.058013607
0.048209749
0.042401943
0.039235558
0.034482699
0.052381594
0.076127917
0.048238084
0.06308829
0.058664724
0.055433027
0.032695297
0.061461248
0.045939229
0.043720994
0.060256124
0.045828171
0.056040443
0.060274482
0.071656682
0.059746925
0.13158533
0.042576093
0.041976325
0.052316036
0.071800575
0.053882953
0.076674916
0.089996487
0.073085926
0.061292596
0.069863319
0.044400506
0.048397034
0.050975829
0.085618019
0.032622077
0.062626109
0.049966611
0.048687756
0.047003791
0.050056182
0.056063164
0.057794146
0.044585928
0.049314942
0.043917745
0.040354751
0.080902189
0.04703128
0.077694081
0.062399689
0.091790378
0.053042818
0.086205006
0.050833467
0.048569966
0.062100481
0.069992103
0.096390434
0.050051969
0.041850958
0.048038263
0.04879982
0.065602653
0.0403242
0.07835985
0.069879763
0.048639569
0.042293899
0.048074614
0.053458758
0.060730245
0.047601789
0.044440173
0.04266835
0.034656208
0.041039005
0.05219816
0.12315744
0.048339814
0.044432502
0.066482626
0.040761422
0.051077418
0.042630989
0.048462078
0.046604984
""
0.051065888
0.053855907
0.04007981
0.062016588
0.045339249
0.07176578
0.039528571
0.049030177
0.052590121
0.090201616
0.077137567
0.043697301
0.061463252
0.054504205
0.068731472
0.037857853
0.041433565
0.07503438
0.054421514
0.049045905
0.038474113
0.084916517
0.065914541
0.055833396
0.077761561
0.065448582
0.037705917
0.060534578
0.097786866
0.12270518
0.054465741
0.099175788
0.047720149
0.062449049
0.050991226
0.059905779
0.10591693
0.058526613
0.082515806
0.078901164
0.083458833
0.080880761
0.055266354
0.056167085
0.049237754
0.068822727
0.099006608
0.061952956
0.081013523
0.042356048
0.12043584
0.10619666
0.11059696
0.052401584
0.059272308
0.058439523
0.041344751
0.040314876
0.036822326
0.049410537
0.058592815
0.060438704
0.12353212
0.050793514
0.058164597
0.043764468
0.054299176
0.068058766
0.052868802
0.063409403
0.057902966
0.049489595
0.059651535
0.073522866
0.096863031
0.059037127
0.079940759
0.057724927
0.071708553
0.061359074
0.075464807
0.071192533
0.048556011
0.05932362
0.08821667
0.057795327
0.05838453
0.055048566
0.040068775
0.094873793
0.075819097
0.071653076
0.051938411
0.089836657
0.060195547
0.095515005
0.084317654
0.077971362
0.069392778
0.13003789
0.08457835
0.05212405
0.038595114
0.040490851
0.054893211
0.036904115
0.056931283
0.041033369
0.046258003
0.049200404
0.048154067
0.060296301
0.08457385
0.05018872
0.062864557
0.0451652
0.035608012
0.065881632
0.0738535
0.032713842
0.047400177
0.089354075
0.091408387
0.091359861
0.088091858
0.046162978
0.045473553
0.038027868
0.037823103
0.044332296
0.045516297
0.060108513
0.051529616
0.035517532
0.064830326
0.08023335
0.047464237
0.056910232
0.043086302
0.044938397
0.085203163
0.059297241
0.047797576
0.052595273
0.063529402
0.091181986
0.057695117
0.039678112
0.05499411
0.078226283
0.036156945
0.041387442
0.047793727
0.042492043
0.035715591
0.071364373
