coll_pooled_male_mean
0.28638214
0.22181134
0.20684482
0.31803963
0.35130155
0.2281253
0.30471721
0.20141529
0.2022671
0.28231561
0.23657188
0.33405927
0.29460743
0.23772515
0.24291898
0.27706131
0.27692771
0.33270699
0.28907377
0.18369536
0.24922056
0.23304811
0.28446913
0.27099574
0.41240013
0.278981
0.23956037
0.27449718
0.28827199
0.2407102
0.23399113
0.32217035
0.36252978
0.34997949
0.21420425
0.25470331
0.22210304
0.29333463
0.17325979
0.2581158
0.30047783
0.16032015
0.20239154
0.15995382
0.22231008
0.26973405
0.32414797
0.21115628
0.31060043
0.23101439
0.22399086
0.25820518
0.25617445
0.1986911
0.3584193
0.23231825
0.2766766
0.20113097
0.22166407
0.25043064
0.25206745
0.29041883
0.26906377
0.22298445
0.22325994
0.25174707
0.17827274
0.21837659
0.23243816
0.20513953
0.25535071
0.27267238
0.20280075
0.25472292
0.17538594
0.2027161
0.22314732
0.2209353
0.18288794
0.26904538
0.17712426
0.27445906
0.20684576
0.2169667
0.32278329
0.25858039
0.23504251
0.2351702
0.30331403
0.24878831
0.27383965
0.19408877
0.23565678
0.2880865
0.20862107
0.18951966
0.2550222
0.21716392
0.27350119
0.21945964
0.30011293
0.30731755
0.30200207
0.27754939
0.30057442
0.28339249
0.26549923
0.26273423
0.1483206
0.20948727
0.327584
0.22040431
0.32833788
0.23833817
0.26772696
0.31609726
0.29253468
0.2012997
0.16976625
0.13813174
0.20353152
0.21571779
0.29275632
0.19371073
0.23429286
0.29565647
0.28172886
0.2209475
0.2183376
0.17664945
0.37459284
0.17874068
0.32945791
0.17083809
0.23349619
0.26057896
0.2280236
0.23470268
0.173871
0.33520299
0.29023305
0.22328602
0.17449011
0.23676178
0.21181774
0.24571769
0.25974742
0.25021857
0.20724282
0.24234971
0.246291
0.30692378
0.23792098
0.20503931
0.27963379
0.27180368
0.20200916
0.28954148
0.16100219
0.31835172
0.18911824
0.22034265
0.3049086
0.3639935
0.17706251
0.46139458
0.33278805
0.29186013
0.26808497
0.26336792
0.34638846
0.35350597
0.21752556
0.27179146
0.20153424
0.25016403
0.27497193
0.2992405
0.2667557
0.3041068
0.24465577
0.19627459
0.28560013
0.23202236
0.23162484
0.36093539
0.2031087
0.26584661
0.34082317
0.25648355
0.26269028
0.2249399
0.33144352
0.27697861
0.19828025
0.24475537
0.29467371
0.33220503
0.30507806
0.29139164
0.29702705
0.245078
0.28207889
0.29681814
0.26865128
0.32285234
0.35794726
0.28801432
0.25117102
0.2942169
0.26563865
0.32213327
0.24513458
0.23434417
0.32250959
0.29465577
0.30631512
0.38362208
0.28932837
0.24852261
0.319713
0.35086724
0.22306174
0.24551393
0.34476525
0.27002487
0.29840314
0.31124663
0.41560006
0.33341861
0.30988035
0.34957647
0.31654763
0.36381164
0.34474787
0.28911629
0.26287723
0.34656766
0.24823584
0.25922984
0.27806336
0.29380685
0.30004692
0.26555288
0.27083272
0.28827974
0.31645507
0.38387883
0.28172338
0.37933508
0.40527487
0.3214826
0.25281018
0.35144797
0.28891611
0.31095105
0.28023124
0.42645746
0.3111248
0.38706905
0.27902055
0.39495724
0.32933909
0.30986634
0.40210882
0.43946713
0.47227421
0.509188
0.42800537
0.34971952
0.27388692
0.30904323
0.28640479
0.27490088
0.17021085
0.24173102
0.35604569
0.36737633
0.27316436
0.36363494
0.39052719
0.26018727
0.52801019
0.49807477
0.41423029
0.32414263
0.37897432
0.47576481
0.38024566
0.22229517
0.33955637
0.26195931
0.27175546
0.22322552
0.22043608
0.22237837
0.3123886
0.28478238
0.3017914
0.25061947
0.37976429
0.12442329
0.24001928
0.34209979
0.23619902
0.37539014
0.30731127
0.31938443
0.32149643
0.33931497
0.37488917
0.35306498
0.28218922
0.2972734
0.28429461
0.30485001
0.20633641
0.27909833
0.28530753
0.25621337
0.23572694
0.34913611
0.36327064
0.25497177
0.28918809
0.36934724
0.34567836
0.29357952
0.36104548
0.37715465
0.29510415
0.34735149
