hs_pooled_pooled_p75_se
0.014275363
0.0096825343
0.027490769
0.030666217
0.014804195
0.053648148
0.029292122
0.010508216
0.021069372
0.028291145
0.021458559
0.040246561
0.02466671
0.037693743
0.045104377
0.013377237
0.014878277
0.045664247
0.061986957
0.021765834
0.03755619
0.013208064
0.014657177
0.022849321
0.017779723
0.012289728
0.024316031
0.012082808
0.02450983
0.022333277
0.022982065
0.065004326
0.055002362
0.027327009
0.0096428171
0.014636803
0.0046645743
0.036058512
0.012697423
0.018790431
0.010115944
0.014755704
0.04791037
0.038212206
0.0061317086
0.032833334
0.020171182
0.012942665
0.00672002
0.025760116
0.0078097284
0.010189107
0.05706615
0.030365523
0.028755255
0.026543172
0.021481602
0.019174514
0.007069442
0.059737325
0.015871976
0.015470132
0.010039574
0.015903128
0.028879156
0.052701082
0.026058575
0.10112741
0.10286213
0.0052388762
0.029727608
""
0.04329402
0.085535944
0.0090328455
""
0.053329866
0.01180331
0.014018518
0.027858723
0.024259273
0.074517496
0.13559814
0.014451537
0.034776792
0.046020109
0.058095962
0.11278033
0.045025233
0.016592719
""
0.067850038
0.061075635
0.063087769
""
0.043705225
0.024581548
0.0099512311
0.010936574
0.021378098
0.025175592
0.039834652
0.049015626
0.0022309544
0.011448515
0.013910954
0.0042934464
0.014112917
0.027467662
0.011302602
0.012263856
0.020829568
0.023166843
0.018033668
0.009201779
0.016979285
0.026627678
0.051355742
0.025893711
0.038156077
0.024240693
0.023091106
0.024925318
0.026681779
0.018822739
0.027149156
0.010894357
0.015048077
0.016060198
0.031535801
0.04463058
0.029593227
0.02797428
0.010497671
0.026069716
0.042191956
0.012929056
0.017101046
0.017880077
0.027070913
0.018553918
0.047946639
0.017131399
0.041961029
0.030271666
0.012618109
0.025496095
0.040436145
0.031278599
0.064546719
0.046065833
0.03175582
0.019662723
0.01244869
0.03934522
0.041906364
0.017141728
0.018192947
0.059442408
0.066478521
0.041314725
0.046719309
0.023997767
0.030467516
0.025532961
0.030437864
0.025269574
0.03620832
0.015710089
0.037442658
0.0058493372
0.03258726
0.037941247
0.010689588
0.049262341
