jail_other_male_n
41.0
67.0
""
""
23.0
""
""
100.0
""
""
""
""
""
""
""
49.0
31.0
""
""
""
""
26.0
71.0
""
39.0
41.0
""
46.0
""
""
""
""
""
""
51.0
34.0
270.0
""
29.0
40.0
53.0
37.0
""
""
293.0
""
""
32.0
177.0
""
135.0
56.0
""
""
""
""
34.0
21.0
61.0
""
32.0
""
60.0
29.0
""
""
""
""
""
936.0
""
""
""
""
267.0
""
""
107.0
67.0
36.0
32.0
""
""
103.0
23.0
""
""
""
""
36.0
""
""
""
""
""
""
30.0
188.0
97.0
29.0
""
""
""
2442.0
142.0
65.0
740.0
102.0
""
106.0
88.0
""
""
21.0
140.0
28.0
""
""
""
""
""
""
""
""
""
""
34.0
47.0
26.0
""
""
""
""
41.0
""
""
63.0
""
""
""
""
""
25.0
""
""
45.0
""
""
""
""
""
""
""
42.0
""
""
25.0
28.0
""
""
""
""
""
""
""
""
""
24.0
28.0
""
271.0
""
""
51.0
""
""
148.0
""
""
""
27.0
""
151.0
32.0
""
""
3196.0
""
31.0
269.0
34.0
""
1963.0
32.0
224.0
799.0
20.0
183.0
69.0
""
796.0
174.0
52.0
36.0
9892.0
122.0
349.0
23.0
107.0
276.0
""
""
685.0
178.0
114.0
3426.0
422.0
""
2051.0
2809.0
63.0
2355.0
4304.0
1265.0
1096.0
286.0
1750.0
468.0
2907.0
299.0
237.0
""
60.0
1359.0
635.0
760.0
161.0
81.0
""
334.0
58.0
1038.0
245.0
145.0
398.0
""
747.0
""
""
""
220.0
55.0
""
""
""
""
""
""
""
""
536.0
""
167.0
""
""
1027.0
47.0
23.0
""
""
""
""
""
""
532.0
""
""
""
37.0
171.0
""
""
""
92.0
""
""
25.0
29.0
""
""
""
""
""
""
""
106.0
""
""
""
""
""
""
""
""
26.0
""
141.0
""
562.0
507.0
93.0
98.0
524.0
310.0
71.0
69.0
144.0
364.0
90.0
381.0
129.0
""
223.0
""
455.0
1289.0
""
99.0
56.0
208.0
90.0
24.0
""
""
762.0
344.0
40.0
""
22.0
""
""
""
""
""
""
76.0
47.0
805.0
""
53.0
29.0
""
""
146.0
228.0
150.0
""
""
""
140.0
143.0
54.0
1129.0
63.0
30.0
342.0
""
871.0
202.0
634.0
207.0
581.0
305.0
41.0
75.0
134.0
150.0
177.0
371.0
21.0
""
""
""
292.0
""
35.0
""
""
""
""
""
""
""
25.0
42.0
""
""
71.0
""
""
""
21.0
""
""
""
""
55.0
""
46.0
""
""
184.0
53.0
""
95.0
56.0
""
251.0
""
425.0
""
""
121.0
""
49.0
""
""
""
""
""
577.0
""
""
49.0
70.0
""
""
24.0
""
""
""
""
80.0
30.0
45.0
""
451.0
""
""
42.0
28.0
""
""
474.0
""
76.0
""
""
""
""
""
110.0
141.0
""
""
""
""
""
""
""
""
""
""
""
""
166.0
""
""
77.0
""
""
""
""
""
""
""
""
""
""
""
""
""
230.0
40.0
20.0
""
50.0
""
""
""
""
""
""
""
""
""
""
289.0
35.0
""
""
""
29.0
""
""
""
""
""
""
""
""
""
21.0
21.0
""
""
""
29.0
""
""
""
""
34.0
25.0
""
""
""
""
""
""
""
28.0
""
""
""
""
1635.0
11313.0
542.0
1405.0
307.0
""
87.0
""
""
31.0
""
""
27.0
88.0
""
""
""
134.0
""
""
""
""
""
70.0
""
""
20.0
""
""
""
""
95.0
27.0
""
""
""
""
25.0
44.0
""
""
""
""
""
""
45.0
""
""
41.0
""
""
28.0
""
""
""
""
""
137.0
""
""
""
26.0
""
2969.0
""
""
53.0
""
""
734.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
39.0
""
""
20.0
""
""
283.0
69.0
47.0
36.0
534.0
56.0
""
25.0
""
""
""
140.0
104.0
75.0
""
168.0
""
""
""
""
""
""
""
""
26.0
""
31.0
140.0
""
""
""
""
""
""
""
""
110.0
255.0
""
130.0
""
""
""
""
33.0
54.0
""
43.0
""
""
""
""
""
28.0
375.0
29.0
198.0
""
""
296.0
38.0
""
""
27.0
""
""
""
73.0
""
""
""
""
21.0
""
""
58.0
""
107.0
""
54.0
""
""
""
""
40.0
""
114.0
39.0
""
63.0
""
55.0
""
""
""
""
20.0
""
54.0
""
38.0
""
284.0
72.0
""
74.0
681.0
23.0
""
29.0
66.0
""
27.0
""
24.0
""
""
""
""
""
""
85.0
""
""
""
""
""
""
203.0
""
""
""
""
""
""
""
72.0
""
""
98.0
""
63.0
21.0
""
28.0
""
56.0
""
""
""
""
""
""
""
""
""
75.0
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
20.0
""
