kfr_imm_pooled_male_p10
0.3178553
0.25548682
""
0.40912572
0.37671983
""
0.37863064
""
""
0.38677379
0.36573142
0.43950489
""
0.325315
0.32759655
""
""
0.41210648
""
""
0.33603776
0.3775678
0.24696569
0.36693144
0.38539672
""
0.40723726
0.36388132
0.40841606
0.26517114
0.26464066
0.44343236
0.43478626
0.4027026
0.3574242
0.37821248
""
0.52268016
""
""
0.36018482
""
""
""
""
""
0.44368804
0.42724389
0.4791992
0.53012633
0.37575114
0.53765744
0.49396244
""
""
0.42367756
0.5529635
""
""
0.43169409
0.51426071
0.4328095
""
0.5346452
""
""
""
""
""
""
""
0.21491179
0.54074603
0.44334203
""
""
0.34150285
0.25765899
""
0.41736335
0.48507524
0.4602094
""
0.28534618
0.36264139
0.519274
0.38759077
0.29471937
0.39437318
0.40524569
0.6073972
0.37817141
0.27493164
0.33538479
0.59007114
""
0.38662222
0.36542386
0.37809572
0.37134299
0.3573944
0.38945735
0.3933489
0.32681912
0.35922214
0.3734782
0.37760872
0.40059501
0.57400942
0.30885807
0.42358515
0.39894727
0.38868791
""
0.38406172
0.40548626
0.40897995
""
""
""
0.47693762
0.48127216
0.207095
0.34300819
0.4303335
0.39613843
0.44633755
0.22584166
""
0.46893477
0.4037753
0.43659186
0.38157797
""
0.29638839
0.37228495
0.40710494
0.38605297
0.30240291
0.3723565
0.46286803
0.39992791
""
""
0.3907572
""
0.3712604
0.22556995
""
0.52440751
""
0.365603
0.46767157
""
0.34089407
0.35199305
""
0.31840846
0.48368549
0.59665668
""
""
0.3906281
0.45778
""
0.46789601
0.29713291
0.3332808
0.4199214
0.40262833
0.43057385
0.46627948
0.60371429
0.39652079
0.49718237
0.40390551
0.38368371
0.40043858
0.37117672
0.3284938
0.63712329
0.40285331
0.38949284
0.32345244
0.43482411
0.44436213
""
0.45033047
0.41698101
""
0.55424017
0.39586297
0.39968637
""
""
0.34197161
0.35643679
0.37248233
0.37874061
0.4021343
0.41743067
0.47373989
0.54451191
0.36380619
0.39885873
0.41191232
0.39527377
0.29615718
0.32101247
0.42690703
0.4484058
0.50822335
""
""
0.46552792
0.3565239
0.35921335
0.42836705
0.47059605
0.38754544
0.51252311
0.46032414
0.41070077
0.52161145
0.40804249
0.53633815
0.44469634
0.3951548
0.46365851
0.45060229
0.42716753
0.46285769
0.40664113
0.51504546
""
0.40335694
""
0.33614898
""
""
0.38650078
0.42266056
0.43799451
0.40735596
0.66437054
0.4101451
0.53169227
0.40278047
0.5344761
0.44659886
0.39775354
0.52632183
0.43323076
""
0.44140923
0.41489187
0.42422846
0.45195726
0.35060591
0.45022863
0.33563167
0.34446999
0.38056111
0.40072706
0.40936348
0.43503663
0.44551662
0.4566589
0.43298966
0.40226263
0.39412171
0.35352316
""
0.4449532
0.44741103
0.47648522
0.40198168
0.47906148
0.52393466
0.49665719
0.40271327
""
""
0.43063784
0.42951339
0.47463989
0.3748233
0.39283511
0.32393071
""
0.44180965
""
0.61006999
0.52006829
0.41355076
0.55850667
""
0.41728207
0.38697582
0.34805956
0.40795422
""
0.44476011
0.4783963
0.37988967
0.50339323
0.7047255
0.43366888
0.41098619
""
0.39875999
0.37348261
0.47283569
0.47330424
0.44755945
0.41791815
