staytract_natam_female_mean_se
""
0.068138108
""
""
""
""
""
0.12058223
""
""
""
""
""
""
""
0.072005562
""
""
""
""
""
""
""
""
0.10035848
""
0.068893656
""
""
""
""
""
""
""
""
0.065448187
0.042452995
""
""
0.043063518
""
""
""
""
0.038581617
""
""
0.11639388
0.042267822
""
0.064079598
0.07804767
""
""
""
""
""
""
""
""
""
""
""
""
0.076090209
""
""
0.090925008
""
0.014210164
0.02936608
""
""
0.065705858
0.028780118
""
""
0.04079476
0.047237698
0.07161697
0.06799002
0.036750965
0.091382042
0.049454458
0.041332979
0.047837447
0.039906383
""
0.072392114
0.070107535
""
""
0.092383802
""
""
0.045288723
0.013887504
0.058167759
0.014330511
0.038788561
0.040526859
""
0.064838476
0.0094101029
0.043051355
0.013110979
0.016696157
0.029357439
""
0.060603477
0.050815944
""
""
""
0.032655973
""
""
""
""
""
""
""
""
""
""
""
""
0.053072128
""
""
""
""
""
0.097694077
""
""
0.11260361
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.044650868
""
""
0.071929045
""
""
0.036380816
""
""
""
""
""
0.037541267
""
""
""
0.023268014
""
0.089900367
0.03602327
""
""
0.033191223
0.056306936
0.061221283
0.027466724
""
0.030774597
0.063528359
0.057518542
0.027150262
0.060029089
0.081961982
0.10817785
0.014095568
0.062638722
0.075076014
""
0.052548099
0.04753565
""
""
0.043868363
0.074322082
0.048411466
0.019230625
0.040887676
""
0.020950081
0.019337216
""
0.022656534
0.019328322
0.053968024
0.032106753
0.065457791
0.039582744
0.047111556
0.023725361
0.072649896
0.03297678
""
0.073518008
0.042465065
0.035237744
0.028443437
0.064337656
0.058869433
""
0.033628929
""
0.037393942
0.054662049
0.06168275
0.026345314
""
0.036148824
""
""
""
0.052414209
""
""
""
""
""
""
""
""
""
0.026658624
""
0.043798298
""
""
0.023541735
""
""
""
""
""
""
""
""
0.022393491
""
""
""
0.055795662
0.017684314
""
""
""
0.04006879
""
""
0.044439372
""
""
""
""
""
""
""
""
0.054096181
""
""
""
""
""
""
""
""
""
""
0.056626264
""
0.066049643
0.048932593
""
""
0.047721718
0.043285094
""
0.08182732
0.087304041
0.044070307
0.092012011
0.057850074
0.061279219
""
0.065241277
""
0.031256557
0.035131816
""
""
""
0.06049924
""
""
""
""
0.034172658
0.036392786
""
""
""
""
0.098563388
""
""
""
""
0.096448928
""
0.025207609
""
""
""
""
""
-0.0023542119
0.048095241
0.077217035
""
""
""
0.05805707
0.076514058
""
0.032120444
""
""
0.042288214
""
0.034470204
""
0.034714501
0.068091825
0.039317064
0.053934511
""
""
0.071848698
0.068462893
0.043756951
0.048477903
""
""
""
""
0.060330596
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.059277173
""
""
0.081818134
""
""
""
""
0.046191383
""
""
""
""
""
""
""
""
""
""
0.068144731
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.051530935
""
""
""
""
""
""
0.063650586
""
""
""
""
""
""
""
""
0.031454667
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
