kir_asian_pooled_mean
0.57927418
0.57007247
""
""
""
""
""
0.53036004
""
""
""
""
""
""
""
0.53241599
0.55326813
""
""
""
""
""
0.48928481
0.65679097
""
0.5420742
""
0.59929609
""
""
""
""
""
""
0.54004401
0.65943038
0.59758884
""
0.48430178
""
0.63389325
0.55626845
""
""
0.63937569
""
""
0.70074213
0.53161567
""
0.56153589
0.64467674
""
""
""
""
""
0.53429872
0.64166141
""
0.46628949
""
0.71804196
""
""
""
""
0.57206023
0.56663984
0.57898527
""
""
""
""
0.5416218
""
""
0.57986879
0.50528711
0.62410927
0.5682103
""
""
0.50821036
""
""
""
""
""
0.68948328
""
""
""
""
""
""
""
0.52650648
0.56837642
0.65954083
""
""
""
0.59898722
0.6011399
0.58858252
0.57508016
0.58196557
0.55607378
0.54249364
0.50947672
""
""
""
0.52815133
""
""
""
""
""
""
""
""
""
""
""
0.4631069
0.51750213
0.58317471
""
""
""
""
0.54407752
""
""
0.57607043
""
""
""
""
""
0.44709963
""
""
0.54905111
""
""
""
""
""
""
""
0.56030118
""
""
0.7152319
0.65391684
""
""
""
""
""
""
""
""
""
""
0.55067378
""
0.57681328
""
""
0.49167436
0.50358701
""
0.53044653
""
""
""
0.6226902
""
0.55214798
0.46907029
""
0.44963542
0.65025997
""
0.5379737
0.55530202
0.63581508
0.60886645
0.64222455
0.60252118
0.60733205
0.53097504
0.48139051
0.49495187
0.59176201
""
0.57661951
0.56518525
0.67101246
0.59250289
0.61240727
0.56746131
0.62555081
""
0.53907841
0.54482847
""
""
0.58496863
0.60491407
0.56580085
0.60978234
0.61403382
""
0.59352601
0.58581311
0.5969578
0.59488744
0.59011751
0.64940268
0.56420189
0.59107929
0.65918827
0.60159385
0.65646428
0.60828245
0.50242049
""
0.56494623
0.61761034
0.59591228
0.56875724
0.54183531
0.56663495
""
0.54701
0.59938169
0.6143223
0.60257411
0.50500953
0.54773128
""
0.5987069
""
""
""
0.61351055
0.56066483
""
""
""
""
""
""
""
""
0.56254852
""
0.60544199
""
""
0.55201769
0.45909494
0.4420315
""
""
""
""
""
""
0.59496343
""
""
""
0.53182918
0.57372272
""
""
""
0.54286563
""
""
""
0.61057866
0.45420074
""
""
""
""
""
""
0.60262716
""
""
""
""
""
""
""
""
""
""
0.63298988
""
0.63793087
0.63981563
0.61170167
0.64114553
0.61187273
0.57219577
0.59394091
0.54058629
0.60769141
0.66111737
0.58498651
0.56435663
0.64038408
""
0.50441718
""
0.56614828
0.59333068
""
0.65278
0.56974041
0.56313848
0.59096229
0.64227635
0.54451108
""
0.55383229
0.51981157
0.54945624
""
0.68853855
""
""
""
""
0.45591328
0.42810571
0.55139512
0.6026628
0.59208393
""
0.56222624
0.42001778
""
""
0.54979062
0.58323479
0.63224554
""
""
""
0.56144506
0.56924433
0.62719756
0.57877195
0.61393356
0.54293007
0.51035082
0.42426521
0.57222849
0.53163648
0.60392588
0.58278221
0.53586096
0.57293034
0.42118549
0.53729707
0.59623724
0.50649035
0.57905138
0.5834496
0.63827878
""
""
""
0.56645113
""
0.56255156
""
""
""
""
""
0.60768193
""
0.53656495
0.61285305
""
""
0.60161763
""
""
""
0.5221079
