teenbrth_other_female_mean
0.09251003
0.1608227
""
""
""
""
""
0.30962744
""
""
""
""
""
""
""
0.1778581
0.46239108
""
""
""
""
0.21924695
0.24396512
0.18452229
0.15650246
0.255229
0.50484526
0.31846413
""
""
""
""
""
""
0.2623013
0.26374128
0.22557226
""
0.16766235
0.31230989
0.25377336
0.16355978
""
""
0.1656466
""
""
0.21354771
0.30834696
""
0.24650168
0.30352977
""
""
""
""
0.31738815
0.15844128
0.11049108
""
0.2048519
0.22898518
0.21379681
0.25799853
""
""
""
""
""
0.18502837
0.20698909
""
""
""
0.18489391
""
""
0.18475387
0.12347419
0.28098443
0.066511177
""
""
0.19658583
0.29129261
""
""
""
0.14344689
0.09713316
""
""
""
""
""
0.22213985
0.4096221
0.16058587
0.20789991
0.2851958
""
""
0.44991183
0.20962755
0.21509568
0.26164961
0.20727903
0.29857045
""
0.23454158
0.15581694
""
""
0.221478
0.30089134
""
""
""
0.12844981
""
""
""
""
""
""
""
0.28747627
0.26119688
0.3906168
""
""
""
""
0.27574196
""
""
0.27117994
""
""
""
0.42680934
""
""
""
""
0.36220279
""
""
""
""
""
""
""
0.22088246
""
""
0.50943828
0.39779404
""
""
""
""
0.35009778
""
""
""
""
""
0.089713991
""
0.22621441
""
""
0.27862424
""
""
0.30974337
""
""
""
0.51315945
""
0.36942294
0.30671072
""
""
0.1166044
""
0.062916771
0.15886097
0.18097836
""
0.10814022
0.2687203
0.12331171
0.21498272
0.34510463
0.15548299
0.16566259
0.18360318
0.20096463
0.18582727
0.14435758
0.27424437
0.13333972
0.18485008
0.052430574
0.089735605
0.15609127
0.20229134
""
""
0.13147645
0.088909633
0.075354517
0.094913781
0.090812758
""
0.19332421
0.16619834
0.069997169
0.20300171
0.14020704
0.11259434
0.17300305
0.08748135
0.11491655
0.12337397
0.1054263
0.09290006
0.21690509
""
0.22704475
0.1688119
0.12473124
0.16393065
0.18191093
0.25512728
""
0.20655107
0.1577073
0.11160192
0.13021524
0.17732938
0.26200086
""
0.1539726
""
""
""
0.083211869
0.080997661
""
""
""
""
""
""
""
0.11588913
0.26646441
""
0.10611662
""
0.03679502
0.21931307
0.28640515
0.15106563
""
""
""
""
""
""
0.15062471
""
""
""
0.085428976
0.15441972
""
""
""
0.13823496
""
""
0.11683158
0.20012955
0.26736489
""
""
""
""
""
""
0.26153225
""
""
""
""
""
""
""
""
0.12832753
""
0.22687878
""
0.1433312
0.16678116
0.15478516
0.20949365
0.19051208
0.18953653
0.13852474
0.12473833
0.27022833
0.20492305
0.21232931
0.20720217
0.17055105
""
0.20584552
""
0.15372142
0.14873581
""
0.1892345
0.21698657
0.26517171
0.12206031
0.32775307
""
""
0.24069093
0.24622042
0.2593298
""
0.58239967
""
""
""
""
""
""
0.23726572
0.40155536
0.18423131
""
0.23072271
0.25275806
""
""
0.21659479
0.24113782
0.16564353
0.32271197
""
""
0.27037424
0.22940628
0.21078745
0.1684467
0.15896349
0.23294318
0.15071145
0.22703354
0.20118193
0.20900854
0.19221693
0.20812036
0.22512397
0.36730015
0.37136576
0.1603462
0.24760574
0.20108123
0.14742015
0.11155436
0.1537099
0.22405624
""
""
0.22887357
0.09441413
0.25449124
""
""
""
""
""
""
""
0.30845964
0.30192754
""
""
0.29456538
""
""
""
0.086494043
0.31737918
""
""
""
0.19280477
""
0.20432189
0.20368984
""
0.27714077
0.21506295
0.33135054
0.22028549
0.31593859
""
0.25967938
""
0.13044164
0.48641852
""
0.069556393
""
0.28139475
""
""
""
""
""
0.21803482
""
""
0.24521966
0.21134046
""
""
0.21800976
""
""
""
""
0.14548826
0.36621663
0.052654374
""
0.18567142
""
""
0.21765012
""
""
""
0.15819226
""
0.20966908
""
""
""
""
""
0.20733108
0.18192849
""
0.51427245
""
""
""
""
""
""
""
""
""
0.25345242
0.25235343
""
""
0.25895435
""
""
""
""
""
""
""
""
""
""
""
""
""
0.25841939
0.24018282
""
""
0.34277791
""
""
""
""
0.43081453
""
""
""
""
""
0.24958321
0.25422972
""
""
""
0.34765637
""
""
""
""
""
""
""
""
""
0.25107911
""
""
""
""
0.29072455
""
""
""
""
0.34426367
0.38177922
0.34688306
""
""
""
""
""
""
0.40823692
""
""
""
""
0.18938771
0.16344604
0.22804901
0.19748196
0.14534573
""
0.20342584
""
""
0.16391395
""
""
0.12697285
0.248322
""
""
""
0.17920339
""
0.21055129
""
""
""
0.17817897
""
""
""
""
""
""
0.17548726
0.24085356
0.075508654
""
""
""
""
0.43030703
0.22440787
""
""
0.35404652
""
0.25143978
""
0.20070295
""
""
0.48573944
""
""
0.21683991
""
0.082361311
""
""
""
0.27466145
""
""
""
""
0.16481327
0.17310445
""
""
0.068837434
""
""
0.080630347
""
""
""
""
""
""
""
""
""
0.2537064
""
""
""
""
0.2552678
""
0.15657517
""
0.21805951
""
""
""
0.23441499
0.24031761
0.26052284
0.2412757
0.15524031
0.18127301
""
0.16054486
""
""
0.27876642
0.11872529
0.2692453
0.40073586
0.35169962
0.27043155
0.49527496
""
""
""
""
""
""
""
0.25143889
""
0.077767245
0.33554748
""
""
""
""
""
""
""
""
0.25704533
0.20068082
""
0.30422917
""
""
""
""
0.16106863
0.23174243
""
0.34398517
""
""
""
""
""
0.28489479
0.21169657
0.2562283
0.26043466
0.020222504
""
0.34167942
0.23132029
""
""
0.054731555
""
""
""
0.29009652
""
""
""
""
0.12083585
""
""
0.28430685
""
0.30996031
""
0.19382651
""
""
""
""
0.40704161
""
0.061603282
0.10108502
""
0.1569217
0.11215477
0.33450815
""
0.35666409
""
""
""
""
0.23096691
0.15799826
0.21253435
""
0.24226017
0.28611213
0.349527
0.29198319
0.27548933
0.19718148
""
0.11731625
0.14560023
""
