kir_29_black_pooled_p75
0.51261044
0.49676725
0.46617195
0.51667553
0.41262308
0.5151211
0.50354075
0.50900668
0.50676221
0.42315185
0.49308959
0.50383824
0.52627271
0.44706178
0.62797707
0.52419353
0.5362646
0.56880426
0.53246838
0.49591514
0.55636084
0.51260209
0.52253062
0.49361333
0.46716133
0.52078015
0.49554527
0.50720328
0.53420472
0.4762679
0.42657664
0.53743196
0.51575094
0.54272139
0.48981905
0.45505363
0.5196963
0.5353145
0.51683551
0.52376628
0.52248567
0.48746306
0.54217124
0.53225374
0.51609451
0.49731836
0.65777075
0.45889732
0.5034197
0.49179104
0.52895343
0.45382977
0.54413414
0.504538
0.5579555
0.49731225
0.47876474
0.50626665
0.54687232
0.52477449
0.53313309
0.52154732
0.51321542
0.48336288
0.46831799
0.53371769
""
""
""
0.52550238
""
""
""
""
0.50766164
""
""
0.42028004
""
""
0.6815446
""
""
0.50605279
""
""
""
""
""
""
""
""
""
""
""
""
""
0.513529
0.45948088
""
0.4124572
""
""
0.50511169
0.41984239
0.60071361
0.49144122
0.50911492
""
0.58111817
0.51575541
0.48832798
0.49448431
""
0.52197617
""
0.58819115
0.47903809
""
0.4618986
0.53088146
""
""
0.44720206
0.54260951
0.54071414
0.49094319
0.62667692
0.46929657
0.51804936
0.55473876
0.44853812
0.50229698
0.52042949
""
""
0.53386045
0.56585824
0.71993375
0.58581227
0.50618565
0.52304536
0.45725214
""
0.48227707
0.53132337
0.37157062
0.54052919
""
0.47322735
0.49041173
0.51621467
0.35566255
0.52276516
""
""
0.51902211
0.50073147
0.56523174
""
0.49746835
""
0.54804635
0.66073197
0.48110339
0.53384483
0.3964493
""
0.53794175
0.4868542
0.50773114
""
0.49997565
0.47449863
""
""
0.45429894
0.58710808
0.28887233
""
0.49553677
""
0.49397913
0.49174926
0.55274236
0.43331534
0.4984667
""
""
0.48991537
""
""
0.4997074
""
0.45262232
0.47574413
""
0.48901358
0.48739302
""
0.49353454
0.47749233
0.40125319
0.59588349
0.49176154
0.48241153
0.50323844
""
0.61256677
0.49061295
""
""
0.48967212
0.52812469
0.51092631
0.51074171
0.50780672
""
0.48839664
0.4881165
0.58464962
0.49691501
0.50590187
0.51208633
0.47632778
0.45427936
0.51207954
0.50476396
0.51376361
