kir_imm_pooled_male_p25_se
0.09720315
0.063041203
""
""
""
""
""
0.04675734
""
""
""
""
""
""
""
0.058884636
""
""
""
""
""
""
0.041845709
""
0.075611129
0.074084073
""
""
""
""
""
""
""
""
0.047916226
""
0.031533048
""
""
""
0.052280143
0.093267947
""
""
0.026703639
""
""
0.07189659
0.036167137
""
0.039307315
0.079836607
""
""
""
""
""
""
0.083524868
""
""
""
0.072160974
""
""
""
""
""
""
0.023291308
""
""
""
""
0.041041605
""
""
0.092757195
0.093565427
0.090895809
0.075290114
""
""
0.079128735
""
""
""
""
""
""
""
""
""
""
""
""
""
0.024077024
0.050024994
0.088571779
""
""
0.07309521
0.0076743495
0.037182026
0.08416184
0.011983301
0.033764377
0.023518739
0.042806659
0.014158065
""
""
""
0.036148239
""
""
""
""
""
""
""
""
""
""
""
""
0.075104333
""
""
""
""
""
0.07576444
""
""
0.075414501
""
""
""
""
""
""
""
""
0.078646369
""
""
""
""
""
""
""
0.073514804
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.075949967
""
0.03154273
""
""
0.091684416
""
""
0.040620014
""
""
""
0.087604016
""
0.040660657
""
""
""
0.0069760452
""
""
0.027237857
""
0.072763167
0.0094864182
""
0.042816292
0.0093119163
0.050962128
0.048410658
0.010374257
""
0.0098279268
0.022118026
0.091686435
""
0.0020218345
0.021032188
0.022935757
""
0.057082385
0.014348278
""
""
0.009777288
0.02643973
0.070099436
0.0046065161
0.030065672
""
0.0059506437
0.0084233219
0.031395145
0.0055398126
0.0045267814
0.0072751706
0.0098920874
0.026834745
0.0085264985
0.013581315
0.0064041908
0.019393936
0.038001616
""
0.088028193
0.012420513
0.01678686
0.011511259
0.024212556
0.045822162
""
0.010483512
0.085148208
0.0087914066
0.021528006
0.035842922
0.017634086
""
0.016139515
""
""
""
0.031556875
0.082166977
""
""
""
""
""
""
""
""
0.013089665
""
0.052398968
""
""
0.018351655
0.10367569
0.079592362
""
""
""
""
""
""
0.022792768
""
""
""
0.09186586
0.042435665
""
""
""
0.052715376
""
""
""
""
0.063293263
""
""
""
""
""
""
0.041968092
""
""
""
""
""
""
""
""
""
""
0.030793697
""
0.011519942
0.010842827
0.043552868
0.047954969
0.013729548
0.028487915
0.053204838
0.04573828
0.046179261
0.022128021
0.043997694
0.013929307
0.029566746
""
0.035261769
""
0.018325564
0.0058438415
""
0.035273105
0.054661222
0.031994842
0.021939648
0.074387759
0.07496848
""
0.013924443
0.026355568
0.043323796
""
0.064606287
""
""
""
""
""
0.047904339
0.037220832
0.039675575
0.0095903343
""
0.046850029
""
""
""
0.028471094
0.019127799
0.032884102
0.070378959
""
""
0.025693728
0.026775213
0.043347765
0.0034193334
0.036703952
0.074889109
0.025972014
0.067037135
0.0085620442
0.015770815
0.0086436914
0.023237834
0.013626198
0.018020077
0.07934916
0.042105563
0.022662427
0.032041315
0.024621565
0.017270535
""
""
""
""
0.018948333
""
0.078393936
""
""
""
""
""
""
""
0.077035181
0.088930912
""
""
0.056565147
""
""
