lpov_nbh_pooled_male_mean_se
0.032478988
0.031699002
0.027856806
0.024954706
0.021800343
0.028242664
0.028120412
0.036042221
0.01930006
0.027460864
0.031735014
0.027778104
0.038544465
0.044054139
0.024072878
0.029099269
0.028357748
0.030057549
0.021722101
0.023471257
0.021136696
0.021548238
0.025038354
0.032783289
0.02623078
0.030733475
0.036378656
0.029058324
0.02656051
0.038851004
0.025972228
0.025677776
0.035471063
0.021637835
0.027454047
0.034905888
0.044721399
0.03132293
0.082786597
0.022348456
0.019248534
0.024081238
0.033779368
0.023871493
0.029024949
0.043564327
0.027114784
0.030009242
0.024726938
0.032000978
0.033605363
0.024163334
0.047915906
0.029039962
0.030911721
0.026018234
0.021051966
0.021160226
0.032442439
0.015991684
0.023392614
0.022639174
0.035430152
0.025896085
0.02281845
0.034622379
0.020688646
0.033952836
0.030336674
0.043651853
0.030257003
0.031317517
0.022942167
0.024242871
0.032036535
0.030808989
0.036508799
0.02758456
0.021607948
0.022525001
0.020788383
0.030306578
0.021389851
0.034991823
0.035063695
0.025606789
0.021589193
0.022910751
0.0248514
0.031901877
0.022713514
0.021858811
0.022917593
0.019857826
0.018741798
0.022036165
0.05260909
0.035600003
0.025285287
0.023117308
0.020678565
0.024361692
0.018730905
0.024657056
0.023572315
""
0.021994619
0.021662783
0.0158148
0.02000433
0.019578628
0.031371918
0.016020708
0.019886795
0.018172391
0.028616562
0.021147083
0.025337903
0.025181185
0.031672649
0.021254115
0.01999508
0.025061939
0.029679548
0.029129155
0.029270241
0.022422912
0.028346356
0.030611224
0.019933209
0.027177028
0.026006097
0.025213104
0.039100055
0.033177894
0.059713159
0.022951508
0.031741615
0.022292601
0.026636057
0.022263678
0.045349389
0.039028272
0.023662804
0.032666076
0.023667144
0.033038527
0.031182284
0.028128512
0.026400449
0.018268598
0.034749322
0.0299359
0.029913783
0.033816472
0.025561763
0.062588893
0.04619636
0.046158034
0.03063317
0.02848959
0.033175919
0.021521347
0.019042017
0.025979919
0.028070126
0.031253166
0.0346126
0.050758131
0.023503227
0.024855677
0.028622504
0.025330363
0.028588459
0.025772195
0.031171806
0.027675519
0.026664801
0.023666043
0.037088703
0.038291272
0.028911389
0.042107902
0.026075611
0.028886372
0.032400273
0.039743897
0.024539029
0.024507195
0.022309275
0.036365137
0.029326215
0.037891366
0.032083247
0.034848429
0.047900416
0.036609948
0.035087496
0.042050146
0.038578838
0.029981926
0.037838612
0.052237097
0.027330553
0.024734462
0.048601396
0.046290416
0.022384973
0.015831985
0.02355287
0.020327205
0.023167064
0.033000801
0.022577945
0.023271481
0.022160964
0.02161891
0.025610881
0.035910014
0.024163155
0.029467013
0.020293577
0.019906763
0.024860706
0.029380677
0.019881647
0.031079981
0.046091117
0.046773795
0.038042329
0.029762225
0.024569053
0.02603239
0.024023533
0.024366887
0.025031189
0.03048704
0.030306203
0.023834366
0.018762909
0.033057407
0.035169162
0.023433911
0.02677324
0.02253335
0.018748784
0.037389904
0.036663186
0.033578917
0.031997051
0.045866273
0.040233649
0.024875332
0.022240099
0.02240558
0.028079903
0.018174913
0.021582397
0.020986268
0.023551658
0.021362636
0.032814976
0.02551922
0.022955384
0.030566733
0.047813617
0.024568291
0.032211825
0.023023488
0.030261481
0.042718511
0.020687453
0.026514035
0.022114402
0.032205824
0.030952165
0.022631448
0.025621377
0.036328603
0.026742913
0.028320415
0.041236117
0.027238272
0.017559417
0.021565991
0.02867464
0.034870517
0.032663833
0.027297767
0.023428712
0.019320669
0.029456375
0.025025176
0.018593624
0.035726096
0.03603109
0.035640087
0.033506598
0.027336659
0.025340158
0.034501527
0.029768201
0.031814516
0.026467277
0.024310296
0.040873256
0.031035926
0.025178544
