wgflx_rk_asian_female_n
""
""
""
""
""
""
38.0
""
""
""
""
68.0
""
""
""
""
""
""
""
""
""
20.0
""
""
49.0
""
""
""
106.0
""
""
""
55.0
30.0
""
23.0
""
""
""
""
""
""
""
""
""
""
91.0
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
52.0
""
""
""
22.0
""
""
""
""
20.0
""
""
""
""
119.0
24.0
""
140.0
47.0
""
20.0
99.0
""
52.0
""
""
""
""
23.0
""
21.0
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
229.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
173.0
""
727.0
""
""
""
""
285.0
29.0
""
""
""
""
""
51.0
""
""
""
""
42.0
""
""
58.0
""
""
""
""
""
""
26.0
""
""
""
""
""
27.0
""
""
""
""
""
""
""
49.0
""
""
""
""
""
""
""
25.0
""
""
95.0
""
""
""
""
""
""
74.0
""
""
""
71.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
52.0
""
""
97.0
""
""
""
""
""
""
49.0
""
26.0
""
28.0
53.0
48.0
50.0
1931.0
107.0
921.0
443.0
39.0
""
""
""
""
""
""
""
""
""
""
54.0
""
""
392.0
45.0
""
23.0
169.0
""
""
""
""
""
""
""
""
""
""
""
""
331.0
""
""
20.0
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
83.0
""
857.0
24.0
""
""
91.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
150.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
78.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
67.0
""
55.0
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
478.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
149.0
308.0
""
""
""
""
""
""
""
""
""
""
52.0
""
""
""
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
754.0
37.0
62.0
""
""
""
""
""
40.0
""
154.0
""
43.0
""
""
""
""
""
""
56.0
""
""
""
""
""
""
""
""
""
""
""
61.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
70.0
70.0
148.0
27.0
517.0
930.0
""
""
""
37.0
35.0
1817.0
172.0
""
""
583.0
""
32.0
3691.0
""
""
""
""
""
""
""
208.0
""
35.0
""
""
""
""
""
""
""
""
""
""
""
568.0
