hs_hisp_pooled_mean_se
0.038932983
0.052656572
""
0.02755644
0.028021166
""
0.020690721
0.080381624
""
0.041122347
0.038133025
0.01669216
""
0.060309943
0.03583331
""
""
0.033739984
""
""
0.034373894
0.015621927
0.041043013
0.058052588
0.016180856
0.095050491
0.036507286
0.020791769
0.012661848
0.088172339
0.088642158
0.037299201
0.01773227
0.018718064
0.099071987
0.024528839
""
0.066637762
""
""
0.039398551
""
""
""
""
0.083039351
0.011252367
0.044456121
0.024321735
0.053081602
0.024126289
0.030802522
0.056813668
""
""
0.028798254
""
""
""
0.050399818
0.060048144
0.025208201
""
0.064341716
""
0.11175673
""
""
""
""
""
""
0.095052719
0.048777942
0.044801809
""
0.070010781
0.077793792
""
0.020228524
0.062598087
0.056893125
0.10412973
0.0498196
0.019998001
0.066540189
0.062353157
0.025377279
0.025425065
0.051558781
0.056410521
0.090881944
0.08751522
0.038120668
""
0.083302535
0.048191961
0.025481658
0.0062202518
0.013740755
0.015782528
0.0026991311
0.0078792535
0.012724251
0.014080225
0.005821907
0.015547415
0.012523974
0.050607879
0.021088438
0.020906504
0.0388516
0.022354763
""
0.021783734
0.023152949
0.025576623
""
""
""
0.043908104
0.06614656
0.07235527
0.039474193
0.057250988
0.02684089
0.027219292
0.077932939
""
""
0.008917639
0.063743666
0.039802954
0.10020786
0.028937722
0.086743854
0.030137094
0.022269938
0.089650288
0.053578444
0.025379598
0.038011286
""
0.08492057
0.053175822
""
0.038418833
0.074419692
""
0.08835528
""
0.028878093
0.061710246
""
0.01791149
0.033012751
""
0.040818252
""
""
""
""
0.023717402
0.010671784
""
0.0052421126
0.046147659
""
""
0.025211712
0.0076528164
0.017630234
0.032421924
0.015313736
0.054530177
0.056514334
0.021806885
0.012117776
0.045110822
0.05571299
0.072997771
0.059499223
0.018582886
0.07783632
""
0.018313197
""
0.03404424
0.034197684
""
""
0.035342723
0.022112837
""
""
0.076338172
0.026224738
0.030422898
0.014084816
0.03153437
0.018345343
0.025640316
0.042190459
0.034314092
0.029790765
0.021870144
0.01834411
0.050689477
0.049568493
0.028195687
0.057758063
0.042489536
""
""
0.010280627
0.039107203
0.01726133
0.012576105
0.056629214
0.077795669
0.066089258
0.085325971
0.052377801
0.080990098
0.017797705
0.030959699
0.052933086
0.04392264
0.014687091
0.022549901
0.025382753
0.035161614
""
0.051111262
""
0.083849013
""
0.055613395
""
""
0.049923215
0.050239246
0.060197152
0.037136499
0.084429786
0.050084211
0.04379208
0.018370759
0.036918942
0.034947861
0.01044981
0.035637747
0.04480451
""
0.029415114
0.051817939
0.044542335
0.017172672
0.053355064
0.018271793
0.051993862
0.013606787
0.012711933
0.018016258
0.010910569
0.0023337887
0.010544302
0.0033249084
0.0061391671
0.01874266
0.025938215
0.048500422
""
0.063799798
""
""
0.028417602
0.04192828
""
0.042513538
0.011529716
""
""
0.0062502623
0.017663365
0.076379515
0.014419248
0.006040392
0.052694459
0.088132657
""
""
0.1065783
0.07671909
0.070916668
0.055748563
0.076866053
0.039127611
0.043597274
0.041201144
0.010112857
0.093058385
0.05574616
0.040705957
0.041517086
0.036986075
0.078172289
0.042025574
0.035792388
0.064967632
0.026746204
0.038575251
0.048326705
0.040597424
0.022735104
0.029804951
0.06920927
0.029616825
0.026078884
0.035135068
0.053770527
0.021143055
0.055199698
0.070684746
0.067293823
0.033149488
0.033621449
0.030652367
