teenbrth_white_female_mean_se
0.0027662551
0.00448367
0.0091903331
0.0023999738
0.0028776636
0.0079010036
0.0021763607
0.0074932594
0.0089589143
0.003896398
0.0035759192
0.0017343132
0.0081705572
0.0058294726
0.0034529488
0.0099918339
0.012249144
0.0032143926
0.0092900535
0.010592199
0.003178851
0.0033497107
0.0035267321
0.0053717578
0.0015734874
0.01252445
0.0050843428
0.0029628789
0.0018856644
0.0061273263
0.0064356732
0.0041977135
0.0018097217
0.0026279648
0.0078800162
0.0032927212
0.0076053711
0.0058494359
0.016228531
0.015689565
0.003283205
0.0085740238
0.010952786
0.016924426
0.0093730316
0.0091309333
0.0018831154
0.0041797245
0.0023728218
0.0054343888
0.0038637938
0.0029835256
0.0047115311
0.019584468
0.012917522
0.0034073519
0.0086614117
0.016919339
0.016183248
0.0065220678
0.0080252048
0.0026592484
0.011979956
0.0070808823
0.0060512447
0.0065265205
0.010634854
0.0075970292
0.007723832
0.0066194618
0.0093916785
0.0078343824
0.0079425983
0.0052554533
0.0084532257
0.01038494
0.0055265916
0.0064179241
0.010233748
0.002184554
0.007599493
0.0050612288
0.0070697353
0.0049959184
0.0018279966
0.0057990714
0.0055786194
0.0045596631
0.002932189
0.004101933
0.0044856477
0.0074865534
0.0063569709
0.0030551222
0.0070101311
0.011419684
0.0049913744
0.0037553923
0.0013785576
0.0030721691
0.0022925795
0.0012492468
0.0015893009
0.0024831961
0.0023422453
0.0015683839
0.0026760579
0.0018977916
0.0065311003
0.0036222818
0.0038949084
0.0052978951
0.0025335646
0.012147759
0.0027416658
0.0023205376
0.0031518743
0.013189585
0.014694473
0.01362394
0.0050780256
0.0074586733
0.0077885729
0.0075735119
0.0080296649
0.0034974141
0.0037490008
0.0081044082
0.0089816861
0.009531565
0.0010604245
0.0068559274
0.004642514
0.0080734957
0.0041560968
0.0065988665
0.0033310708
0.004652095
0.011421456
0.0065525034
0.0034680234
0.0047584437
0.013911582
0.0094087394
0.006367635
0.012191299
0.0045515685
0.0063659912
0.0082501061
0.0081114126
0.0059879692
0.0020554827
0.0048204791
0.012613192
0.0025140378
0.0029622894
0.0096443426
0.0038004161
0.0087504396
0.004693612
0.013595733
