kfr_native_white_male_p100
0.78131109
0.67622864
0.74099368
0.72960597
0.69981664
""
0.75549853
0.70535707
0.69337416
0.76253122
0.74012238
0.74865252
0.8519581
0.69396234
0.77353811
0.73917544
0.75089049
0.77145171
0.60130209
0.72218949
0.73780465
0.65074825
0.77568245
0.73120326
0.68739355
0.65548116
0.73358923
0.75418168
0.77022743
0.73878223
0.7832796
0.56758952
0.76985854
0.66549891
0.70508081
0.79152369
0.71813488
0.79117602
0.71950448
0.65165973
0.71075404
0.70705903
0.57622296
0.70789319
0.69533384
0.7858578
0.78288537
0.68539363
0.73009431
0.71597111
0.72593629
0.68515146
0.50507069
0.72255164
0.72011352
0.76185173
0.73938066
0.63419795
0.70668584
0.25444138
0.76125675
0.74735111
0.68239552
0.68303758
0.79827976
0.73002225
0.73619121
""
""
0.63763136
""
""
0.91509312
""
0.60927159
""
""
0.66561961
0.61207813
0.6332255
0.30731398
""
""
0.580446
""
0.45590475
""
""
0.70496535
0.54812253
""
0.48830646
0.63482481
""
""
1.0900123
0.69296604
0.62339938
0.66192567
0.63955122
0.74857104
0.64617586
0.63033426
0.66514182
0.66589743
0.64818925
0.65721089
0.64880323
0.74499589
0.62388277
0.66705155
0.70321947
0.65699887
0.70295215
0.67004478
0.73056459
0.82024825
0.59118366
0.60844433
0.79694468
0.69727296
0.64774948
0.77140146
0.65823096
0.74806124
0.73530102
0.71191555
0.67855322
0.69275671
0.66025859
0.95779669
0.62924969
0.81337196
0.72789699
0.80035132
0.83878249
0.74112451
0.60053647
0.77673745
0.59730405
0.73461759
0.62909776
0.75286937
0.58839619
0.63083529
0.67339092
0.68177623
0.80692542
0.79968768
0.67037004
0.74355882
0.65096432
0.78831184
0.70571053
0.76173449
0.75466138
0.70195127
0.74772525
0.84943223
0.66989774
0.56954366
0.43864021
0.6903832
0.71460348
0.73140115
0.89446783
0.76717865
0.64382046
0.7031076
0.80459774
0.686225
0.77443171
0.60307008
0.72071111
0.59738195
0.73322779
0.72999328
0.69479454
0.56266195
0.571464
0.70272374
0.87431091
0.73918045
0.76016426
0.403972
0.63444167
0.7044751
""
0.54532117
0.68075395
0.584593
0.72077811
0.70590937
0.5532257
0.69926292
0.70245296
0.67852271
0.68260366
0.62757319
0.73899925
0.72046852
0.70886475
0.66922963
0.78540242
0.68115962
0.69612825
0.71062976
0.67458063
0.65004623
0.70814496
0.79102188
0.84257919
0.65019524
0.71025002
0.65737206
0.68507981
0.67927158
0.67975551
0.6652199
0.67544711
0.69757915
0.65713543
0.68250948
0.73528337
0.67103547
0.66197878
0.72848165
0.65690279
0.6949386
0.68403351
0.71005553
0.55195153
0.70632797
0.67469072
0.70080221
0.70056731
0.78547132
0.68159032
0.66904551
0.70373714
0.69416481
0.6652751
0.70097107
0.7338565
0.70136058
0.7602911
0.71002889
0.60355836
0.82952654
0.84459704
0.6902622
0.66774207
0.54972112
0.70574433
0.58264452
0.6688835
""
0.78348029
0.54358637
0.74122703
0.68831098
""
0.71085793
0.58844078
0.63151062
0.681517
0.7408542
0.6532318
0.61911047
0.31545562
0.60045594
""
0.46844828
""
0.69854569
