two_par_white_pooled_mean_se
0.0056746597
0.0036880353
0.010942699
0.011018711
0.0058525675
0.037431329
0.012348318
0.004347519
0.0093320757
0.01022513
0.0075404588
0.015487676
0.009927148
0.013711356
0.011722398
0.0066115865
0.0061681038
0.016024446
0.018451398
0.008192963
0.014429079
0.0049750367
0.0065166559
0.0097521814
0.0061386931
0.0053032767
0.0089152977
0.0047331112
0.01054014
0.0078705894
0.0095612984
0.035272624
0.018944338
0.012295821
0.0050603691
0.006199508
0.0020716803
0.012593627
0.004897655
0.0080390489
0.0050302269
0.0054581324
0.024215575
0.025526728
0.0029321467
0.012821974
0.0085312435
0.0050405543
0.0027144502
0.01044304
0.003662501
0.004023884
0.024908235
0.012007016
0.011045648
0.011202146
0.008190576
0.0055000898
0.0030684348
0.032732911
0.0059226919
0.0079773795
0.0040621781
0.0058083101
0.012699274
0.020066755
0.0092584314
0.058923304
0.055891931
0.0028558513
0.053045627
0.054815903
0.034583174
0.081592403
0.0043073148
0.057673175
0.036090434
0.0077341367
0.0070101786
0.013115348
0.013432323
0.033555146
""
0.0060110069
0.044469673
0.046009939
0.090145335
0.037208244
0.02845134
0.014897845
0.090060532
0.024357943
0.019284898
0.037220798
""
0.054185841
0.015767612
0.0048170197
0.0050568725
0.0082632722
0.0089138383
0.014831773
0.020498907
0.0010024662
0.0042333012
0.006708995
0.0020778158
0.0048196674
0.019445224
0.0038901465
0.0058645755
0.011503487
0.009542184
0.0073106363
0.0034935235
0.0067546521
0.014333142
0.021361791
0.0092056673
0.016996261
0.010254587
0.009516363
0.008584301
0.013725625
0.009148391
0.0099745449
0.0051538297
0.0056783184
0.0078186905
0.011895509
0.018760616
0.014073411
0.011076317
0.0046713701
0.010267598
0.012449091
0.0051226285
0.01069978
0.0066584875
0.010608387
0.0079536699
0.013849739
0.0064098281
0.013495396
0.012145463
0.0063103968
0.009775823
0.02048208
0.01073231
0.021369919
0.015700197
0.014578362
0.0093811415
0.0052470225
0.01040142
0.013397446
0.0074416394
0.0074505415
0.016471907
0.01627454
0.016838627
0.013145944
0.009674347
0.013354608
0.013980422
0.013085163
0.0094693741
0.010193154
0.0058393427
0.017172348
0.0027325407
0.0094942376
0.012446815
0.0044290517
0.013268454
0.015067837
0.0042564413
0.01252754
0.010930441
0.011963919
0.0066670417
0.010492592
0.0037867688
0.0048570558
0.021233534
0.011402399
0.0019201672
0.04807895
0.0079627512
0.0036172867
0.0083898492
