kir_other_female_mean
0.44773906
0.43098351
""
""
""
""
""
0.42680275
""
""
""
""
""
""
""
0.43965799
0.32127023
""
""
""
""
0.37673375
0.40334284
0.55281883
0.33589077
0.47436777
0.44400951
0.33640715
""
""
""
""
""
""
0.34697154
0.36678323
0.45227787
""
0.39132792
0.36934283
0.48783419
0.42595512
""
""
0.49848595
""
""
0.36182579
0.4326489
""
0.46983775
0.50220835
""
""
""
""
0.4599123
0.3874521
0.45198107
""
0.39391112
0.4514634
0.33135206
0.29684222
""
""
""
""
""
0.49105778
0.43430838
""
""
""
0.47735196
""
""
0.50340509
0.44344994
0.34869421
0.41610757
""
""
0.42198858
0.38267529
""
""
""
0.47535476
0.39334443
""
""
""
""
""
0.41549805
0.42931625
0.46978283
0.45853826
0.39128742
""
""
0.43070757
0.4749884
0.40088776
0.43543309
0.4583571
0.42952386
""
0.4152267
0.48800457
""
""
0.47775507
0.37794223
""
""
""
0.25378308
""
""
""
""
""
""
""
0.38344336
0.44287905
0.42101994
""
""
""
""
0.44746804
""
""
0.42610541
""
""
""
0.35176387
""
""
""
""
0.44357195
""
""
""
""
""
""
""
0.42609811
""
""
0.37410551
0.37880892
""
""
""
""
0.38277173
""
""
""
""
""
0.44523275
""
0.48410842
""
""
0.44944826
""
""
0.40121821
""
""
""
0.35039935
""
0.37974852
0.38206661
""
""
0.55126804
""
0.43481049
0.41685021
0.49912709
""
0.55636013
0.44315347
0.50170559
0.45039859
0.42629641
0.43670848
0.48259261
0.4683193
0.4414798
0.43969923
0.38941365
0.42701754
0.52262217
0.43427011
0.55375081
0.33499569
0.47095275
0.43486246
""
""
0.49431428
0.50921476
0.47744116
0.5313549
0.50615448
""
0.46516287
0.51077145
0.45168516
0.47442675
0.50014406
0.58135068
0.48086163
0.44030178
0.5674873
0.52014291
0.57100075
0.52173424
0.39254797
""
0.37612352
0.50847703
0.4913044
0.47227249
0.48794058
0.34980604
""
0.46340305
0.4315964
0.52901846
0.5109213
0.40735254
0.46525398
""
0.51617777
""
""
""
0.52079451
0.44156554
""
""
""
""
""
""
""
0.47109157
0.46852201
""
0.52131385
""
0.57947445
0.44774249
0.43391359
0.45243132
""
""
""
""
""
""
0.51039422
""
""
""
0.49053043
0.45042703
""
""
""
0.50156492
""
""
0.47277215
0.39015144
0.42588654
""
""
""
""
""
""
0.46748599
""
""
""
""
""
""
""
""
0.46086299
""
0.50898021
""
0.53117847
0.53719479
0.51211655
0.47304413
0.46988568
0.48407671
0.53975028
0.49563339
0.49905878
0.48686457
0.50481182
0.52793199
0.48203596
""
0.41197348
""
0.46196452
0.47001749
""
0.42690951
0.38993454
0.46209684
0.45192525
0.42938885
""
""
0.45501018
0.39957672
0.47100884
""
0.39378947
""
""
""
""
""
""
0.43853381
0.3960557
0.47497809
""
0.44266814
0.45265403
""
""
0.44458738
0.4310312
0.44514099
0.41355225
""
""
0.44907868
0.39145544
0.45639759
0.47367176
0.41355741
0.39655837
0.46427
0.39294171
0.45187274
0.45076269
0.47425491
0.40696111
0.44328365
