kfr_top20_pooled_pooled_mean_se
0.0048154402
0.0033834719
0.0063200621
0.008329073
0.0052025113
0.007666334
0.0061427345
0.0029364659
0.0044583823
0.0076614185
0.0059458935
0.0099160559
0.0068795783
0.0097825415
0.010010794
0.0053592878
0.0051469603
0.0081275748
0.0097404402
0.0066592414
0.0094916299
0.004223852
0.0044256914
0.0041918983
0.0047085839
0.0042796955
0.0056906776
0.0034561271
0.0093422951
0.007401356
0.0070703928
0.0067533855
0.0070076375
0.0076059685
0.0036170159
0.0052716141
0.0014397349
0.011139703
0.004399335
0.0060525951
0.0040951404
0.0045513837
0.0056000585
0.0047206823
0.0024046176
0.0073037245
0.0075008832
0.0040344642
0.0017771198
0.0082287909
0.0021449872
0.0035426212
0.0066201859
0.0073726121
0.0063187452
0.0074544596
0.0035698039
0.0045345677
0.0036325308
0.0069094319
0.0034979458
0.0053353827
0.0029451794
0.0049271462
0.0099238297
0.0083141839
0.0075910501
0.02144444
0.023139283
0.0023352227
0.0067312992
0.027707504
0.047561653
0.02273667
0.0039426247
0.044623725
0.032329705
0.0071243532
0.0069159949
0.010635989
0.0097999861
0.0071201185
0.031150185
0.0056460705
0.011866264
0.015096983
0.011456262
0.035719369
0.015709594
0.011463563
0.099652447
0.019962449
0.01806221
0.030932127
0.031792831
0.013911094
0.0046303472
0.0032519491
0.0036229426
0.0058095143
0.0064769639
0.015252726
0.0096782148
0.00075024168
0.0028558981
0.0040587545
0.0013229112
0.0026357076
0.0043736962
0.0032294139
0.0026447901
0.0075549725
0.0076779793
0.0062540933
0.0031668227
0.006565596
0.010176049
0.017512204
0.0069223787
0.0072896103
0.0078545092
0.0082306163
0.0074425167
0.014119579
0.0080424966
0.0084449155
0.004537846
0.0045193294
0.0039838944
0.0080403592
0.012431784
0.0074691321
0.0085880551
0.0043637501
0.0089755394
0.0098917717
0.0039958446
0.010514733
0.0057152873
0.0064407079
0.0060437331
0.0087665869
0.0059551396
0.011057157
0.0085797291
0.0032244881
0.0072094458
0.01448109
0.0080249552
0.0089422455
0.0098505421
0.010146951
0.0078580892
0.0045563574
0.010434355
0.0093410909
0.0049934876
0.0041831839
0.0097955512
0.012732468
0.010289717
0.010793746
0.0060907342
0.011824368
0.0049387873
0.012113569
0.0060893912
0.0076746186
0.0051899133
0.0138113
0.0018359595
0.0083223637
0.0055816928
0.0039023566
