kir_imm_white_female_mean
""
0.56092715
""
""
""
""
""
0.43983516
""
""
""
""
""
""
""
0.49513549
""
""
""
""
""
""
0.39579135
""
""
""
""
""
""
""
""
""
""
""
0.49630302
""
0.54309142
""
""
""
0.43696561
""
""
""
0.47123772
""
""
""
0.46681064
""
0.50861418
0.45055148
""
""
""
""
0.32598761
""
0.60071462
""
""
""
""
""
""
""
""
""
""
0.54686457
""
""
""
""
0.5825209
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43648884
0.39528942
""
""
""
""
0.51141506
0.41373888
""
0.49706426
0.41580793
""
0.52329779
0.48768049
""
""
""
0.50958341
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47014138
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46649128
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55481279
""
""
""
""
""
0.65196872
""
""
""
""
""
0.53163981
""
""
""
0.61505896
""
""
0.4569965
""
""
0.57481396
""
0.52325147
0.5136131
""
0.37044293
0.5149132
""
0.42644176
0.42682904
""
""
0.57290894
0.46853098
0.59760422
""
0.50392091
0.50223511
""
""
0.51332492
0.57818717
0.46280795
0.57286096
0.50225002
""
0.4746941
0.5135029
0.4849396
0.48820272
0.53541631
0.57791787
0.50692111
0.50920445
0.59909695
0.4980579
0.60341901
0.55585408
0.4605045
""
""
0.49533936
0.49421635
0.49404523
0.31318027
""
""
0.52499253
""
0.51991081
0.51586545
0.41351253
0.49647188
""
0.54375058
""
""
""
0.59969783
0.49718297
""
""
""
""
""
""
""
""
0.52950853
""
0.52147979
""
""
0.44681591
""
""
""
""
""
""
""
""
0.5282467
""
""
""
""
0.53596818
""
""
""
0.46324435
""
""
""
""
""
""
""
""
""
""
""
0.41033515
""
""
""
""
""
""
""
""
""
""
0.45297793
""
0.61644864
0.60170931
0.54429889
0.60533828
0.59607446
0.52891779
0.57048851
0.53868783
0.50706851
0.57116419
0.50289375
0.58381635
0.5231992
""
0.47020432
""
0.46371722
0.52869332
""
0.51739663
0.4137373
0.43274274
0.53383523
""
""
""
0.50527465
0.42529562
0.45866203
""
""
""
""
""
""
""
""
0.48794639
""
0.52299476
""
0.46875861
""
""
""
0.52185535
0.4927333
0.53687948
""
""
""
0.49058047
0.44408515
0.45387805
0.53620559
0.53373593
0.4453204
0.39044032
""
0.48930237
0.42087534
0.5066331
0.47557244
0.51081872
0.44840342
""
0.59785312
0.46773905
0.46839821
0.49593633
0.50205213
""
""
""
""
0.44748127
""
0.42568296
""
""
""
""
""
""
""
""
""
""
""
0.59989601
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4999783
""
""
0.47811374
0.48309648
""
0.42326686
""
0.56283361
""
""
0.51306653
""
0.37097791
""
""
""
""
""
0.59977651
""
""
""
0.58723342
""
""
""
""
""
""
""
0.49873653
""
0.63544804
""
0.61622638
""
""
0.48013905
""
""
""
0.51729196
""
0.49423683
""
""
""
""
""
0.39833164
0.50442475
""
""
""
""
""
""
""
""
""
""
""
""
0.37605226
""
""
0.50585365
""
""
""
""
""
""
""
""
""
""
""
