frac_below_median_hisp_male
0.51334953
0.57483131
""
""
0.84795731
""
""
0.44819418
""
""
0.79364157
""
""
""
""
0.46717408
0.81615752
""
""
""
""
0.82162571
0.64013529
0.81324565
0.85767531
0.61606628
0.75717348
0.69715244
""
0.83869421
0.63023448
""
""
""
0.5766933
0.75632864
0.561957
""
0.72040439
0.8350234
0.42020288
0.61794204
""
""
0.40230367
""
""
0.84118384
0.56922907
""
0.51895022
0.59411085
""
""
""
""
0.80013263
0.56432784
0.34730929
""
0.7509293
0.93325168
0.68511254
0.77455169
""
""
""
""
""
0.50027293
""
""
""
""
0.40853128
""
""
0.33901712
0.4892723
0.35812911
0.62818784
""
""
0.56876755
""
""
""
""
""
""
""
""
""
""
""
""
0.69352382
0.70915443
0.54083633
0.55581212
0.63207436
0.34242886
0.79987663
0.66129535
0.77655387
0.61247021
0.65952951
0.67340839
0.78194976
0.64025182
0.77479655
""
0.82633692
0.50526685
0.86796719
0.66813129
0.98804051
""
0.90036935
""
0.79653221
""
""
""
""
0.74911255
0.75244921
0.84026212
0.77587885
""
""
0.80492449
""
0.6046977
0.73209828
""
0.78439254
""
0.80674946
1.0022026
0.68386549
0.89161158
0.81920433
""
""
0.72927207
0.93760896
""
""
""
""
""
0.78969383
0.60514063
""
""
0.69960809
0.74625099
""
""
""
""
""
""
0.79464573
""
0.91566312
0.93286759
0.68148732
""
0.64283168
""
0.87046564
0.56331766
""
""
0.86462241
0.9717989
""
""
0.72929227
0.69459164
0.8715623
0.7813527
""
0.86147928
0.48850313
""
0.50404769
0.71927261
0.4992007
0.76553607
0.45407391
0.62146014
0.39810744
0.76473361
0.83336294
0.59550279
0.76497179
0.69368833
0.75540584
0.75909454
0.55570179
0.49557045
0.72679615
0.76988447
0.52339286
0.47609818
0.63627231
0.73458499
0.69886655
0.6613974
0.7100749
0.63061255
0.46668994
0.6356613
0.37793249
0.46767998
0.64352751
0.56647629
0.57272905
0.60589981
0.68579841
0.61845356
0.63421613
0.60241324
0.49965584
0.67366356
0.48537347
0.70834982
0.60022855
""
0.61736083
0.46092939
0.58391714
0.66571116
0.77228975
0.79812944
""
0.80200893
0.45583192
0.65187383
0.6430614
0.77726799
0.58358997
0.74403822
0.493646
0.78067875
""
0.78293264
0.5557183
0.41862899
0.50436789
""
0.46894926
0.79128247
0.89467317
0.84002972
""
0.6337415
0.72367644
""
0.20428562
0.57856929
0.35769987
0.52144361
0.47992259
0.71760547
""
""
0.70377815
""
0.82023251
""
0.4040488
""
0.83794695
0.5342508
0.57324934
0.48815849
0.66702372
""
0.76240695
0.65705878
""
0.48405883
0.67095226
0.67604923
0.86872721
0.78725529
""
0.28671607
0.8172825
""
0.80853546
0.66133523
0.57932228
0.7700159
""
0.75499254
""
""
0.72538155
""
0.44566295
0.86574996
0.72659624
0.87397093
0.60155559
0.65308064
0.44483697
0.40317801
0.60360712
0.57667196
0.32754555
0.6517216
0.60843426
0.58857
0.75293148
0.80895412
0.49954465
""
0.64777023
