staytract_black_female_p25_se
0.026046498
0.020723585
0.022699973
0.051048603
0.098393932
0.0294638
0.026529348
0.013848173
0.021133775
0.078245901
0.042975079
0.032429677
0.024531113
0.071564503
0.071786702
0.024367427
0.026400354
0.033061523
0.048766036
0.034296051
0.044048529
0.091146313
0.021088744
0.012406429
0.04788249
0.022510428
0.025029404
0.019855076
0.059072684
0.072071932
0.054179773
0.027127979
0.027849646
0.030561302
0.014132437
0.063702181
0.0041345796
0.072277151
0.022553619
0.038134083
0.015733104
0.0266886
0.025372913
0.018328108
0.0092568882
0.024929797
0.06932544
0.0746122
0.0058954405
0.029363547
0.0064174696
0.021091688
0.030690189
0.026803736
0.023952065
0.041302711
0.017286288
0.042018142
0.023635542
0.028562309
0.015913887
0.024999455
0.010539141
0.040380944
0.040830649
0.030768134
""
""
""
0.015670359
""
""
""
""
0.017491467
""
""
""
""
""
""
""
""
0.06002935
""
""
""
""
""
""
""
""
""
""
""
""
""
0.022927586
0.032923937
""
""
""
""
0.0044929245
0.0415897
0.092649832
0.012743202
0.036851838
""
0.049450696
0.02357121
0.030502258
0.032157071
""
0.063608371
""
0.037111674
0.072435193
""
0.027114907
0.033579253
""
""
0.09143354
0.030791163
0.051152248
0.024034642
0.060852818
0.014465623
0.040597931
0.051498953
0.026391977
0.033246659
0.025812225
""
""
0.024154395
0.10432669
""
0.031336326
0.044196568
0.044762254
0.060614835
""
0.047594048
0.0094923833
0.21523838
0.058676958
""
0.059519395
0.0434018
0.045309469
""
0.036876731
""
""
0.020913349
0.01732493
0.033679537
""
0.047920346
""
0.021754421
""
0.037561227
""
0.06031765
""
0.055028219
0.098337099
0.0058999034
""
0.021349471
0.042748656
""
""
0.02175279
0.098378956
""
""
0.020024786
""
0.043168075
0.053183667
0.048347626
""
0.0052822055
""
""
0.049220826
""
""
0.0076555586
""
0.056015208
0.011409882
""
0.10516263
0.042189281
""
0.011577818
0.028525712
0.066089295
""
0.0026447428
0.032749061
0.032437328
""
""
0.020027051
""
""
0.017503651
0.052961063
0.14820591
0.0096816663
0.054319147
""
0.006146038
0.0060268971
0.20622139
0.0047838092
0.0054381131
0.010817977
0.010720573
0.024002459
0.013345937
0.025690271
0.010064629
0.045895401
0.054194536
""
0.05449244
0.0085458858
0.028236466
0.013379566
0.053217158
0.076506369
""
0.026422596
""
0.0170829
0.032399233
0.040269043
0.014013878
""
0.0056173485
""
""
""
0.038719624
0.10271146
""
""
""
""
""
""
""
""
0.0082991989
""
0.040931378
""
""
0.0073426948
0.065612227
""
""
""
""
""
""
""
0.018588062
""
""
""
""
0.045712024
""
""
""
0.093580276
""
""
""
""
""
""
""
""
""
""
""
0.032803923
""
""
""
""
""
""
""
""
""
""
0.040852264
""
0.0079670688
