work_24_hisp_female_n
179.0
118.0
""
358.0
454.0
38.0
784.0
50.0
33.0
238.0
257.0
1388.0
28.0
88.0
315.0
22.0
32.0
250.0
23.0
21.0
262.0
1044.0
198.0
144.0
1399.0
33.0
285.0
623.0
1479.0
65.0
51.0
82.0
800.0
686.0
50.0
394.0
40.0
59.0
""
""
226.0
26.0
""
""
""
""
1817.0
172.0
417.0
121.0
357.0
263.0
113.0
""
""
358.0
""
""
""
87.0
49.0
458.0
""
48.0
21.0
29.0
""
""
22.0
27.0
""
29.0
37.0
94.0
49.0
""
68.0
42.0
""
726.0
58.0
84.0
24.0
141.0
922.0
89.0
83.0
397.0
344.0
205.0
108.0
49.0
48.0
219.0
37.0
26.0
126.0
814.0
7251.0
2139.0
1406.0
33034.0
5357.0
2423.0
1202.0
9158.0
1367.0
1887.0
124.0
754.0
407.0
146.0
520.0
24.0
484.0
553.0
487.0
""
22.0
20.0
243.0
86.0
79.0
242.0
51.0
390.0
304.0
68.0
26.0
28.0
4382.0
54.0
170.0
36.0
591.0
58.0
318.0
485.0
36.0
59.0
337.0
215.0
27.0
50.0
99.0
""
205.0
62.0
24.0
21.0
39.0
434.0
77.0
""
796.0
274.0
""
177.0
""
30.0
""
""
432.0
1919.0
21.0
9370.0
35.0
42.0
23.0
384.0
3913.0
709.0
134.0
754.0
72.0
57.0
582.0
2027.0
95.0
34.0
34.0
47.0
624.0
44.0
39.0
745.0
""
52.0
253.0
""
28.0
241.0
541.0
22.0
""
44.0
411.0
172.0
1137.0
178.0
770.0
515.0
138.0
178.0
222.0
559.0
1070.0
81.0
111.0
338.0
113.0
154.0
""
30.0
2092.0
222.0
820.0
1804.0
46.0
54.0
38.0
42.0
61.0
33.0
865.0
128.0
74.0
104.0
668.0
422.0
400.0
164.0
""
71.0
""
43.0
""
76.0
""
36.0
73.0
168.0
80.0
298.0
34.0
104.0
170.0
690.0
88.0
156.0
2199.0
164.0
74.0
""
194.0
61.0
141.0
747.0
68.0
842.0
72.0
1670.0
2153.0
983.0
2032.0
53018.0
1823.0
20616.0
8368.0
857.0
413.0
95.0
30.0
76.0
""
20.0
256.0
98.0
30.0
92.0
2376.0
""
""
7492.0
735.0
42.0
1798.0
7543.0
84.0
""
21.0
""
21.0
43.0
34.0
70.0
29.0
156.0
147.0
118.0
2200.0
""
49.0
156.0
117.0
69.0
22.0
166.0
127.0
22.0
311.0
149.0
96.0
160.0
381.0
300.0
33.0
191.0
124.0
102.0
46.0
419.0
63.0
44.0
32.0
152.0
207.0
87.0
106.0
716.0
34.0
510.0
1161.0
2788.0
215.0
28608.0
1204.0
165.0
42.0
1344.0
""
50.0
127.0
223.0
43.0
25.0
49.0
81.0
""
44.0
53.0
65.0
52.0
""
49.0
125.0
""
62.0
37.0
54.0
96.0
""
106.0
""
""
23.0
39.0
""
""
24.0
""
""
42.0
""
""
""
""
""
""
57.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
131.0
""
""
""
""
""
""
42.0
31.0
""
139.0
156.0
""
""
""
60.0
26.0
""
""
""
""
""
""
""
""
""
""
""
""
153.0
48.0
31.0
105.0
26.0
68.0
83.0
74.0
527.0
34.0
""
56.0
193.0
""
""
""
""
301.0
363.0
60.0
""
121.0
148.0
55.0
""
215.0
418.0
33.0
327.0
42.0
38.0
1232.0
120.0
40.0
""
""
""
87.0
2244.0
""
""
1942.0
252.0
42.0
""
""
""
""
33.0
""
32.0
81.0
237.0
34.0
270.0
""
69.0
2323.0
10186.0
29.0
""
339.0
102.0
158.0
24.0
""
""
""
""
""
114.0
""
""
300.0
503.0
1096.0
134.0
79.0
44.0
190.0
175.0
151.0
2451.0
139.0
100.0
20.0
""
160.0
28.0
262.0
159.0
259.0
30.0
196.0
394.0
149.0
795.0
61.0
1202.0
65.0
41.0
148.0
17738.0
727.0
69.0
823.0
28.0
1515.0
96.0
1254.0
2685.0
809.0
502.0
1860.0
281.0
43.0
53.0
""
889.0
540.0
118.0
24.0
335.0
149.0
174.0
398.0
1645.0
234.0
196.0
8227.0
238.0
23628.0
606.0
414.0
""
3357.0
625.0
329.0
264.0
516.0
395.0
4907.0
20196.0
8134.0
970.0
2534.0
31057.0
1026.0
589.0
190.0
1248.0
214.0
45.0
598.0
1055.0
1315.0
677.0
199.0
266.0
1223.0
54.0
105.0
541.0
103.0
28.0
162.0
314.0
275.0
1417.0
269.0
1976.0
9011.0
17614.0
375.0
1196.0
581.0
392.0
539.0
226.0
54.0
182.0
158.0
126.0
2243.0
58.0
278.0
200.0
143.0
""
658.0
""
""
""
""
""
20.0
51.0
""
21.0
""
""
""
174.0
""
""
117.0
""
75.0
50.0
67.0
58.0
""
""
""
206.0
""
""
59.0
52.0
55.0
""
""
95.0
99.0
64.0
77.0
197.0
""
2301.0
114.0
314.0
757.0
1822.0
145.0
67.0
437.0
8277.0
195.0
18100.0
286.0
8276.0
660.0
""
785.0
840.0
100.0
548.0
359.0
390.0
313.0
1341.0
347.0
""
238.0
116.0
""
26.0
""
686.0
3688.0
309.0
711.0
""
""
72.0
53.0
20.0
206.0
379.0
""
""
629.0
241.0
559.0
117.0
259.0
7432.0
7616.0
17266.0
1962.0
12929.0
17110.0
254.0
130.0
41.0
1934.0
2312.0
18419.0
8112.0
""
73.0
18760.0
5590.0
4422.0
139120.0
84.0
53.0
555.0
379.0
661.0
112.0
301.0
3037.0
254.0
2212.0
76.0
1990.0
1613.0
52.0
""
273.0
""
""
""
287.0
96.0
5537.0
