work_24_asian_pooled_mean
0.77142262
0.73842573
""
0.79121089
0.81818032
""
0.75001943
0.66746593
""
0.81924009
0.84056658
0.79711181
""
0.87701291
0.86049467
""
""
0.86606097
""
0.77647543
0.82599384
0.7561152
0.80752319
0.81192839
0.78415811
""
0.8407042
0.83440566
0.8700524
0.72532809
0.97580177
0.87408972
0.80768085
0.81087309
0.7116586
0.75670356
""
0.83054966
""
""
0.72158843
""
""
""
""
0.74452317
0.72567898
0.72567403
0.69137543
0.72867715
0.71710414
0.73623443
0.87696189
""
""
0.74553472
0.83365816
""
""
0.74034393
0.86599529
0.80150306
""
""
0.86209357
0.79688221
""
""
""
""
0.73110348
0.89817798
0.76293212
0.86611247
""
""
0.75514781
0.92732233
""
0.79360837
0.91625601
0.75926489
""
0.84155357
0.80022526
0.79732394
0.75116634
0.77863514
0.81822741
0.85152948
0.71575904
""
0.86314934
0.77123231
""
""
0.82291943
0.79530674
0.77169085
0.7672224
0.8329227
0.7680161
0.77435046
0.8038975
0.83046049
0.79906315
0.81879139
0.82121408
0.7521643
0.74430388
0.73407453
0.82825905
0.78311557
""
0.81558043
0.74879783
0.76205015
""
""
""
0.8332383
0.59383529
0.6448077
0.76938903
0.64121085
0.76491421
0.74522364
0.7941274
0.80855787
0.59906864
0.73381907
0.76293951
0.80936158
0.80341959
0.70876431
0.79493576
0.76796567
0.77714169
0.84032482
0.71284258
0.73675936
0.78146726
""
0.78617358
0.7002781
""
0.7458238
0.80725724
0.86369944
0.72803873
0.91740263
0.78728807
0.72962081
""
0.81621605
0.71910918
""
0.78884429
""
0.60773313
""
""
0.85381669
0.82061899
""
0.83214372
0.81667054
0.82589865
""
0.89490682
0.78205842
0.77765423
0.65547264
0.78944874
0.92576748
""
0.78043324
0.82832175
0.89207405
0.74762034
0.97681755
0.88380092
0.80170304
0.80107528
0.83851808
0.79011726
""
0.77054471
0.81620353
""
0.77396131
0.83489835
0.74660611
""
""
0.87100959
0.79949784
0.82295537
0.78873008
0.84534675
0.80298817
0.86009246
0.76860809
0.72058386
0.82354474
0.76696849
0.80942714
0.82625616
0.82076687
0.77984023
0.79661292
0.81234527
""
""
0.79802668
0.84180892
0.81242311
0.80162448
0.7226001
0.71159399
0.76792091
0.8328712
0.79840529
0.8102808
0.81779027
0.8555941
0.75412607
0.893053
0.77313679
0.74680597
0.85885406
0.80698365
""
0.81675458
""
0.77507496
""
0.70735556
""
0.72693968
0.80123448
0.88049483
0.89794403
0.8312602
0.73515713
0.80664611
0.84633893
0.79636002
0.8516041
0.77777362
0.82608438
0.83094078
0.73640037
""
0.72708112
0.82123441
0.90284562
0.85940599
0.80895883
0.80620521
0.84451026
0.80905956
0.84996402
0.82750225
0.81186241
0.75775588
0.83052361
0.81495321
0.80618531
0.78244019
0.82376391
0.86209255
""
0.80135661
""
""
0.86301047
0.85292786
0.91000897
0.85490727
0.86793375
""
""
0.84963095
0.85689169
0.91888297
0.84216589
0.84208292
0.76973343
0.82896954
0.89462948
""
0.67246068
0.94127977
""
0.97809303
""
0.90340906
0.9238888
0.84441561
0.88145524
""
0.88214546
0.87623799
0.79103905
0.92041087
0.99383825
0.90398282
0.88526875
""
0.81953293
0.9062252
0.86960137
0.91466618
0.87399292
0.87394214
0.83662742
0.88558954
0.87519372
0.9121663
0.87171143
0.86856103
0.81037802
0.76620245
0.71488082
0.79901022
0.83209819
0.85966337
0.76557541
0.76791579
0.87590289
0.83928698
0.85918415
0.85996997
0.8188864
0.81190687
0.85113806
0.80112147
0.80101603
0.78206503
""
0.70504296
0.76530391
0.87506217
0.76891774
""
""
""
""
""
0.76921952
0.73258394
0.73982412
""
0.76700389
0.81961042
""
0.85670584
""
0.88144571
0.77692193
0.90431726
0.93524981
""
""
""
0.73960847
""
""
""
""
""
0.86673665
""
""
""
""
""
""
0.77122855
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.82688212
""
""
""
""
""
""
0.97708839
""
""
0.76848531
0.81836778
""
""
""
0.92108387
0.78443044
