kfr_imm_hisp_female_p100
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.80938905
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.77872062
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.85312307
""
""
""
""
""
0.74157256
0.8424778
""
0.7041927
0.5899542
0.63732928
0.84079587
0.68061584
""
""
""
1.1621553
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.63618827
""
""
""
""
""
1.3768355
""
""
""
""
""
0.98804146
""
""
""
0.72489762
""
""
0.56737524
""
0.76557332
0.68023926
""
0.81257504
0.73458374
0.73353493
""
0.73048133
""
0.69670486
0.48253626
""
""
0.67551023
0.76351893
0.58686006
""
0.46644238
0.70250571
""
""
0.63146758
0.99999535
""
0.69523233
0.77205098
""
0.64104152
0.69909519
0.56355566
0.62591952
0.70547563
0.79316974
0.6599741
0.52090812
0.70101559
0.74139279
0.7156837
0.83448815
0.734146
""
""
0.59267604
0.65813792
0.75576091
0.90711445
0.73105371
""
0.66200352
""
0.64324296
0.72432941
0.4157117
0.69587749
""
0.77733505
""
""
""
0.82004535
""
""
""
""
""
""
""
""
""
0.76395923
""
1.0067219
""
""
0.75504506
""
""
""
""
""
""
""
""
0.66367042
""
""
""
""
0.74113232
""
""
""
""
""
""
""
""
0.80193949
""
""
""
""
""
""
0.77703339
""
""
""
""
""
""
""
""
""
""
0.6878047
""
0.68048155
0.69149745
0.46121562
1.0927899
0.75312316
0.68410045
0.5972023
0.68692738
0.97613102
0.6251598
""
0.67756671
0.88110143
""
0.8450734
""
0.76376575
0.70720375
""
0.61781007
""
0.69812077
0.75947422
""
""
""
0.67212427
1.0233519
""
""
""
""
""
""
""
""
0.82906199
0.69700068
0.56673425
0.72249264
""
0.59959406
""
""
""
0.58876497
0.74762923
0.62313402
""
""
""
0.74007642
0.73164922
0.5543012
0.77560037
0.59403777
""
0.67759609
0.64173603
0.75106853
0.69891852
0.78523517
0.63623631
0.78996933
0.84647763
""
""
0.52566046
""
0.93320972
0.77419674
""
""
""
""
0.73887902
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.99435639
0.71404046
""
""
""
""
0.78058702
""
0.81585604
""
""
""
""
""
""
""
""
""
""
0.63954562
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.73966002
""
""
""
""
""
""
0.7644465
""
0.66957134
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.8369081
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.62607259
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.0217875
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65389127
""
""
""
""
""
0.53720444
""
""
