kir_stycz_natam_pooled_n
""
46.0
""
""
""
""
""
25.0
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
39.0
""
71.0
""
""
""
""
""
""
""
""
80.0
89.0
""
""
236.0
""
25.0
""
""
222.0
""
""
34.0
194.0
""
41.0
62.0
""
""
""
""
""
""
24.0
""
""
""
25.0
""
73.0
""
""
35.0
22.0
1104.0
417.0
""
""
68.0
306.0
""
""
149.0
154.0
60.0
52.0
259.0
31.0
112.0
214.0
128.0
207.0
""
77.0
63.0
""
28.0
29.0
""
""
187.0
1032.0
37.0
1207.0
244.0
176.0
""
84.0
3274.0
168.0
1197.0
1325.0
419.0
""
81.0
100.0
""
""
""
228.0
""
""
""
""
""
""
""
""
""
""
""
""
101.0
""
""
""
""
""
25.0
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
20.0
""
90.0
""
""
37.0
""
""
150.0
23.0
""
""
""
""
140.0
""
""
""
283.0
""
35.0
161.0
""
""
203.0
75.0
64.0
345.0
20.0
276.0
69.0
103.0
313.0
91.0
31.0
31.0
1263.0
68.0
27.0
20.0
126.0
78.0
""
""
72.0
33.0
37.0
433.0
119.0
""
608.0
499.0
""
504.0
661.0
77.0
183.0
74.0
76.0
99.0
286.0
65.0
183.0
""
55.0
135.0
211.0
187.0
62.0
63.0
""
206.0
""
162.0
75.0
76.0
194.0
""
176.0
""
""
""
68.0
""
""
""
""
""
""
""
""
""
304.0
""
34.0
""
""
214.0
""
""
""
""
""
""
""
""
219.0
""
""
""
43.0
72.0
""
""
""
51.0
""
""
93.0
""
""
""
""
""
""
""
""
62.0
""
""
""
""
""
""
""
""
""
""
68.0
""
35.0
72.0
""
""
93.0
128.0
""
32.0
55.0
38.0
37.0
73.0
27.0
""
63.0
""
89.0
196.0
""
""
""
46.0
25.0
""
""
""
146.0
161.0
""
""
""
""
27.0
""
""
""
""
27.0
20.0
132.0
""
""
""
""
""
36.0
62.0
28.0
""
""
""
37.0
38.0
""
137.0
""
""
67.0
""
154.0
24.0
106.0
50.0
142.0
76.0
""
""
38.0
65.0
46.0
53.0
""
""
""
""
69.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
26.0
""
""
39.0
""
74.0
""
""
""
""
""
""
""
""
""
""
68.0
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
77.0
""
""
""
""
""
""
66.0
""
""
""
""
""
""
""
20.0
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
80.0
""
""
134.0
""
119.0
""
27.0
122.0
""
""
21.0
39.0
""
""
""
67.0
""
""
""
""
""
""
""
""
""
""
24.0
""
""
63.0
""
""
""
""
""
""
68.0
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
386.0
""
""
""
""
""
64.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
""
""
""
40.0
""
""
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
35.0
41.0
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
54.0
""
37.0
""
""
65.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
21.0
""
""
20.0
""
""
""
""
""
""
""
""
21.0
""
""
""
57.0
""
""
""
107.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
54.0
""
""
""
""
""
""
""
22.0
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
58.0
26.0
""
""
""
31.0
""
""
""
77.0
""
""
""
""
""
""
""
""
""
""
109.0
""
""
""
""
""
""
""
""
55.0
48.0
""
""
57.0
""
""
""
""
""
""
41.0
24.0
""
""
""
109.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
65.0
""
""
106.0
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
92.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
323.0
""
132.0
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
86.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
93.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
28.0
22.0
""
27.0
67.0
53.0
""
""
""
""
""
""
62.0
""
""
""
""
""
""
""
""
148.0
""
46.0
164.0
""
""
26.0
""
""
20.0
53.0
20.0
27.0
""
61.0
""
""
78.0
27.0
""
""
""
""
""
""
53.0
62.0
""
""
495.0
""
""
41.0
""
""
""
""
""
""
25.0
51.0
41.0
""
""
30.0
""
""
""
61.0
""
""
""
""
40.0
30.0
""
92.0
146.0
""
""
""
""
76.0
""
29.0
""
38.0
30.0
""
109.0
176.0
""
""
""
""
""
""
""
162.0
65.0
""
47.0
""
35.0
""
31.0
""
64.0
""
42.0
66.0
71.0
67.0
""
""
45.0
""
""
""
71.0
""
30.0
23.0
35.0
""
35.0
22.0
28.0
51.0
370.0
""
22.0
""
46.0
""
37.0
73.0
143.0
""
""
59.0
""
""
""
""
101.0
""
""
""
139.0
36.0
46.0
""
162.0
""
""
39.0
40.0
27.0
32.0
26.0
103.0
146.0
25.0
84.0
""
""
33.0
32.0
""
34.0
20.0
""
81.0
""
208.0
21.0
""
""
""
""
""
50.0
""
""
41.0
65.0
""
""
49.0
24.0
20.0
47.0
59.0
421.0
""
""
155.0
111.0
281.0
""
""
""
""
133.0
23.0
110.0
""
""
46.0
34.0
""
""
26.0
107.0
""
""
""
""
""
29.0
""
714.0
""
21.0
""
100.0
""
""
""
""
""
""
""
""
""
""
""
""
78.0
""
""
""
97.0
""
""
""
""
""
""
""
24.0
""
45.0
""
24.0
""
260.0
""
22.0
""
""
""
""
281.0
77.0
""
""
22.0
""
""
""
""
""
""
""
""
61.0
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
46.0
25.0
""
""
""
""
44.0
""
""
""
21.0
22.0
""
""
""
""
75.0
""
""
""
""
""
""
""
""
""
337.0
66.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
40.0
""
""
22.0
""
80.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
110.0
""
""
""
""
""
""
""
""
207.0
104.0
44.0
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
83.0
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
""
60.0
""
""
""
134.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
62.0
""
159.0
74.0
""
""
""
178.0
""
""
""
""
""
""
""
38.0
31.0
""
184.0
""
""
137.0
""
""
221.0
41.0
""
""
""
""
""
""
104.0
""
""
""
""
25.0
""
""
""
""
""
105.0
48.0
""
""
24.0
""
""
""
""
""
""
""
""
283.0
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
184.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
109.0
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
57.0
""
20.0
""
""
""
""
""
""
""
93.0
""
""
""
""
""
""
69.0
431.0
34.0
116.0
""
""
""
""
""
58.0
""
""
""
""
310.0
""
87.0
""
""
""
""
""
40.0
""
30.0
""
""
24.0
40.0
43.0
49.0
""
44.0
60.0
22.0
35.0
""
""
46.0
28.0
23.0
22.0
46.0
""
""
""
41.0
""
1226.0
""
21.0
456.0
""
""
""
61.0
21.0
""
""
""
""
23.0
""
""
""
1134.0
""
181.0
""
185.0
""
709.0
2573.0
""
106.0
""
64.0
30.0
""
""
90.0
""
""
153.0
""
137.0
""
32.0
""
""
""
""
""
""
""
324.0
""
87.0
""
46.0
""
""
""
25.0
189.0
""
""
""
95.0
""
69.0
101.0
145.0
21.0
180.0
""
31.0
""
25.0
""
""
223.0
""
22.0
22.0
36.0
""
""
""
""
""
""
141.0
""
""
""
""
""
""
""
54.0
""
""
33.0
""
""
""
""
""
""
""
40.0
24.0
33.0
""
25.0
""
""
23.0
""
23.0
""
""
""
""
""
93.0
23.0
326.0
""
""
30.0
""
""
32.0
""
47.0
""
38.0
""
20.0
""
""
128.0
78.0
55.0
""
""
""
271.0
""
""
140.0
31.0
""
""
""
""
""
""
""
""
151.0
""
""
23.0
""
24.0
""
37.0
""
""
""
""
""
""
""
""
46.0
66.0
2737.0
26.0
20.0
""
66.0
257.0
""
""
""
123.0
""
""
39.0
""
105.0
39.0
""
""
""
""
""
""
""
""
""
131.0
""
""
""
""
153.0
90.0
""
""
""
""
""
""
""
""
88.0
""
""
""
""
""
""
""
""
27.0
20.0
""
53.0
33.0
""
""
""
""
35.0
""
""
""
278.0
""
""
41.0
""
""
""
""
""
""
""
61.0
""
38.0
""
""
""
""
""
""
""
""
56.0
""
""
24.0
27.0
""
""
""
""
100.0
""
""
""
""
""
""
175.0
""
""
""
20.0
""
92.0
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
38.0
76.0
""
""
""
""
""
""
""
""
55.0
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
21.0
""
""
51.0
63.0
""
""
""
""
""
""
""
""
""
29.0
""
515.0
""
88.0
""
37.0
57.0
259.0
276.0
428.0
279.0
941.0
134.0
""
835.0
62.0
369.0
32.0
201.0
534.0
110.0
437.0
""
""
90.0
91.0
141.0
""
""
""
""
96.0
121.0
21.0
21.0
67.0
325.0
34.0
""
142.0
360.0
126.0
91.0
25.0
126.0
230.0
203.0
""
54.0
531.0
108.0
775.0
37.0
116.0
122.0
1963.0
348.0
499.0
341.0
136.0
169.0
285.0
353.0
700.0
78.0
""
851.0
324.0
437.0
144.0
""
""
2851.0
557.0
329.0
""
""
28.0
""
40.0
163.0
24.0
55.0
82.0
""
""
72.0
83.0
""
""
""
""
102.0
72.0
46.0
97.0
""
200.0
58.0
61.0
""
195.0
""
360.0
98.0
""
""
118.0
""
""
41.0
178.0
""
60.0
""
72.0
""
""
""
25.0
""
""
43.0
""
""
""
""
""
26.0
""
""
""
""
""
20.0
""
32.0
""
23.0
""
""
""
""
""
""
""
""
""
""
21.0
""
""
26.0
""
""
""
""
""
""
41.0
""
29.0
""
""
154.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
28.0
20.0
129.0
77.0
""
""
""
29.0
""
""
""
47.0
""
50.0
""
""
""
""
""
""
37.0
69.0
""
""
""
""
55.0
""
""
55.0
""
""
""
""
""
53.0
""
""
90.0
""
""
""
""
51.0
""
24.0
28.0
""
""
108.0
""
""
22.0
""
""
76.0
21.0
36.0
""
""
62.0
""
31.0
30.0
34.0
""
""
""
""
73.0
""
""
27.0
""
""
""
""
""
""
""
""
75.0
""
""
""
""
""
""
""
20.0
""
35.0
""
""
""
38.0
""
""
180.0
58.0
162.0
462.0
""
""
140.0
""
""
""
""
120.0
31.0
""
""
30.0
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
98.0
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
117.0
""
""
23.0
28.0
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
71.0
226.0
""
""
""
27.0
56.0
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
155.0
""
""
23.0
""
""
""
28.0
""
""
""
""
""
""
620.0
""
""
""
162.0
""
""
""
""
""
""
41.0
""
42.0
129.0
""
""
20.0
""
""
""
""
64.0
""
""
""
""
69.0
""
""
""
""
""
""
108.0
22.0
""
30.0
""
""
""
""
""
""
564.0
""
""
""
23.0
""
""
25.0
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
62.0
""
""
53.0
""
""
25.0
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
47.0
""
""
37.0
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
97.0
""
""
""
""
""
""
""
64.0
""
""
30.0
""
""
43.0
""
""
51.0
40.0
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
44.0
""
