kir_stycz_black_female_p75_se
""
0.08285667
0.089991629
""
0.070862532
0.10167042
""
0.11971322
0.095873713
0.12651765
0.1165584
0.083642237
""
""
0.079874352
""
""
0.10942137
""
0.12091509
""
0.077007405
0.079939052
""
""
""
""
""
""
""
""
0.095271811
""
0.096649311
""
""
""
""
""
""
0.097601719
""
""
0.095292911
0.12754031
0.20845875
0.17655115
0.1246241
0.1385597
0.094498485
0.13169479
0.083213732
""
""
""
0.12121751
""
""
""
""
""
""
""
""
""
0.1188383
0.10012678
0.18359339
0.11599974
""
0.13234289
0.25429326
0.10187079
0.060875677
""
""
""
0.15581264
0.061211374
0.052606307
0.10412441
0.078696422
0.057447914
0.10115885
0.11875188
0.072312228
0.081460208
0.090231068
0.098066576
""
0.10670165
""
""
0.057424583
0.079263695
""
""
""
0.066228434
""
0.18729059
""
0.11930369
""
""
""
0.10287917
0.059944101
0.074526057
0.070878662
0.070046857
0.073934853
0.10854301
0.12201041
0.070784003
""
""
""
""
""
""
0.090632573
0.12828979
""
""
""
0.16492049
0.11923974
""
""
0.060324766
0.10562207
""
0.22703026
""
""
0.072387107
""
0.07436727
0.08037547
0.081396781
0.1340296
0.080989532
0.12944542
""
""
""
""
""
""
""
""
""
""
""
0.15998606
""
""
""
0.31166628
0.095950484
0.095348589
""
0.071572371
0.080960289
0.15320317
0.11863036
0.087005496
""
""
0.07324522
0.10273643
0.057003491
0.10281147
0.074451782
""
""
""
""
0.27359247
""
0.10308775
""
0.079361916
0.10804151
""
0.13945481
""
""
0.09420301
0.427894
0.14336635
""
""
""
""
""
0.15759556
""
""
""
0.73998713
""
""
0.89550155
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.05833938
""
""
""
""
0.43735051
0.057530105
0.093178876
0.095502511
0.072124459
0.089078166
""
""
0.14758699
0.05143686
0.10267747
""
0.056239534
0.089526668
0.06606058
0.0612044
""
0.11389946
0.12426797
""
0.22298165
0.19800681
0.091082729
0.066023864
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.14774552
0.1089834
""
0.094207704
0.13723093
0.075194836
0.12044028
""
0.078699321
0.083665088
""
0.07295952
""
0.12737709
0.09698575
0.095889434
0.13507438
0.11948416
0.096203133
""
""
0.10950032
0.10070305
0.11187336
0.05876337
0.0602406
""
""
""
""
0.10348241
0.1255464
0.11050828
""
0.11334374
0.095170647
0.046743087
0.086077765
0.086110353
0.16927519
""
""
""
""
""
""
""
""
""
""
""
""
""
0.072919138
""
""
0.14428443
0.097651705
""
""
""
""
0.15670113
""
""
""
""
""
0.17390412
""
0.11015985
0.16214886
""
""
0.12018769
0.10078639
0.10764465
0.19583575
0.13239236
0.12156994
0.082894683
0.095004022
0.32530287
0.091956839
0.089606926
0.10502666
0.090059899
0.08909709
""
""
""
0.087324798
0.067333966
0.05098787
0.12230922
0.18127841
0.067969747
0.084589258
0.11084718
0.072176144
0.060082715
0.089689828
0.22845896
0.08351323
0.041500114
0.095483415
""
0.1365643
0.10176955
""
""
""
""
""
""
""
""
""
""
""
""
""
0.052713383
0.070208222
0.035258736
0.043977607
0.074230306
0.037796769
0.023311542
0.044583119
0.049879871
0.053140935
0.038943864
0.070867717
0.039507534
0.07621143
0.040257677
0.041587457
0.052895978
0.089818969
0.075361095
0.17043714
0.052555073
0.032209203
0.038994461
0.032526325
0.1041181
0.066974834
0.034788184
0.047873486
0.032778185
0.028313249
0.028877562
0.027245482
0.076717682
0.036096398
0.046225898
0.21371146
0.16482154
""
""
""
0.086298726
0.10445984
0.081708424
0.049601812
0.068454839
0.032832317
0.050813783
0.061438043
0.10884437
0.041668434
0.034156252
0.070567854
0.04755624
0.066329293
0.073323339
0.07852646
0.037111804
0.025374044
0.055342726
0.13016467
0.065253347
0.062571004
0.058189828
0.040318985
0.04539863
0.077341177
0.063685961
0.031410754
0.033130117
0.063894212
0.17148899
""
0.14526723
""
0.10487904
""
""
0.034446981
""
""
0.056657642
0.10122696
0.085912406
0.049073581
0.10516132
""
""
""
""
""
0.12643453
0.057567026
""
0.052082933
0.061595611
""
""
0.12941861
""
""
""
""
""
""
0.062554903
0.05064775
0.048194665
0.098790355
0.034180451
0.038258497
0.039819259
0.052877892
0.09708561
""
""
""
0.025297672
0.027245155
0.074303538
