poor_share2000
0.10375097
0.09859775
0.27296948
0.21399727
0.1155434
0.34550691
0.24775615
0.16617341
0.16964421
0.15568018
0.15689461
0.24379402
0.2244824
0.17211582
0.14004964
0.14126441
0.13735613
0.26671585
0.14673184
0.18467161
0.21926156
0.12958473
0.15002108
0.30221033
0.15396863
0.099335507
0.21788551
0.15173915
0.17262539
0.19081904
0.19577438
0.34259796
0.26606038
0.18562399
0.14558746
0.13645969
0.13487449
0.16086046
0.14432465
0.15192434
0.21774428
0.11850973
0.3111392
0.34029371
0.10253859
0.26144671
0.15484877
0.14746676
0.16777353
0.21069564
0.14896978
0.12102202
0.35317087
0.24550751
0.23093562
0.16970152
0.18470198
0.11888424
0.060641687
0.38730988
0.17539763
0.16619708
0.17774361
0.16277015
0.18467984
0.39762181
0.17051107
0.21834385
0.11869246
0.073511496
0.2022489
0.094594598
0.078903191
0.21778476
0.075258859
0.10672269
0.15991123
0.05966299
0.10059911
0.065303251
0.066815965
0.18895027
0.10991432
0.17205985
0.066483907
0.1737064
0.068411857
0.11784204
0.078023046
0.03690888
0.1865954
0.097329326
0.26242146
0.10085928
0.13544303
0.2388507
0.36866796
0.16688409
0.19196633
0.17543389
0.22040361
0.10384411
0.19366677
0.10939498
0.1392007
0.27600783
0.14214015
0.15530524
0.22360367
0.11881357
0.19302461
0.17530066
0.17450178
0.11194028
0.095442213
0.14769566
0.25933486
0.16458432
0.15568872
0.27879229
0.19615304
0.17464413
0.1309555
0.15203004
0.20416056
0.16092511
0.1568663
0.14165859
0.24037404
0.19053701
0.18975897
0.28550714
0.1827964
0.12535617
0.15287778
0.16301914
0.14175256
0.10183084
0.13297297
0.20355971
0.13748987
0.15588932
0.13050859
0.17500561
0.17051022
0.19289334
0.16597976
0.23279984
0.18435946
0.28602687
0.21119516
0.15398856
0.15405066
0.10103227
0.18533294
0.15179598
0.19353087
0.21570738
0.27462566
0.17004998
0.22776566
0.20254202
0.19600524
0.14046147
0.31851169
0.16991527
0.2103041
0.1808179
0.15618387
0.15470438
0.12361823
0.15278912
0.28994462
0.070379101
0.18253219
0.23790099
0.13588542
0.19428807
0.18236329
0.18876061
0.1849765
0.15437266
0.14980651
0.14151974
0.27053535
0.15325148
0.11064018
0.1947943
0.089915678
0.19580163
0.11573821
0.1604557
0.073638655
0.18981495
0.066621155
0.21720417
0.18168272
0.19783844
0.21202996
0.12951657
0.19719186
0.18729211
0.17583349
0.13756242
0.17763619
0.21789911
0.065480411
0.14614151
0.15945801
0.20669685
0.21254824
0.11629273
0.13474415
0.091730788
0.080685019
0.10026111
0.052127481
0.13048948
0.13746311
0.13285488
0.098881073
0.15528417
0.11907179
0.11626389
0.15909848
0.14741832
0.057985399
0.15109186
0.075648844
0.1222384
0.15275705
0.11294452
0.18658403
0.08095324
0.081365019
0.15226743
0.14788538
0.17093754
0.1874052
0.23368774
0.11469907
0.092248425
0.17346387
0.21525265
0.080433153
0.21541005
0.054673072
0.11567586
0.16810547
0.19548872
0.097921833
0.037854686
0.11191713
0.11080836
0.053325359
0.22847395
0.26768366
0.18545868
0.13279445
0.12077882
0.13837737
0.13140675
0.021488125
0.076037295
0.038698055
