stayhome_other_female_n
172.0
90.0
""
354.0
206.0
38.0
527.0
21.0
""
128.0
156.0
789.0
""
66.0
171.0
""
22.0
164.0
""
40.0
205.0
757.0
162.0
74.0
793.0
22.0
146.0
504.0
1411.0
49.0
59.0
122.0
803.0
800.0
57.0
330.0
""
51.0
""
""
186.0
25.0
""
""
""
25.0
862.0
152.0
304.0
112.0
271.0
250.0
82.0
""
""
313.0
28.0
""
""
62.0
36.0
381.0
""
41.0
40.0
35.0
""
""
27.0
""
25.0
36.0
50.0
83.0
25.0
""
41.0
29.0
20.0
589.0
38.0
78.0
22.0
71.0
667.0
52.0
77.0
343.0
387.0
115.0
73.0
28.0
22.0
213.0
28.0
""
74.0
152.0
1619.0
322.0
409.0
2466.0
925.0
324.0
526.0
1551.0
376.0
1082.0
66.0
206.0
168.0
144.0
453.0
""
452.0
373.0
454.0
""
""
""
115.0
50.0
57.0
154.0
37.0
283.0
237.0
25.0
""
""
2425.0
41.0
111.0
""
110.0
56.0
253.0
320.0
""
43.0
228.0
225.0
""
25.0
79.0
""
181.0
58.0
24.0
23.0
34.0
364.0
77.0
""
917.0
234.0
25.0
179.0
24.0
41.0
""
""
341.0
2036.0
""
5595.0
102.0
44.0
104.0
196.0
3522.0
431.0
85.0
303.0
74.0
35.0
429.0
942.0
83.0
78.0
54.0
40.0
972.0
63.0
64.0
1073.0
""
47.0
272.0
""
39.0
275.0
599.0
""
""
88.0
136.0
146.0
471.0
39.0
466.0
231.0
53.0
118.0
211.0
378.0
964.0
86.0
105.0
169.0
136.0
196.0
""
""
351.0
373.0
340.0
1547.0
87.0
126.0
47.0
78.0
105.0
60.0
1266.0
170.0
104.0
119.0
1118.0
377.0
291.0
206.0
""
101.0
""
59.0
""
146.0
""
20.0
114.0
73.0
113.0
272.0
58.0
71.0
184.0
652.0
76.0
186.0
1241.0
208.0
83.0
""
178.0
73.0
46.0
574.0
63.0
286.0
92.0
352.0
534.0
639.0
646.0
8017.0
628.0
3594.0
3557.0
423.0
373.0
81.0
20.0
134.0
""
31.0
377.0
178.0
41.0
122.0
1459.0
""
""
3456.0
633.0
66.0
389.0
2238.0
86.0
36.0
20.0
""
45.0
46.0
28.0
""
""
57.0
55.0
143.0
2593.0
30.0
103.0
157.0
30.0
35.0
25.0
41.0
103.0
""
95.0
167.0
60.0
101.0
266.0
216.0
48.0
179.0
131.0
118.0
41.0
398.0
61.0
45.0
37.0
134.0
220.0
77.0
82.0
287.0
29.0
297.0
408.0
1118.0
88.0
4670.0
410.0
140.0
55.0
1507.0
21.0
30.0
145.0
219.0
86.0
25.0
40.0
33.0
27.0
22.0
52.0
44.0
64.0
""
56.0
99.0
""
63.0
21.0
43.0
62.0
""
186.0
""
""
34.0
22.0
""
""
""
""
""
49.0
""
""
""
""
""
""
87.0
""
""
""
""
""
""
""
""
""
""
""
22.0
28.0
20.0
""
114.0
""
""
""
""
""
""
96.0
""
""
94.0
103.0
""
25.0
""
58.0
32.0
""
""
""
""
23.0
""
""
""
""
""
""
""
37.0
22.0
28.0
30.0
31.0
""
29.0
44.0
322.0
""
""
""
239.0
""
""
""
""
34.0
119.0
""
""
""
20.0
""
""
44.0
115.0
""
232.0
""
25.0
712.0
21.0
""
""
""
""
26.0
1169.0
""
""
122.0
""
""
""
""
""
""
""
""
""
21.0
""
""
50.0
""
21.0
334.0
2293.0
""
""
26.0
31.0
75.0
""
""
""
""
""
""
69.0
21.0
""
264.0
370.0
582.0
58.0
61.0
32.0
35.0
252.0
141.0
1484.0
115.0
60.0
""
""
221.0
32.0
280.0
71.0
305.0
32.0
64.0
450.0
378.0
388.0
131.0
1950.0
151.0
""
144.0
629.0
127.0
""
21.0
""
63.0
""
46.0
150.0
94.0
""
155.0
32.0
""
""
""
""
39.0
""
""
29.0
""
""
""
46.0
""
""
883.0
""
1358.0
23.0
29.0
""
144.0
""
""
""
""
""
31.0
134.0
269.0
81.0
165.0
2726.0
192.0
66.0
30.0
99.0
""
""
""
25.0
""
23.0
""
""
160.0
""
""
157.0
""
""
""
20.0
""
129.0
31.0
760.0
1386.0
2262.0
93.0
194.0
161.0
113.0
477.0
59.0
""
169.0
44.0
103.0
2010.0
171.0
149.0
83.0
94.0
""
1010.0
""
""
""
""
""
22.0
121.0
40.0
44.0
24.0
""
""
242.0
31.0
""
151.0
""
26.0
""
31.0
44.0
""
""
""
132.0
""
""
48.0
53.0
35.0
""
""
122.0
114.0
23.0
""
60.0
""
6285.0
339.0
1119.0
""
116.0
""
""
""
719.0
""
2778.0
""
976.0
133.0
""
114.0
212.0
23.0
130.0
860.0
69.0
31.0
477.0
65.0
""
104.0
25.0
""
""
""
392.0
1676.0
129.0
187.0
""
""
""
""
""
47.0
167.0
""
""
289.0
154.0
298.0
49.0
169.0
1076.0
758.0
1255.0
562.0
4824.0
3969.0
39.0
""
""
580.0
780.0
9092.0
2409.0
""
21.0
4591.0
177.0
733.0
17387.0
69.0
54.0
64.0
61.0
666.0
81.0
261.0
2693.0
68.0
1116.0
84.0
254.0
392.0
44.0
""
158.0
""
""
""
190.0
119.0
7625.0
