comcoll_black_pooled_p75
0.42041099
0.67834246
0.44025007
0.5670585
""
0.44475463
0.33533442
0.44157967
0.4826026
""
0.45598352
0.6569187
0.49366838
0.15036887
""
0.58380455
0.59807879
0.37673855
0.10701654
0.35709015
-0.33463198
""
0.62003642
0.49238169
""
0.54013234
0.49229112
0.43247485
""
""
0.3964785
0.58134753
0.62112743
0.59064376
0.52209055
""
0.52025878
""
0.44539738
0.21469143
0.59315228
0.27271202
0.54015541
0.58306372
0.51141948
0.64144319
""
""
0.50276631
0.58418983
0.51274991
0.22165713
0.67807519
0.42559054
0.66134751
-0.080762051
0.37857413
0.1390924
0.55587554
0.86171883
0.48744199
0.5410347
0.42401493
0.45124951
0.33753029
0.055552736
""
""
""
0.55205566
""
""
""
""
0.50651598
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4892461
""
""
""
""
""
0.47307622
0.40338045
""
0.52985913
0.56529021
""
""
0.4133144
0.43105572
0.35607964
""
""
""
0.02510635
""
""
0.28222641
0.58991122
""
""
""
0.6413129
0.29619408
0.66567636
""
0.4414742
0.89685965
0.51743907
0.31244513
0.19967394
0.69947726
""
""
0.63197464
""
""
0.96693933
0.15365815
1.0754104
""
""
0.18862893
0.55923176
""
0.6229614
""
0.86196071
0.32034609
0.6893183
""
0.34673411
""
""
0.40515608
0.60776895
0.3264268
""
0.60344785
""
0.62865227
""
0.44321623
""
""
""
""
""
0.43326098
""
0.35206982
0.33588871
""
""
0.25488466
""
""
""
0.28256053
""
0.27506492
""
0.31155509
""
0.48263645
""
""
0.60258305
""
""
0.42197183
""
""
0.43500572
""
""
0.66043878
""
0.33442625
0.32515928
""
""
0.43224204
0.39091942
0.49465278
""
""
0.4538736
""
""
0.23823135
""
""
0.41062987
0.56892598
""
0.39924079
0.39127287
""
0.45038304
0.39373207
0.42864877
0.40269887
0.82067883
0.4077065
0.41843325
0.45888263
0.54258537
""
""
""
0.35671365
0.72591883
0.14192355
""
""
""
0.4807488
""
0.39384311
0.44053981
""
0.43142316
""
0.42804503
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45453992
""
0.52299589
""
""
0.42090115
""
""
""
""
""
""
""
""
0.47160536
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52031928
