two_par_black_pooled_mean
0.38137338
0.28905091
0.39894184
0.61759555
0.60792929
0.30159733
0.18125871
0.24683118
0.43194547
0.27609891
0.46677998
0.29191935
0.40641341
""
0.33933491
0.23599809
0.29962552
0.24318588
0.68499571
0.41793966
0.64308769
0.42223984
0.43273011
0.26406643
""
0.43024632
""
0.39918569
0.1976449
""
0.61226302
0.29364741
""
0.29133502
""
""
""
""
""
0.26876247
0.285377
""
0.46220908
0.30572721
0.21176191
0.3076213
0.31588295
0.38733324
0.3258912
0.33170953
0.19994295
0.27148044
0.68996894
0.16482952
0.23437434
0.1571862
""
""
""
""
""
""
""
""
""
0.24429069
0.17781688
0.094018705
0.2597419
0.045226991
0.20722118
0.29780844
0.15156423
0.32337007
0.40407613
0.21428576
0.36961684
0.21312569
0.22420146
0.34079397
0.11764524
0.25462368
0.45735046
0.25094283
0.26630548
0.53467858
0.38948232
0.19999003
0.46014452
""
0.30454758
0.52725744
0.30371046
0.61764735
0.66289431
0.51563483
""
0.38694495
0.61468363
0.45979691
0.35172373
""
0.3887881
""
0.57534307
""
0.29170424
0.24531311
0.17151073
0.22762913
0.24766806
0.16444603
0.12630954
0.3264944
0.24272546
""
""
""
0.52323729
0.43697521
0.4523719
0.29797474
0.10347942
""
""
0.46861526
0.51791823
0.5552904
0.37968174
0.57948607
0.42264774
0.33620396
0.47116953
0.31207168
0.23934926
0.20885447
0.30317032
0.34547007
0.35832474
0.4559702
0.33885872
0.22426492
0.4933185
0.22772874
0.27262205
""
0.21290748
""
0.2688753
0.50017822
""
""
""
0.53738475
0.63598007
0.39486426
""
""
""
0.25857782
0.46191958
0.48239759
0.63219559
0.61545217
0.31924188
0.38170514
0.3630107
0.39195484
""
0.2005638
0.48310733
0.45980403
0.61319137
0.33765855
0.48036692
0.33730626
0.35982344
0.63420588
0.45911396
0.17511693
0.32689619
0.35488528
0.09073361
0.36771172
0.18506365
0.30213505
0.23141457
""
0.52340192
0.34501356
0.42162511
0.29922611
0.14721818
""
""
""
""
0.29854506
""
""
0.30362692
0.2970238
0.33523676
0.20385435
0.25701421
0.18471372
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52865815
""
""
0.80021262
0.28508881
0.075373039
0.46787313
""
0.25048268
0.35156071
0.43263331
0.37409994
0.6930595
0.49439985
0.52320242
0.58056724
0.36297771
0.31606448
0.17682497
0.38215244
0.41367275
0.25177377
0.1980496
0.18488659
0.28568372
0.18970318
0.19756849
0.24949345
0.27873474
0.19200611
0.18046463
0.18039279
""
""
""
""
""
""
""
""
0.41619846
""
""
""
""
""
0.42798704
0.39220518
""
0.2562497
0.36283585
0.21049136
0.51572508
0.27661848
0.26480561
0.59339774
0.33938631
0.33738706
0.50001353
0.26649347
0.32425225
0.38963419
0.35644957
0.43121129
0.2721248
0.29407525
0.34513086
0.2929571
0.21454087
0.28533792
0.37310544
0.2453417
""
""
0.34468675
0.22254607
0.245397
0.21355352
0.21325655
""
0.2872338
0.19908363
0.38727453
0.35770097
0.67083049
0.24156028
0.46456566
0.23692378
""
""
""
""
""
0.71785921
""
""
""
""
""
0.22372958
""
""
0.37292951
0.30995387
""
0.50197327
0.24929978
""
0.54292953
""
""
""
""
""
0.41270736
""
0.41740119
0.2658926
0.40154305
""
0.18532382
0.23027784
0.25301635
0.33547825
0.22227222
0.19529733
0.25661349
0.13217925
0.18431446
0.3576335
0.28957573
0.39446005
0.52067143
0.31191966
0.39370874
0.39074874
0.47721106
0.49955717
0.40284407
0.49229354
0.27426058
0.38109809
0.22556661
0.32573587
0.49249187
0.60485572
0.32447448
0.399295
0.25613001
0.23524676
0.38693291
0.42009732
0.44222862
0.58049768
0.32717979
0.52054316
0.45559156
""
""
0.47218063
""
""
0.33506587
0.7021606
""
""
""
""
0.24363843
0.21649645
0.29072237
0.18403478
0.16792613
0.21264277
0.39555949
0.2410997
0.25300011
0.12951942
0.18446201
0.23028472
0.14860979
0.21023928
0.27650878
0.23341501
0.28315929
0.38987941
0.11529113
0.081596047
0.1822689
0.27262989
0.22747007
0.26697811
0.13476591
0.18760194
0.2507636
0.27999699
0.35854173
0.30328634
0.29947555
0.25030267
0.16678524
0.20529225
0.21580769
0.073879033
0.13250378
""
""
0.14139587
0.10067957
0.15804175
0.11278526
0.27531716
0.18730029
0.30677986
0.36108446
0.18923025
0.18659267
0.24998109
0.27812216
0.15977567
0.29523358
0.24013078
0.42229483
0.13463418
0.47432801
0.60106236
0.46065533
0.47339296
0.13805632
0.23221146
0.23015997
0.19042592
0.22120747
0.4539102
0.28821063
0.31001174
0.53162408
0.21380317
0.19177264
""
0.40191928
0.42407942
0.19850753
""
""
0.44733027
""
0.46105644
0.22779079
0.39164945
0.35299543
0.44447771
0.51842082
0.32691556
""
0.58950186
0.64187098
""
0.34664616
0.30828846
0.4362084
0.2899738
0.32064798
0.32084212
""
0.28378612
""
0.61249274
0.65950781
""
0.61742264
""
0.26158118
0.39633086
0.44629374
0.32777208
0.4596698
0.5455634
0.57063228
0.40997818
0.35140905
""
0.41726604
0.69885361
0.60227925
0.62873852
0.29664692
0.30760527
0.29194945
0.23188487
0.72056222
0.40411091
""
""
0.77798021
""
0.52959591
0.49792683
0.33660963
0.70744717
""
0.33794305
0.50215352
""
0.39945453
0.22990678
0.27428067
0.26261163
0.22542784
0.51574528
0.24174134
0.1895985
0.22783408
0.15738741
""
0.50565791
0.59052819
0.39508596
0.42876211
0.56726182
0.74391609
0.25572062
0.39734939
0.67246902
0.26059073
0.77058023
0.45230064
0.81119138
0.51941574
""
0.81887549
0.32644624
0.41988713
0.35849261
0.35920602
0.38638365
0.21798569
0.12098856
