kfr_native_asian_female_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.64394003
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49555698
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56162626
""
""
0.65532154
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53660071
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.68264788
""
""
""
""
""
0.67284745
""
""
0.52806777
""
0.52002531
""
""
0.5646323
""
""
""
0.63252801
""
0.67293066
""
""
""
""
""
0.6328696
""
""
0.61882895
0.618213
""
0.597574
0.66714406
""
0.55894578
0.61322665
0.70895153
0.60689753
0.51962727
0.71225107
0.66944891
0.67822969
0.72217327
""
""
""
0.55480862
0.62539321
0.51360983
""
""
""
""
""
0.58750236
""
""
0.56942827
""
0.62851942
""
""
""
0.47596797
""
""
""
""
""
""
""
""
""
0.53478116
""
""
""
""
0.55096424
""
""
""
""
""
""
""
""
0.70231557
""
""
""
""
0.56128323
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.73252356
""
0.68925065
0.66636109
""
""
0.57066631
0.52657348
""
""
""
0.64513594
""
""
""
""
""
""
0.48822978
0.55656552
""
""
""
""
""
""
""
""
0.5374853
""
""
""
""
""
""
""
""
""
""
""
""
0.55043292
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55031991
""
""
""
""
0.49705529
""
0.51468349
0.41610223
0.47540534
""
""
""
""
""
""
0.66681898
""
""
""
""
0.43542477
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.6215629
""
""
""
""
""
""
""
""
""
""
0.46118864
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.70743501
""
""
""
""
""
""
0.62980866
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.60640723
0.66891068
0.64250416
0.66465122
0.52650523
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.64370644
""
""
""
""
""
0.69569623
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.60383183
""
""
""
0.7200194
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
