jail_natam_female_n
41.0
""
""
71.0
42.0
""
141.0
""
""
""
49.0
203.0
""
""
35.0
""
144.0
40.0
""
63.0
95.0
1871.0
117.0
24.0
175.0
37.0
63.0
84.0
176.0
""
""
21.0
134.0
78.0
87.0
82.0
25.0
""
""
""
66.0
""
""
""
""
""
179.0
362.0
65.0
62.0
99.0
57.0
20.0
""
""
80.0
""
49.0
""
""
""
114.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
110.0
""
""
""
""
119.0
""
""
37.0
277.0
89.0
26.0
""
""
41.0
""
""
22.0
45.0
205.0
70.0
76.0
205.0
135.0
56.0
81.0
160.0
65.0
149.0
""
38.0
32.0
28.0
76.0
""
99.0
74.0
50.0
""
""
""
20.0
""
""
21.0
""
36.0
32.0
""
""
""
245.0
""
""
""
""
""
47.0
47.0
""
""
50.0
45.0
""
""
""
""
49.0
200.0
""
""
""
86.0
""
""
167.0
154.0
45.0
36.0
""
""
""
""
37.0
248.0
""
416.0
121.0
43.0
319.0
53.0
599.0
87.0
80.0
89.0
38.0
23.0
89.0
220.0
84.0
79.0
""
23.0
89.0
""
""
113.0
""
""
25.0
""
""
20.0
70.0
""
""
""
20.0
""
86.0
""
81.0
52.0
""
26.0
24.0
54.0
112.0
""
""
28.0
""
31.0
""
""
54.0
51.0
37.0
136.0
""
21.0
""
""
33.0
""
137.0
20.0
""
""
94.0
44.0
46.0
23.0
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
161.0
""
""
318.0
27.0
81.0
""
52.0
70.0
""
58.0
""
26.0
""
44.0
54.0
64.0
43.0
492.0
37.0
208.0
276.0
46.0
57.0
""
""
51.0
37.0
37.0
81.0
49.0
""
""
143.0
""
""
237.0
98.0
""
29.0
222.0
""
86.0
45.0
""
57.0
123.0
32.0
""
""
21.0
""
61.0
726.0
29.0
134.0
35.0
""
""
""
44.0
""
""
""
21.0
""
33.0
204.0
274.0
194.0
99.0
79.0
63.0
""
77.0
""
""
""
""
33.0
""
""
34.0
""
33.0
68.0
310.0
""
395.0
39.0
25.0
""
206.0
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
253.0
""
""
""
""
""
""
""
""
""
167.0
""
""
""
92.0
""
209.0
57.0
""
""
""
""
""
""
76.0
""
""
""
21.0
55.0
24.0
44.0
""
157.0
31.0
""
102.0
78.0
31.0
45.0
284.0
""
""
91.0
119.0
""
""
""
34.0
""
""
""
""
32.0
35.0
""
""
57.0
69.0
""
57.0
""
""
""
""
""
""
""
""
""
52.0
""
""
""
374.0
77.0
""
""
108.0
41.0
32.0
""
188.0
21.0
""
""
""
""
110.0
65.0
86.0
""
""
171.0
""
""
""
""
""
""
175.0
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
99.0
514.0
""
""
""
""
""
""
""
""
""
""
""
""
51.0
""
39.0
182.0
230.0
""
48.0
""
""
359.0
""
324.0
32.0
""
""
""
38.0
""
121.0
38.0
424.0
""
55.0
875.0
1460.0
482.0
165.0
3179.0
318.0
26.0
137.0
130.0
98.0
""
""
""
32.0
""
""
42.0
""
""
53.0
29.0
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
146.0
""
168.0
""
""
""
63.0
""
""
""
""
""
""
26.0
69.0
""
55.0
460.0
94.0
20.0
""
""
""
""
""
""
""
""
""
""
42.0
""
""
61.0
""
""
""
""
""
39.0
""
65.0
366.0
645.0
59.0
67.0
48.0
47.0
377.0
48.0
""
411.0
100.0
317.0
2273.0
398.0
225.0
34.0
317.0
27.0
789.0
21.0
""
115.0
137.0
66.0
45.0
112.0
56.0
85.0
405.0
98.0
""
272.0
129.0
173.0
142.0
""
""
""
104.0
151.0
""
""
53.0
197.0
""
""
54.0
46.0
34.0
""
""
165.0
82.0
28.0
""
29.0
""
67.0
""
""
""
213.0
""
""
""
1321.0
41.0
2159.0
119.0
715.0
53.0
""
1874.0
865.0
152.0
2470.0
""
26.0
21.0
142.0
21.0
""
98.0
""
""
""
""
114.0
432.0
42.0
169.0
""
""
""
51.0
""
31.0
132.0
""
""
139.0
174.0
103.0
60.0
116.0
195.0
178.0
383.0
189.0
597.0
297.0
110.0
""
""
315.0
207.0
505.0
413.0
""
60.0
396.0
103.0
104.0
1661.0
61.0
""
26.0
34.0
252.0
134.0
158.0
550.0
59.0
383.0
60.0
276.0
145.0
""
""
104.0
""
""
""
157.0
101.0
1335.0
