spouse_rk_natam_male_n
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
72.0
""
""
""
""
91.0
""
""
""
50.0
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
115.0
48.0
""
""
""
36.0
""
""
23.0
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
200.0
""
235.0
34.0
36.0
""
""
430.0
34.0
261.0
147.0
46.0
""
27.0
21.0
""
""
""
60.0
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
54.0
""
""
""
""
""
40.0
""
""
""
53.0
""
""
39.0
""
""
43.0
23.0
30.0
78.0
""
51.0
""
""
100.0
""
""
""
247.0
20.0
""
""
29.0
""
""
""
24.0
""
""
105.0
32.0
""
148.0
115.0
""
124.0
161.0
""
37.0
24.0
""
25.0
79.0
""
51.0
""
20.0
44.0
39.0
46.0
""
""
""
50.0
""
40.0
""
""
45.0
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
61.0
""
""
""
""
""
""
""
""
49.0
""
""
""
""
23.0
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
33.0
34.0
""
""
""
""
""
""
""
""
42.0
52.0
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
23.0
""
""
30.0
""
49.0
""
27.0
20.0
29.0
22.0
""
""
""
""
""
23.0
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
36.0
""
24.0
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
68.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
