working_other_pooled_mean_se
0.020422421
0.029544149
0.07692565
0.014446268
0.018907817
0.042362668
0.011585498
0.065382287
0.08240813
0.024580058
0.022603799
0.0094393492
0.064318858
0.029501522
0.020341102
0.076678522
0.053248089
0.020486332
0.062833637
0.047425911
0.018415319
0.0096732108
0.021998007
0.028477751
0.009247194
0.054592542
0.021666287
0.012116907
0.0069798534
0.036624935
0.036740977
0.025055079
0.0095405709
0.0092436206
0.032993853
0.014975025
0.051635105
0.03135718
0.079545625
0.052235767
0.019917229
0.044195581
0.087826498
""
0.059645634
0.044707607
0.0091254916
0.022438349
0.014016304
0.02511874
0.015188128
0.017245563
0.027858622
""
0.07614623
0.014201571
0.055893991
0.055060688
0.054444242
0.028803721
0.044524942
0.012974272
0.073334888
0.046688754
0.040872302
0.036989257
0.10172164
0.064744994
0.05790149
0.059711564
0.049312931
0.04649372
0.039820932
0.030519724
0.053227089
0.078794949
0.036438487
0.054778535
0.051060803
0.010835691
0.038436446
0.027038993
0.051114645
0.034429587
0.010424579
0.034912605
0.030061796
0.014135495
0.01311914
0.024526823
0.032286406
0.048338607
0.047256477
0.018298751
0.04379933
0.075714715
0.031574227
0.019841122
0.0066207
0.014991565
0.013111266
0.0055371546
0.0087725427
0.014776496
0.011679224
0.0067620492
0.013546751
0.0080779418
0.034662072
0.019782208
0.019554473
0.020577013
0.012584533
0.062191501
0.011788347
0.013845328
0.012520848
0.065439299
0.059314229
0.078783415
0.024929913
0.039499685
0.038562778
0.01944186
0.041725069
0.015262099
0.016872816
0.04096251
0.064358883
0.079186425
0.0055404631
0.036172692
0.028333854
0.059773691
0.026316676
0.034593266
0.016894342
0.015009254
0.052332826
0.038566809
0.017722132
0.018181998
0.074858226
0.04881449
0.031015268
0.078307196
0.021294298
0.033312641
0.041827526
0.059526779
0.045504492
0.014134119
0.031572297
0.073607348
0.0089806495
0.017775569
0.051869094
0.019428624
0.051575452
0.039782424
0.060930535
0.066320039
0.014012801
0.0059821941
0.050001543
0.003482155
0.024059692
0.034911629
0.026029808
0.020777088
0.0046479474
0.01299797
0.033516854
0.015473267
0.033890624
0.04976188
0.012877391
0.008871818
0.031081488
0.032383263
0.035392474
0.037799824
0.0086328611
0.036427807
0.038001593
0.0079644583
0.076545529
0.03627798
0.016057504
0.055567168
0.03388685
0.015020407
0.010674205
0.058225069
0.057422202
0.030819913
0.022682995
0.01998385
0.01154183
0.041968372
0.012100209
0.017309284
0.036836665
0.023327753
0.017861772
0.013893683
0.0084557133
0.031415828
0.023753246
0.021831183
0.025148785
0.018524779
0.065081
0.054679893
0.013303765
0.013585156
0.01322387
0.0068662218
0.027544003
0.026050176
0.037132584
0.031180574
0.026560552
0.033871882
0.007449341
0.020172045
0.027707838
0.02216203
0.008080814
0.013841487
0.015000452
0.01946711
0.068832129
0.025720816
0.081688516
0.031329922
0.076642506
0.021208527
""
0.053065442
0.027198464
0.035050176
0.025120087
0.015356705
0.02745734
0.030045168
0.019416418
0.010420325
0.030126508
0.01930248
0.0073619527
0.018300362
0.026848404
0.069028348
0.017376486
0.032214276
0.035287268
0.01044846
0.036179386
0.014771722
0.027985288
0.013429751
0.010992995
0.010328484
0.010064386
0.0030464774
0.010295909
0.0043193726
0.0045334063
0.012647205
0.013170422
0.026836874
0.063489027
0.024240816
0.077953979
0.04191149
0.013931983
0.02067351
0.034892466
0.023721196
0.0065769139
""
""
0.0043683518
0.010304407
0.030940443
0.013727546
