frac_years_xw_asian_male
0.7617296
0.61941272
""
0.73112959
0.76592314
""
0.74711531
""
""
0.74669099
0.72410488
0.75066048
""
0.71449113
0.67428088
""
""
0.65705806
""
""
0.68186468
0.6827082
0.66925389
0.64098591
0.73172218
""
0.68384457
0.69474477
0.83006763
0.56201088
0.69604242
0.75837344
0.79338068
0.7508601
0.74043667
0.7672202
""
0.65332073
""
""
0.72313094
""
""
""
""
0.73624474
0.82555622
0.72143495
0.78171337
0.73095679
0.65346086
0.74491531
0.70993853
""
""
0.74047565
""
""
""
0.69802511
0.70049489
0.73198283
""
""
""
0.65705323
""
""
""
""
0.66250563
""
0.71073419
0.6857003
""
""
0.62446135
0.55673498
""
0.79288763
0.81759936
0.73475271
""
0.75281841
0.76787597
0.73921841
0.70516247
0.72496295
0.64745897
0.74688709
0.71367663
""
0.78062475
0.7889418
""
""
0.63188469
0.62990922
0.73002392
0.69873059
0.74073303
0.80716658
0.73945594
0.65877908
0.7800073
0.7680257
0.73980045
0.80348486
0.52980769
0.58904248
0.72134793
0.74100405
0.74705386
""
0.77951241
0.74743772
0.79930758
""
""
0.66390067
0.63597262
0.70371634
0.59090108
0.52911568
0.62188226
0.73162991
0.69536239
0.69413763
0.68341613
0.836896
0.70090598
0.61730158
0.62105173
0.63285404
0.64724952
0.54780811
0.67689747
0.76663846
0.47727075
0.72106886
0.64971679
0.7182523
""
""
0.66249317
""
0.75037581
0.67711633
0.5577845
0.5394538
""
0.76614648
0.7737245
""
0.76272768
0.71200478
""
0.74191815
""
0.78323382
""
""
0.62196368
0.81002891
""
0.82336926
0.68433958
0.71324861
""
0.78511566
0.80658579
0.7997914
0.78595728
0.74224514
0.77565104
""
0.70968896
0.806548
0.64402819
0.72736698
""
0.67092633
0.79339743
0.6354779
0.71927601
0.80537093
""
0.72587103
0.75761408
""
""
0.75281537
0.77682078
""
""
0.75792128
0.74368846
0.77996737
0.79908806
0.70220929
0.7607308
0.76437449
0.78714943
0.7183069
0.71026993
0.80116022
0.76470435
0.76822639
0.72397095
0.7629686
0.58926058
0.78839523
""
""
0.80492496
0.77554083
0.77488136
0.82340586
0.79459745
0.79014832
0.64940578
0.78262693
0.71683997
0.7571727
0.80328822
0.82685083
0.75587708
0.76068032
0.8215993
0.78111899
0.80961382
0.73327643
""
0.72544873
""
0.66837186
""
0.77816415
""
0.59176987
0.78867638
0.67211902
0.7138586
0.72683889
0.78481197
0.75860822
0.69490993
0.77538937
0.66676593
0.77628469
0.83170187
0.77761114
0.75861609
""
0.65140373
0.67549938
0.75667948
0.77626383
0.77115554
0.73181981
0.74668312
0.77105057
0.84113604
0.77736813
0.73948497
0.77890575
0.81215119
0.80625904
0.80189723
0.78344166
0.67572707
0.63531578
""
0.69529933
""
0.75245428
0.75992489
0.74460161
""
0.59040272
0.77614963
""
""
0.77339029
0.76677525
0.66690087
0.76973099
0.79582953
0.70861977
""
""
""
""
0.65551853
""
""
""
0.78393835
0.71367532
0.72749358
0.78237081
""
0.66370958
0.78054541
0.71690816
0.78783768
""
0.70362818
0.84837866
""
0.73290271
0.82054126
0.796386
0.82324791
0.77229571
0.78006786
""
0.78870273
0.74368024
0.70261186
0.72485983
0.80326635
0.78648311
0.83005846
0.72070694
0.74967754
0.73734486
0.74050379
0.78364336
0.78331769
""
0.79002386
0.75962776
0.81544065
0.787067
0.78854746
0.79760289
0.65458649
0.69874543
0.8229636
""
""
0.75273091
0.78523785
0.70997405
""
""
""
""
""
0.84872127
0.69401848
0.74513215
""
0.74175555
0.6960535
""
0.76193428
""
0.75271267
0.79512954
""
0.78340387
""
""
""
""
""
""
""
""
""
0.66832429
""
""
""
""
""
""
0.4807494
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.71474844
""
""
""
""
""
""
0.64649194
""
""
0.71456492
0.65827751
""
""
""
0.73345906
""
""
""
""
""
""
""
""
""
""
""
""
""
0.6785562
0.81753075
0.81672806
0.6859622
0.8041026
0.7712779
0.77536607
0.76208985
0.82783389
""
""
""
0.70111018
""
""
""
""
0.73794311
0.69079477
""
""
""
""
0.77742606
""
0.69040668
0.73533207
""
0.80340576
""
""
0.79666299
""
""
""
""
""
""
0.77659869
""
""
0.76225108
""
""
""
""
""
""
""
""
""
""
""
""
0.69944733
""
""
0.73871136
0.80267328
""
""
0.64790404
""
0.8346805
""
""
""
""
""
""
0.76054209
""
""
0.71210599
0.76602715
0.73257977
0.73059839
0.7858153
""
0.7295289
0.73585773
0.63012594
0.79877239
0.73638391
0.5789147
""
""
0.7454257
""
0.77744263
0.420313
0.68882102
""
0.52658641
0.83068001
0.74517143
0.64702195
0.72242093
0.78150934
""
""
0.67493719
0.72800928
0.71742624
""
""
""
0.6682539
""
""
0.71918631
0.64952165
""
0.80234313
""
""
""
""
""
0.65110654
""
""
0.78054363
""
""
0.70332795
0.73110706
""
""
0.7523489
""
0.77343994
""
""
""
0.77462447
""
""
""
""
""
0.66331059
0.6721676
0.72063529
0.70154589
0.67649806
0.82271123
0.8019563
0.64872235
0.4735713
0.82791239
""
""
""
""
""
""
""
""
0.7327587
""
""
0.76802558
""
""
""
""
""
0.7639305
0.60467541
0.71609896
0.78155535
0.80517721
0.71129757
0.67923528
0.70270199
0.72992921
0.71551085
0.71232605
""
0.59680706
""
""
0.81290734
""
0.61240548
0.75739312
""
""
0.74831468
""
""
""
""
""
0.55670124
0.7913655
0.69145775
0.68975353
""
""
""
0.65276355
""
""
0.70218748
""
""
""
""
""
""
""
""
0.77544039
""
""
""
""
""
""
""
0.7875486
0.6207701
""
""
0.80331045
""
0.84871942
0.8330521
0.83138788
""
0.64817351
""
""
""
0.75939238
""
0.78877223
""
0.74877667
0.72132981
""
0.63959545
0.58917004
""
0.68161219
0.79117298
0.7709887
""
0.66513485
0.86971265
""
0.53537041
""
""
""
""
0.79400009
0.76587647
0.77776331
0.83500528
""
""
""
""
""
""
0.68369037
""
""
0.72394013
0.67894703
0.79243368
0.57072622
0.64775127
0.75065821
0.7926901
0.77269071
0.75953013
0.7941395
0.83772522
0.79926097
""
""
0.76789492
0.77896917
0.85635543
0.66732073
""
""
0.84140289
0.66300809
0.77428788
0.81341851
0.69759774
0.68163019
0.71184933
0.805852
0.66816753
""
0.74225616
0.81740648
0.7182768
0.75361586
0.69855642
0.77508694
0.69166768
""
""
0.66582406
""
""
""
0.72526675
0.77597743
0.81139082
