kir_imm_black_female_p10
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.33180252
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48526341
""
""
0.5072003
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51110399
""
""
""
""
""
0.55141318
""
""
0.50117695
""
""
""
""
""
""
""
""
0.42685503
""
""
""
""
""
""
""
""
""
""
0.49027938
""
""
0.40817618
0.45290208
""
0.41365615
0.45933935
0.73087454
""
""
0.48768449
""
0.51205951
""
""
""
""
0.30621693
""
""
""
""
""
""
""
""
""
""
""
""
0.43652123
""
""
""
""
""
""
""
""
""
""
""
""
""
0.27984327
""
""
""
""
0.24989691
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53856844
0.51490068
""
""
0.52624929
""
""
""
""
0.58115631
""
0.53481686
0.65620363
""
""
""
0.42468253
0.44294259
""
0.3796173
""
""
0.41111887
""
""
""
0.34609073
""
""
""
""
""
""
""
""
""
""
""
""
0.40322235
""
""
""
""
""
""
0.55224472
0.57729495
""
""
""
0.42260236
0.52571428
""
0.44582954
""
""
""
""
0.43470535
0.46654129
0.42190796
""
0.36213773
0.46316651
""
""
0.44091937
""
0.58276147
0.33671951
""
""
""
""
0.49913558
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49630728
""
0.50391006
""
""
""
""
""
""
""
""
""
""
0.45940068
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.33449829
""
""
""
""
""
""
0.41265088
""
""
""
""
""
""
""
0.51718092
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65925241
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.34574839
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41221505
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50047988
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47179708
""
""
""
""
""
0.4954913
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56820506
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
