hours_wk_asian_female_mean
""
""
""
28.580469
""
""
25.97393
""
""
""
""
35.718174
""
""
""
""
""
""
""
""
""
22.398897
""
""
28.579409
""
""
""
31.231165
""
""
""
32.204346
31.51992
""
37.289917
""
""
""
""
""
""
""
""
""
""
32.47617
""
34.655357
""
""
""
""
""
""
""
""
""
""
""
""
24.036045
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.527473
""
""
""
""
34.451511
""
""
""
37.447388
""
""
""
""
38.572292
""
""
""
""
30.370222
31.106997
""
31.265947
33.951874
32.64566
29.582575
29.982775
""
24.966349
""
""
""
""
36.075432
""
28.263775
29.291479
29.072088
""
""
""
""
""
""
""
""
""
""
""
""
""
33.72715
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.670776
""
""
35.532112
""
""
""
""
""
""
""
""
33.937576
""
33.092346
""
""
""
""
30.982317
26.995832
""
""
""
""
""
36.647064
""
""
""
""
36.882408
""
""
31.880013
""
""
""
""
""
""
33.583538
""
""
""
""
""
28.534439
""
32.635815
""
""
""
""
31.123081
32.89867
""
""
""
""
""
""
""
36.971302
""
""
34.629921
""
""
""
""
""
""
35.385338
""
""
""
34.681393
18.050936
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.294907
""
""
34.073002
""
""
""
""
""
""
31.824135
""
35.783287
""
38.045826
36.152245
35.765717
31.473869
31.437689
32.198872
33.393238
32.624409
37.518078
31.643074
""
""
""
""
""
35.14135
""
""
""
33.23336
""
""
33.670391
34.69754
""
25.675913
31.261131
""
""
""
""
""
""
""
""
""
""
""
""
31.974422
""
""
37.488445
""
""
""
""
""
""
""
""
""
""
35.157471
""
""
27.585711
36.399036
""
""
28.971521
""
""
""
""
""
""
""
""
""
28.77919
21.54175
28.699806
""
31.768078
27.379002
""
""
32.512802
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.759535
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.411963
""
""
""
""
""
""
30.024136
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.694267
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.116711
""
""
""
""
""
""
33.562103
""
""
""
""
""
""
""
""
""
""
""
34.679207
""
""
""
34.292656
""
""
""
29.581703
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.11842
""
32.846443
""
""
""
""
""
""
""
""
""
""
""
""
""
34.830357
34.202293
20.719687
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.316961
32.530025
""
""
""
""
""
""
""
""
""
""
31.965914
""
""
""
""
""
30.536211
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.01619
36.48362
29.520597
""
""
""
""
""
38.787418
""
33.350979
""
33.084713
""
""
""
""
""
""
34.843636
""
""
23.006752
""
""
""
""
""
""
""
25.463667
30.886248
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.913311
28.106628
28.277977
21.770401
31.834108
33.936581
""
""
""
30.096027
29.938961
32.821926
31.615572
""
""
32.569782
""
30.727732
31.705391
""
""
""
""
26.211851
""
""
31.721352
""
31.291952
""
""
""
""
""
""
""
""
""
""
""
30.597647
