work_29_white_female_p50
0.71764445
0.76914245
0.77929139
0.69816649
0.72529542
0.78973174
0.79130936
0.72261149
0.78801441
0.73917514
0.6977722
0.72079837
0.73838156
0.80413902
0.74333477
0.76123387
0.72593027
0.7378577
0.68495965
0.7790857
0.74655175
0.74933404
0.7373457
0.75946939
0.76818746
0.75709921
0.75443465
0.72680742
0.71369964
0.73913413
0.74387032
0.80064732
0.78721273
0.78204292
0.77176559
0.73963398
0.74812412
0.76047707
0.74071604
0.72977376
0.76993531
0.71821254
0.74298173
0.80726475
0.75221658
0.75378686
0.74970764
0.73858374
0.73284274
0.6915763
0.76338464
0.7498495
0.78066987
0.73551953
0.78081298
0.75701708
0.73520929
0.76088136
0.73808354
0.66391212
0.75672656
0.77301246
0.75678092
0.69652659
0.63779277
0.80187261
0.69808352
""
""
0.75900751
0.82951117
""
0.66556865
""
0.7362892
0.68965507
0.83224159
0.74454528
0.73582941
0.78517729
0.75158155
""
""
0.70374703
0.55566078
0.66259402
""
0.9405005
0.68827569
0.7266416
""
0.72595596
0.71055561
0.75728643
""
0.61089814
0.69734704
0.70615631
0.76293683
0.7301895
0.62114561
0.70128381
0.7770732
0.75345373
0.7513057
0.6895262
0.7811178
0.73472339
0.7527504
0.74549335
0.73717666
0.77108878
0.74535894
0.77824122
0.76092929
0.7782827
0.78642702
0.83516204
0.75767314
0.7302326
0.77516037
0.78613085
0.75353754
0.77812922
0.7642405
0.79240376
0.77852583
0.74792975
0.7746734
0.74103874
0.79698575
0.80749995
0.75212318
0.76644152
0.74216628
0.74472058
0.76858526
0.80248725
0.78456044
0.77512199
0.75562495
0.80817395
0.76923931
0.76866668
0.81912374
0.7729075
0.79291564
0.76786882
0.80131048
0.83977216
0.75913149
0.72683901
0.72865546
0.76603943
0.77076465
0.75692689
0.74933231
0.77879089
0.80231804
0.73751569
0.76919788
0.79704386
0.7609688
0.79183954
0.77782029
0.78825492
0.74488491
0.73295665
0.75628835
0.82293463
0.77681154
0.73998213
0.73259592
0.7726177
0.81205034
0.81976199
0.77263349
0.80017251
0.75685883
0.74289727
0.75855798
0.73459435
0.77135187
0.74973464
0.83926082
0.7571339
0.76554918
0.84753054
0.74186683
0.72583032
0.69721431
0.78850806
0.77028197
0.69711655
0.74474049
0.74107009
0.67218345
0.74323082
0.72502625
0.78206056
0.69183093
0.73506236
0.72765011
0.72465307
0.76671201
0.72294325
0.78317297
0.72680372
0.74206603
0.72149813
0.75022054
0.70953894
0.77303171
0.77381188
0.73173046
0.77061719
0.73842579
0.78030092
0.72522277
0.7566539
0.74045014
0.73168832
0.76278079
0.78273422
0.73815536
0.75262165
0.79926932
0.7647512
0.77524608
0.7487669
0.73649234
0.87593943
0.74680519
0.75250953
0.7747308
0.72231317
0.70189667
0.71008015
0.78691345
0.72683454
0.72840756
0.76360935
0.76473147
0.69343692
0.77325273
0.79429203
0.80497295
0.71360856
0.76505202
0.77592438
0.78993797
0.77738315
0.80439788
0.98820585
0.83218658
0.66250414
""
0.76047659
0.79681122
0.75150257
0.8036164
0.81556755
0.7779811
0.74407452
0.78835958
0.75258994
0.76744145
0.77499664
0.81229359
0.77683365
0.8248772
""
0.82338154
0.8654719
0.79677129
0.8756606
0.88895154
0.66886604
0.79100174
0.77934742
0.80968696
0.78957158
0.80494857
0.75677252
""
0.7565586
0.74477142
0.729289
0.78692478
0.78861994
0.68172425
0.77309471
0.79310811
0.79537994
0.77214873
0.78470188
0.75882149
0.82104653
0.74441367
0.71157813
0.91156054
0.87533516
0.77891856
0.81274331
0.7562722
0.79540282
0.77282673
0.82830012
0.83352304
0.85042584
0.83016163
0.84562361
0.84272486
0.82703149
0.82423204
0.82527828
0.7848798
0.81851554
0.8075282
0.77250421
0.78196478
0.71269572
0.75724614
0.71553785
0.76790398
0.79368663
0.75485617
0.770302
0.74723911
0.75844723
0.80692029
0.75571716
0.75320995
0.69792366
0.76032513
0.75064856
0.77524298
0.78592962
0.76912415
0.71366984
0.74674636
0.76764202
0.70706046
0.78770238
0.76193464
0.74625278
0.77874482
0.76361209
0.75542611
0.79087681
0.76204419
0.76646978
0.70585936
0.76495558
0.77549911
0.7965948
0.74100852
0.77570564
0.78758609
0.7806502
0.76557988
0.77249861
0.78693831
0.80336893
0.72333384
0.76187652
0.7312364
0.77694619
0.76257783
0.79000843
0.7509439
0.79136258
0.75816053
0.7316469
0.76586616
0.77935809
0.74550468
0.78726202
0.79086828
0.77171576
0.74321347
0.76713395
0.7758131
0.7785427
0.79582179
0.73628151
0.74445575
0.76683289
0.69989049
0.79725856
0.7816233
0.79631817
0.70292795
0.71075082
0.70303279
0.7453481
0.73947358
0.75721681
0.77845263
0.74775666
0.72599059
0.73771256
0.75266713
0.76558661
0.73323196
0.78946656
0.73643672
0.72200048
0.73845696
0.74543709
0.72813189
0.75646579
0.74644434
0.73202288
0.73208106
0.7901268
0.73805308
0.72468299
0.72827542
0.77402395
0.7368331
0.76214933
0.7508446
0.71341252
0.74339926
0.67339784
0.76569933
0.73758441
0.73112184
0.73925745
0.7895872
0.82276297
0.68709129
0.76318514
0.72014552
0.72455436
0.70857084
0.72432494
0.77953511
0.76052731
0.7540884
