staycz_natam_female_n
""
42.0
""
""
""
""
""
22.0
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
26.0
""
49.0
""
""
""
""
""
""
""
""
58.0
66.0
""
""
143.0
""
""
""
""
130.0
""
""
21.0
114.0
""
28.0
38.0
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
30.0
""
788.0
291.0
""
""
55.0
220.0
""
""
113.0
100.0
48.0
53.0
186.0
30.0
86.0
157.0
113.0
142.0
""
53.0
49.0
""
""
26.0
""
""
115.0
964.0
36.0
1027.0
157.0
149.0
""
62.0
2214.0
127.0
1159.0
854.0
263.0
""
61.0
74.0
""
""
""
164.0
""
""
""
""
""
""
""
""
""
""
""
""
75.0
""
""
""
""
""
21.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
75.0
""
""
33.0
""
""
112.0
""
""
""
""
""
89.0
""
""
""
227.0
""
25.0
114.0
""
""
144.0
54.0
47.0
229.0
""
208.0
59.0
66.0
227.0
65.0
25.0
24.0
914.0
48.0
25.0
""
79.0
62.0
""
""
66.0
26.0
34.0
335.0
89.0
""
440.0
331.0
""
340.0
507.0
58.0
137.0
48.0
69.0
79.0
254.0
45.0
123.0
""
43.0
115.0
136.0
160.0
43.0
55.0
""
144.0
""
118.0
65.0
63.0
152.0
""
130.0
""
""
""
48.0
""
""
""
""
""
""
""
""
""
215.0
""
45.0
""
""
188.0
""
""
""
""
""
""
""
""
152.0
""
""
""
50.0
62.0
""
""
""
53.0
""
""
87.0
""
""
""
""
""
""
""
""
57.0
""
""
""
""
""
""
""
""
""
""
52.0
""
32.0
53.0
""
""
50.0
89.0
""
21.0
32.0
39.0
28.0
48.0
23.0
""
54.0
""
82.0
154.0
""
""
""
36.0
""
""
""
""
119.0
106.0
""
""
""
""
22.0
""
""
""
""
21.0
""
111.0
""
""
""
""
""
29.0
55.0
28.0
""
""
""
32.0
32.0
""
100.0
""
""
60.0
""
112.0
""
88.0
37.0
102.0
60.0
""
""
39.0
44.0
43.0
43.0
""
""
""
""
60.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
26.0
""
""
""
""
58.0
""
""
""
""
""
""
""
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
65.0
""
""
""
""
""
""
50.0
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
88.0
""
""
101.0
""
86.0
""
21.0
93.0
""
""
""
32.0
""
""
""
57.0
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
295.0
""
""
""
""
""
65.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
24.0
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
""
""
""
79.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
