kfr_stycz_white_male_n
14665.0
6215.0
1414.0
18320.0
8546.0
1314.0
18218.0
1962.0
1259.0
7080.0
8733.0
25881.0
1129.0
3306.0
8062.0
839.0
666.0
7941.0
1099.0
1034.0
9097.0
7737.0
6387.0
2503.0
21848.0
580.0
2950.0
8063.0
19492.0
1584.0
1981.0
4487.0
17942.0
8927.0
1051.0
10699.0
2027.0
2810.0
323.0
329.0
8108.0
1482.0
857.0
454.0
881.0
887.0
21961.0
6651.0
16302.0
3716.0
8002.0
12993.0
4586.0
249.0
447.0
8666.0
1149.0
400.0
348.0
2146.0
1353.0
14015.0
582.0
2032.0
3592.0
2844.0
852.0
1646.0
2046.0
3036.0
853.0
1542.0
967.0
3673.0
1751.0
1151.0
3913.0
3051.0
1185.0
17624.0
1635.0
4445.0
2489.0
4363.0
29804.0
3572.0
3654.0
4838.0
11477.0
7020.0
5445.0
2250.0
2640.0
11828.0
2432.0
898.0
5173.0
9779.0
43596.0
10869.0
13706.0
27498.0
22169.0
11473.0
12255.0
27987.0
11001.0
25251.0
2671.0
7039.0
4682.0
3096.0
11047.0
599.0
10797.0
19248.0
8581.0
426.0
478.0
504.0
3845.0
2169.0
1523.0
1770.0
1555.0
6173.0
6155.0
1777.0
969.0
1110.0
54239.0
2661.0
3245.0
1690.0
5962.0
2593.0
10083.0
4289.0
579.0
1749.0
6321.0
4371.0
513.0
891.0
2135.0
451.0
4450.0
2488.0
1147.0
1117.0
3431.0
20275.0
3810.0
469.0
13921.0
11399.0
1007.0
5592.0
1402.0
3814.0
432.0
1591.0
5357.0
42495.0
624.0
55470.0
2803.0
2747.0
816.0
8116.0
108428.0
9311.0
3208.0
13267.0
3137.0
1258.0
11693.0
34602.0
3894.0
1883.0
2182.0
2506.0
30339.0
3586.0
2832.0
53716.0
1326.0
4377.0
12697.0
1060.0
2159.0
5226.0
29841.0
1365.0
2169.0
5184.0
6818.0
7222.0
20598.0
2575.0
15377.0
10051.0
3512.0
4850.0
9967.0
15225.0
37133.0
4705.0
6803.0
7891.0
6805.0
11225.0
1365.0
1388.0
14662.0
19074.0
10492.0
56144.0
5422.0
5706.0
2923.0
4650.0
6552.0
3360.0
40384.0
8950.0
6330.0
10351.0
61813.0
18610.0
16240.0
9244.0
1187.0
6143.0
941.0
2969.0
1161.0
7872.0
537.0
3643.0
8814.0
3874.0
4196.0
10876.0
3688.0
2737.0
4789.0
25646.0
3186.0
6749.0
53513.0
7647.0
4678.0
1028.0
5667.0
3783.0
2467.0
23168.0
4626.0
18781.0
5452.0
13745.0
27411.0
26242.0
14937.0
115942.0
22391.0
74429.0
107717.0
11661.0
8665.0
2973.0
445.0
6279.0
537.0
1467.0
16782.0
6944.0
1882.0
4937.0
33751.0
116.0
90.0
91372.0
29772.0
2366.0
12728.0
61025.0
3451.0
909.0
827.0
529.0
1366.0
2192.0
1503.0
1744.0
617.0
3945.0
2724.0
7614.0
74891.0
1254.0
3584.0
5961.0
1646.0
1907.0
1594.0
2513.0
5515.0
690.0
4255.0
6484.0
3641.0
5119.0
15696.0
8112.0
1538.0
10428.0
8020.0
5610.0
3123.0
13523.0
4340.0
2414.0
2779.0
4706.0
7698.0
3390.0
3168.0
9673.0
1774.0
13903.0
14223.0
36523.0
3018.0
127556.0
14740.0
2400.0
4336.0
59037.0
887.0
1997.0
6636.0
10783.0
3980.0
1181.0
2185.0
1703.0
1213.0
1458.0
4128.0
2541.0
3427.0
689.0
3836.0
5976.0
809.0
4655.0
1862.0
1887.0
5129.0
437.0
7710.0
62.0
285.0
1472.0
1161.0
519.0
299.0
219.0
730.0
656.0
3391.0
37.0
106.0
40.0
305.0
125.0
76.0
1866.0
205.0
25.0
""
60.0
124.0
""
60.0
78.0
152.0
267.0
723.0
374.0
618.0
760.0
322.0
5598.0
987.0
365.0
294.0
25.0
116.0
1131.0
2234.0
499.0
640.0
2550.0
5174.0
300.0
861.0
55.0
3071.0
1867.0
239.0
152.0
92.0
207.0
947.0
579.0
416.0
257.0
133.0
93.0
416.0
43.0
1942.0
1130.0
1582.0
1239.0
1378.0
1151.0
1046.0
2420.0
15581.0
904.0
785.0
1083.0
4095.0
""
27.0
""
""
1369.0
2508.0
357.0
111.0
1242.0
1349.0
794.0
489.0
1763.0
4456.0
418.0
7579.0
947.0
1072.0
22842.0
889.0
282.0
""
117.0
215.0
958.0
12807.0
72.0
55.0
2694.0
249.0
179.0
132.0
109.0
213.0
311.0
156.0
62.0
401.0
1093.0
922.0
222.0
1380.0
34.0
466.0
10211.0
49103.0
405.0
""
570.0
1060.0
1856.0
929.0
219.0
93.0
448.0
199.0
209.0
1511.0
515.0
462.0
2828.0
7101.0
12987.0
1744.0
1123.0
1348.0
910.0
3340.0
2319.0
43211.0
4343.0
2233.0
758.0
466.0
7054.0
1852.0
12323.0
3074.0
6689.0
1297.0
3218.0
6873.0
2057.0
8955.0
1553.0
19853.0
833.0
585.0
2298.0
4236.0
1027.0
81.0
354.0
""
1611.0
23.0
1203.0
4535.0
1089.0
261.0
4836.0
1026.0
97.0
75.0
""
425.0
638.0
234.0
149.0
393.0
241.0
269.0
402.0
2438.0
623.0
206.0
19738.0
911.0
19539.0
305.0
897.0
""
4744.0
304.0
92.0
62.0
26.0
73.0
280.0
1955.0
5092.0
2540.0
5798.0
64311.0
9515.0
2686.0
1359.0
1821.0
269.0
72.0
197.0
225.0
52.0
657.0
273.0
401.0
3781.0
124.0
151.0
3069.0
521.0
96.0
356.0
1008.0
913.0
4504.0
1428.0
4975.0
36127.0
51993.0
3846.0
7947.0
5674.0
4227.0
3182.0
866.0
99.0
2207.0
1282.0
1433.0
26704.0
1197.0
3601.0
4183.0
1523.0
""
7072.0
47.0
""
""
""
""
148.0
553.0
174.0
236.0
""
""
""
1823.0
359.0
222.0
2085.0
234.0
844.0
289.0
688.0
836.0
320.0
""
54.0
3978.0
""
147.0
1756.0
1574.0
1222.0
146.0
339.0
2461.0
2927.0
1381.0
264.0
2252.0
20.0
4410.0
196.0
686.0
183.0
1125.0
87.0
53.0
465.0
8871.0
79.0
60217.0
475.0
13527.0
4556.0
174.0
2477.0
4526.0
497.0
975.0
566.0
2711.0
815.0
13457.0
1194.0
117.0
3783.0
1057.0
212.0
589.0
""
13111.0
49169.0
4761.0
8190.0
215.0
139.0
645.0
1207.0
305.0
2223.0
2517.0
99.0
126.0
4907.0
2271.0
5926.0
773.0
3586.0
11336.0
9667.0
16191.0
6918.0
41724.0
22098.0
1082.0
360.0
223.0
9433.0
10181.0
46654.0
24496.0
23.0
301.0
33984.0
1826.0
8546.0
150409.0
2093.0
916.0
1432.0
1888.0
15256.0
1396.0
5265.0
43788.0
1128.0
21666.0
1381.0
4121.0
7221.0
1044.0
123.0
3687.0
26.0
98.0
164.0
3693.0
1839.0
83150.0
