two_par_pooled_pooled_n
5860.0
13668.0
2592.0
1740.0
4650.0
1004.0
2434.0
12708.0
3861.0
1900.0
3500.0
1344.0
2785.0
1065.0
1223.0
4947.0
5203.0
1344.0
821.0
3388.0
1160.0
7094.0
6043.0
5125.0
5070.0
7250.0
3508.0
9695.0
1593.0
2450.0
2360.0
1096.0
1499.0
1843.0
9807.0
4539.0
66005.0
1132.0
7747.0
3521.0
9100.0
6336.0
1442.0
2130.0
26337.0
2220.0
2198.0
7711.0
39872.0
1866.0
25749.0
11511.0
1125.0
1854.0
2674.0
1839.0
5653.0
6046.0
15186.0
1116.0
8179.0
4043.0
15268.0
5590.0
1328.0
1159.0
2049.0
137.0
152.0
29579.0
790.0
50.0
106.0
188.0
9758.0
71.0
128.0
3145.0
3407.0
1208.0
1275.0
452.0
92.0
4434.0
524.0
356.0
365.0
108.0
379.0
907.0
26.0
352.0
449.0
117.0
25.0
384.0
3035.0
12227.0
10943.0
3861.0
2880.0
748.0
1060.0
271075.0
15186.0
7234.0
75771.0
14678.0
4593.0
14079.0
15648.0
2133.0
2149.0
3315.0
15963.0
3216.0
1145.0
400.0
2328.0
1521.0
2102.0
1626.0
2309.0
775.0
2294.0
2051.0
7233.0
5975.0
6197.0
1872.0
756.0
1819.0
1864.0
8103.0
1616.0
1052.0
8399.0
1436.0
3761.0
2306.0
3157.0
1317.0
3799.0
806.0
1483.0
9421.0
2229.0
546.0
1516.0
1047.0
1032.0
1125.0
2092.0
6560.0
1235.0
1077.0
4603.0
5818.0
1084.0
618.0
992.0
846.0
3020.0
843.0
2613.0
836.0
2319.0
1827.0
5401.0
616.0
39475.0
1745.0
2693.0
9111.0
899.0
632.0
12914.0
1429.0
1429.0
948.0
4987.0
1597.0
14602.0
6428.0
695.0
1726.0
124524.0
100.0
2885.0
18486.0
2740.0
1554.0
91774.0
2684.0
15818.0
80518.0
2745.0
10436.0
22290.0
1628.0
73185.0
13989.0
3858.0
2561.0
767108.0
14159.0
17480.0
1588.0
7603.0
24569.0
741.0
402.0
40513.0
12168.0
9097.0
232889.0
27384.0
1183.0
163062.0
118199.0
6865.0
188952.0
245886.0
50106.0
61681.0
21929.0
61691.0
34826.0
143516.0
24059.0
17041.0
174.0
4148.0
47694.0
40282.0
50285.0
9819.0
6127.0
540.0
40047.0
4827.0
78928.0
15765.0
7384.0
42755.0
1663.0
62661.0
692.0
402.0
618.0
23880.0
6107.0
1417.0
83.0
652.0
509.0
147.0
351.0
332.0
2853.0
51664.0
53.0
20455.0
1171.0
2521.0
62660.0
4565.0
4737.0
354.0
212.0
966.0
22.0
669.0
72.0
60448.0
156.0
791.0
731.0
4206.0
25499.0
1519.0
442.0
2290.0
13425.0
22.0
1926.0
2350.0
3866.0
3347.0
2370.0
291.0
1642.0
535.0
744.0
1572.0
14560.0
775.0
1400.0
667.0
347.0
36.0
163.0
306.0
369.0
2414.0
618.0
20359.0
1256.0
68536.0
71185.0
16319.0
13248.0
65535.0
24300.0
12413.0
10414.0
13645.0
47046.0
13697.0
47464.0
18013.0
2296.0
18016.0
2265.0
47845.0
146685.0
1073.0
13205.0
10191.0
20198.0
18355.0
5207.0
2187.0
873.0
84226.0
31776.0
5680.0
703.0
4656.0
1236.0
636.0
1052.0
939.0
1739.0
3290.0
13389.0
7400.0
98132.0
1611.0
10504.0
4201.0
1307.0
501.0
20321.0
40270.0
20566.0
3051.0
514.0
1496.0
24400.0
23138.0
11149.0
200541.0
7302.0
6316.0
20904.0
4199.0
96762.0
23734.0
94794.0
33223.0
73606.0
47851.0
5773.0
13674.0
21938.0
14390.0
27398.0
45381.0
3463.0
3359.0
1658.0
1095.0
42150.0
2379.0
3967.0
1980.0
1641.0
460.0
1007.0
194.0
3798.0
1373.0
4746.0
7984.0
1999.0
1440.0
15999.0
996.0
904.0
1675.0
2865.0
4233.0
2409.0
2075.0
200.0
5058.0
791.0
9240.0
5418.0
728.0
24644.0
3124.0
2128.0
15121.0
8130.0
267.0
32715.0
619.0
56060.0
3349.0
3728.0
12806.0
1507.0
9950.0
1170.0
2314.0
1262.0
1578.0
2254.0
71659.0
1596.0
1011.0
11235.0
12402.0
985.0
247.0
4083.0
1964.0
1911.0
880.0
1430.0
13054.0
7236.0
8904.0
1869.0
74524.0
1844.0
221.0
7393.0
4507.0
1844.0
1572.0
60184.0
2731.0
14134.0
817.0
2510.0
2555.0
1994.0
1200.0
15563.0
14624.0
1070.0
4481.0
1267.0
1220.0
1388.0
730.0
657.0
2662.0
1640.0
642.0
4435.0
3009.0
7889.0
763.0
759.0
9434.0
2010.0
2251.0
647.0
1156.0
2193.0
669.0
1921.0
482.0
2378.0
2346.0
541.0
1657.0
3592.0
22520.0
6580.0
3124.0
1004.0
8621.0
2555.0
2195.0
1715.0
1332.0
3733.0
637.0
1930.0
153.0
782.0
624.0
23755.0
7719.0
237.0
1461.0
758.0
6653.0
2260.0
