kfr_stycz_other_male_mean_se
0.052346148
0.042556126
""
""
""
""
""
0.026602106
""
""
""
""
""
""
""
0.036421772
0.050276235
""
""
""
""
0.057157043
0.043815687
""
0.035891697
0.050085768
""
0.04586032
""
""
""
""
""
""
0.03671575
0.045749608
0.0183134
""
0.050722662
0.043221585
0.060263183
0.044298783
""
""
0.018709123
""
""
""
0.019406755
""
0.030477589
0.038115956
""
""
""
""
0.042546179
0.064278275
0.051173571
""
""
""
0.039515465
0.085899778
""
""
""
""
""
0.0098929135
""
""
""
""
0.021903358
""
""
0.032392308
0.035711374
0.073926434
0.057768807
""
""
0.030758109
""
""
""
""
""
0.036934819
""
""
""
""
""
""
""
0.023609223
0.029441234
""
""
""
""
0.0058988761
0.023893688
0.040010419
0.011634597
0.027693562
""
0.034023196
0.033775967
""
""
""
0.025034465
""
""
""
""
""
""
""
""
""
""
""
0.046919007
0.033859994
""
""
""
""
""
0.057722181
""
""
0.033035364
""
""
""
""
""
""
""
""
0.076610237
""
""
""
""
""
""
""
0.042990986
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.048006136
""
0.01972945
""
""
0.043540291
""
""
0.026031867
""
""
""
""
""
0.021624267
0.04809152
""
""
0.0060384739
""
0.049795706
0.019030595
0.059306681
""
0.0076550278
0.052888516
0.025177361
0.011210384
""
0.022035165
0.038184624
""
0.012090952
0.023710545
0.040115926
""
0.003153841
0.024809502
0.018799348
0.061963495
0.033495735
0.018748624
""
""
0.013162356
0.027906468
0.032018606
0.0054361504
0.016647886
""
0.006804598
0.0057798531
0.034940667
0.0064972718
0.0048038098
0.008972778
0.0097040078
0.020815302
0.0076617333
0.015961468
0.0064849402
0.019195655
0.020637007
""
0.03068804
0.0087772589
0.012739703
0.011841227
0.024232723
0.03419916
""
0.019790962
0.044348452
0.010649695
0.020394675
0.026391536
0.014492794
""
0.011028377
""
""
""
0.024209656
0.042637698
""
""
""
""
""
""
""
""
0.012831773
""
0.023381503
""
""
0.009172543
0.039471112
""
""
""
""
""
""
""
0.013173142
""
""
""
""
0.027485345
""
""
""
0.034537219
""
""
""
0.050235402
""
""
""
""
""
""
""
0.026880601
""
""
""
""
""
""
""
""
0.050338682
""
0.027552297
""
0.014821908
0.013731823
