has_mom_black_pooled_mean_se
0.073168188
0.028440956
0.035997048
0.093363196
0.041363772
0.043078888
0.052851867
0.072393857
0.030977163
0.045341711
0.036089007
0.030617038
0.039832927
""
0.033992309
0.071920447
0.065538116
0.030509049
0.040347658
0.042965248
0.018501017
0.033262335
0.029417068
0.07059624
""
0.10311125
""
0.077524081
0.024608636
""
0.060469694
0.033625733
""
0.041575942
""
""
""
""
""
0.057962354
0.028633099
""
0.076602645
0.029316962
0.031130295
0.045182388
0.040626101
0.034548402
0.032525461
0.034230985
0.033683915
0.024933035
0.048273291
0.073736638
0.062669016
0.036825243
""
""
""
""
""
""
""
""
""
0.034266129
0.020556599
0.036997672
0.035265855
0.05642873
0.034007829
0.045138702
0.024057301
0.024294291
0.072367698
0.0368484
0.063645884
0.024068061
0.017625961
0.022316342
0.022210648
0.02736884
0.017662294
0.038993344
0.043439113
0.034321576
0.037116006
0.027480848
0.036870107
""
0.031365223
0.054135513
0.044519551
0.01816285
0.027447827
0.066633075
""
0.047424424
0.027034944
0.068794891
0.056590058
""
0.032902777
""
0.069774717
""
0.036572129
0.025096776
0.021907367
0.043155156
0.028375998
0.033910837
0.025230745
0.046402548
0.030239897
""
""
""
0.044399519
0.058004193
0.079080053
0.038265292
0.066937946
""
""
0.076960109
0.059236679
0.054997437
0.087243959
0.066044092
0.024269104
0.032326393
0.060788404
0.047186114
0.045003816
0.1026522
0.028894089
0.057989739
0.024936769
0.035511743
0.025551626
0.044540923
0.037298605
0.054344308
0.075705156
""
0.075461127
""
0.050135784
0.066290438
""
""
""
0.064074516
0.043175947
0.037651073
""
""
""
0.032463018
0.028494958
0.039599381
0.0067410897
0.018305324
0.022999147
0.03808492
0.047746148
0.028732859
""
0.055132046
0.023621306
0.041682594
0.021261282
0.037356798
0.040502701
0.059478141
0.085351408
0.058209836
0.045240112
0.041697465
0.062973313
0.032791443
0.059514418
0.026365874
0.035427134
0.077112451
0.05320438
""
0.061692651
0.036630258
0.048596952
0.029019522
0.063704811
""
""
""
""
0.030441763
""
""
0.049152866
0.037996545
0.08551082
0.034449257
0.042292368
0.08753299
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.050448641
""
""
0.014367974
0.074473433
0.071281135
0.062409654
""
0.044085756
0.021250516
0.02705357
0.021835534
0.022787552
0.024065144
0.041752644
0.046685904
0.024357967
0.022578513
0.034655113
0.051546276
0.021762298
0.021582963
0.02159705
0.019977819
0.072849229
0.045703832
0.028573075
0.032405827
0.049915757
0.045521487
0.023814285
0.020674376
""
""
""
""
""
""
""
""
0.080352664
""
""
""
""
""
0.050816268
0.054633737
""
0.031223869
0.058168065
0.033081852
0.050693411
0.072202504
0.025303451
0.042416245
0.078409314
0.035941351
0.048319913
0.048412416
0.031598013
0.037392281
0.054725319
0.024302032
0.028079329
0.079550728
0.060415629
0.029266341
0.02146407
0.053082563
0.023571147
0.020434847
""
""
0.051153034
0.036910921
0.027871504
0.048951104
0.027230587
""
0.03790791
0.027062653
0.019718913
0.0378481
0.029127259
0.058614772
0.088213705
0.10283808
""
""
""
""
""
-0.0051945648
""
""
""
""
""
0.023851482
""
""
0.036390737
0.041880284
""
0.056067061
0.093718104
""
0.044419717
""
""
""
""
""
0.040773794
""
0.036613919
0.042544838
0.084615469
""
0.033977255
0.022286326
