comcoll_natam_male_p25_se
""
""
""
""
""
""
0.043127984
""
""
""
""
0.062815487
""
""
""
""
""
""
""
""
""
0.036822446
0.15083866
""
0.16522592
""
""
""
0.16467996
""
""
""
0.15463828
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13338602
0.056964226
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11595568
""
""
""
0.052101314
""
""
""
""
""
""
""
""
""
""
""
""
0.11654347
""
""
""
0.13516937
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12891802
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.026928203
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10235193
""
0.10539375
0.12100697
""
0.045242276
""
0.085245311
""
0.12713294
0.17583375
""
""
0.1317956
0.11944048
""
0.086622
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12261096
""
""
0.077823907
""
0.10798842
""
""
""
""
""
""
""
""
""
""
""
""
0.060391158
""
0.10221596
0.11684057
""
""
""
""
""
""
""
""
""
""
""
0.042980228
""
""
0.11238094
""
""
""
0.11821454
""
0.083619975
""
""
""
0.01076678
""
""
""
""
""
0.085648082
0.0308163
""
0.026400469
""
""
""
""
""
""
""
""
""
""
""
0.065851912
0.12283207
0.096222512
0.15433887
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11149356
""
0.098052412
""
""
""
0.14668828
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.033044785
""
""
""
""
""
""
""
""
""
0.13807115
""
""
""
0.084868625
""
0.074223243
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10033687
""
""
0.11336331
0.021549251
""
""
0.05044046
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.019226646
""
""
""
""
""
""
""
""
""
""
""
""
""
0.044330496
0.068040267
""
""
0.095374197
""
""
""
0.031875517
""
""
""
""
""
""
""
""
""
""
0.068746962
""
""
""
""
""
""
0.069790423
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.056115344
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.086912483
0.086552441
""
""
""
""
0.080853164
""
0.11092842
""
""
""
""
""
""
0.12135795
""
0.062096864
""
""
0.037932325
0.036459837
0.053146802
0.11499921
0.02462393
0.062045541
""
0.090075858
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13513729
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.08966364
0.13756931
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.072849259
0.058211312
""
""
""
""
0.070054404
""
""
0.046162836
""
0.072322302
0.025268944
0.054041088
0.042093083
""
0.070583977
""
0.027129574
""
""
0.01058022
0.0062426161
0.012041158
""
""
""
0.049317297
0.010443307
0.052858867
""
0.02342099
0.070397563
0.080183446
""
""
""
""
0.034775827
0.077526957
""
""
""
0.01225473
""
""
""
""
""
""
""
0.092652984
""
""
""
""
""
""
""
""
""
0.051886819
""
""
""
0.028237378
""
0.025199151
""
0.025175709
""
""
0.020119613
0.037075914
0.085572198
0.018246932
""
""
""
""
""
""
""
""
""
""
""
""
0.086233929
""
0.067031845
""
""
""
""
""
""
0.10618423
""
""
0.14189252
0.043369357
""
""
""
0.10272365
0.098236099
0.05748751
0.053629149
0.066849522
0.12312956
0.014448543
""
""
0.044833604
0.060999442
0.071946949
0.084557407
""
""
0.060003504
0.013053214
""
0.041712247
""
""
""
""
0.059659746
0.037048653
0.068370059
0.083256654
""
0.075514965
""
0.041880757
0.061205368
""
""
""
""
""
""
0.060119152
0.078509882
0.021702373
