spouse_rk_hisp_female_p100
1.0635545
0.85747272
""
""
0.91425896
""
""
0.78949469
""
""
""
""
""
""
""
1.0519161
""
""
""
""
""
""
0.60560977
""
0.87907046
0.91772538
""
0.60968149
""
""
""
""
""
""
0.86837924
""
0.78632134
""
0.83501083
""
0.69098979
0.9903965
""
""
0.74977678
""
""
0.76083976
0.73681325
""
0.733666
0.58835083
""
""
""
""
1.0093638
""
0.77296585
""
""
""
0.69209999
""
""
""
""
""
""
0.83296627
""
""
""
""
0.84810424
""
""
0.56433159
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51669365
0.74527055
0.81192482
0.96376568
0.84684235
0.77589846
1.0183436
0.79995775
0.78516066
0.84258544
0.76698697
0.76196116
0.7916193
0.8320657
0.79837394
""
""
""
0.93943053
""
""
""
0.96135116
""
""
""
""
""
""
""
0.96470124
0.88936257
0.87072617
""
""
""
""
0.80605733
""
""
0.44344673
""
""
""
""
""
0.4244965
""
""
1.0142999
0.46143094
""
""
""
""
""
""
""
""
""
""
1.0382869
""
""
""
""
""
""
""
""
""
0.11421639
0.60076261
""
0.69108403
""
""
0.81883508
""
""
0.83171684
1.086679
""
""
""
""
0.84502816
0.86308867
""
0.20874871
0.78846449
""
0.70943469
0.79428482
0.58664179
1.0037631
0.8118518
0.39173862
0.73460001
0.797288
0.86137801
0.80305022
0.76627952
0.53783017
0.85156327
0.7770384
0.97763348
0.78844792
0.80547416
0.8083871
0.80094147
0.63267022
0.72728121
0.77890939
""
""
0.74463594
0.80860859
0.70985448
0.80165917
0.77380872
""
0.79428446
0.77307427
0.80610359
0.79002607
0.78315425
0.80061525
0.76630586
0.79696524
0.80018133
0.75537527
0.80217963
0.78495139
0.70718008
""
0.82087851
0.783472
0.81015205
0.7834146
0.88702357
0.81415951
""
0.79999751
0.58212745
0.80452281
0.81311661
0.75571972
0.78850847
0.7996639
0.79306036
""
""
0.72273189
0.79822075
0.73505509
0.84588689
""
""
0.6109103
""
""
""
0.57505566
0.76496184
""
0.76805478
0.40579242
0.83591229
0.78031248
0.93526012
0.82204008
""
""
""
""
0.88678622
""
0.80516952
""
0.88339508
0.36050984
0.7249434
0.84103149
0.96385354
""
0.85906345
0.78335714
""
0.76755506
0.79584247
1.0476873
0.8160612
0.7895444
""
0.69038045
""
""
0.88051438
0.83430666
""
0.74731106
""
""
""
""
""
""
0.81484467
""
0.71652907
0.73508215
0.83813435
0.82528311
0.79178232
0.86672616
0.81443405
0.83899075
0.72656441
0.71542984
0.80197632
0.79279202
0.79646307
0.86319798
0.80118674
""
0.60125023
""
0.75868839
0.80814004
""
0.71030682
0.81320292
0.81552702
0.80550641
0.55103195
0.60314506
""
0.79262567
0.75782639
0.69523835
""
0.97766763
""
""
""
""
1.0714267
0.77554113
0.7920602
0.77064389
0.81436914
""
0.7983557
""
""
""
0.70752472
0.81312114
0.84723395
0.33040065
""
""
