lpov_nbh_black_male_mean_se
""
0.038489223
0.083161905
""
0.077998228
0.067596093
0.07820861
""
0.051712487
0.069807447
0.075995162
0.034264393
0.082287923
""
0.056145079
""
0.10240266
0.040236287
""
0.081619792
""
0.070243023
0.047551371
0.073551066
""
""
""
""
""
""
""
0.057587583
""
0.030633235
""
""
""
""
""
0.072062813
0.032832362
""
""
0.029226338
0.038409572
0.063713267
0.048030406
0.051217142
0.032906655
0.046275102
0.042032052
0.033598751
""
0.10743499
0.088253237
0.047223657
""
""
""
""
""
""
""
""
""
0.035524528
0.020969791
0.058191817
0.045012578
""
0.03846417
0.045730382
0.030553559
0.032802913
0.070505202
0.037905134
""
0.037831903
0.025311429
0.031553749
0.025380036
0.03688528
0.035125796
0.045090038
0.070806295
0.056772992
0.066673383
0.036174569
0.072809368
""
0.043737717
0.068235919
0.08692579
0.044120565
0.058430184
""
""
0.10560897
0.068573199
""
0.065380447
""
0.045322858
""
""
""
0.035026278
0.027586879
0.018204981
0.021821506
0.032785643
0.04203042
0.022797121
0.059024062
0.031938899
""
""
""
0.061385807
""
""
0.050752349
0.075239502
""
""
""
""
0.040119085
""
0.089872509
0.031919327
0.04146941
0.0586446
0.054685023
0.073936023
""
0.036910526
0.054178841
0.03034889
0.053861365
0.025384035
0.058812626
0.046881147
0.066664331
""
""
""
""
0.065233544
""
""
""
""
0.11333093
-0.0067124148
0.042400744
""
""
""
0.043189164
0.043062445
0.074677102
0.096373089
0.043261014
0.035384335
0.058541104
0.067009941
0.04475525
""
0.10788283
0.038877036
0.076256372
0.055141471
0.091783717
0.037551589
""
""
""
-0.0022714245
0.04835856
0.068878531
0.0431417
0.075401381
0.031983413
0.037592448
""
0.042858019
""
""
0.04304288
""
0.025766069
0.071183443
""
""
""
""
0.042030577
""
""
0.045938108
0.044853184
""
0.032075379
0.043978576
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.068082765
""
""
0.043814436
""
""
""
""
0.085373484
0.032770742
