has_mom_pooled_female_mean
0.91103745
0.93268782
0.87104189
0.89873725
0.93119222
0.7298004
0.83627552
0.90739137
0.83674407
0.92944801
0.90014368
0.82729101
0.8431561
0.90540457
0.92936271
0.93279839
0.92366672
0.85366577
0.83510059
0.92554313
0.89605242
0.93150419
0.91895998
0.77555203
0.93650848
0.90926337
0.88848943
0.9252876
0.9309954
0.93763763
0.93466341
0.69903201
0.79318869
0.90703553
0.91054732
0.93834293
0.88729715
0.91660208
0.93399179
0.91213334
0.89973223
0.93402964
0.75153631
0.7766068
0.93191248
0.83189589
0.95268488
0.92533308
0.88019353
0.8941654
0.85464227
0.92239088
0.70286274
0.80599731
0.8652243
0.91836679
0.85903549
0.92954147
0.9417783
0.72988325
0.87820905
0.86950654
0.88832521
0.93073827
0.89230883
0.76904291
0.95067149
0.90569311
0.81664765
0.9312644
0.9017964
0.87635249
0.95000321
0.90474153
0.9373253
0.83289748
0.90577888
0.95634979
0.94739962
0.92618561
0.91481477
0.90740055
0.95016801
0.94428951
0.91496527
0.88084197
0.88447088
0.94279832
0.93349165
0.94655347
""
0.93806535
0.92601991
0.93532419
""
0.92820454
0.89513081
0.9237116
0.92584682
0.92025733
0.93077147
0.95842165
0.85974854
0.9033075
0.91671187
0.92759842
0.91255254
0.88654941
0.90229434
0.93126231
0.88834196
0.88655353
0.91162938
0.94930059
0.91892922
0.95612907
0.88383573
0.88083935
0.9290967
0.78965569
0.94240689
0.95509225
0.95636988
0.91768223
0.89953965
0.93126142
0.93631572
0.94453013
0.86840194
0.89601064
0.91039395
0.83690941
0.90897506
0.94603014
0.94657761
0.94621634
0.92948073
0.94937795
0.94018233
0.86422294
0.92484462
0.90416217
0.94874185
0.96837014
0.91662127
0.86706012
0.89424706
0.86270279
0.9482041
0.85587704
0.86477053
0.91983104
0.94796729
0.93324113
0.95516378
0.93382812
0.8985315
0.86553442
0.86367762
0.94069701
0.86491638
0.9568013
0.91003901
0.95376408
0.84486747
0.94109321
0.92063057
0.92504114
0.95199847
0.92229515
0.91136777
0.95806473
0.87032729
0.94284523
0.94112265
0.93243819
0.91508478
0.84853011
0.9342925
0.94668418
0.90935886
0.94095337
0.91810876
0.95773339
0.85201049
0.92856377
0.90730619
0.87512487
0.9490667
0.92420387
0.93572217
0.86313683
0.91948873
0.92837161
0.95271647
0.8499226
0.88317519
0.93172932
0.90250802
0.94745326
0.86971831
0.8605994
0.91328758
0.91991735
0.87590247
0.81572163
0.92766607
0.94602704
0.89491147
0.87313294
0.93808126
0.89440793
0.826644
0.88254488
0.93652081
0.89700282
0.94618195
0.94106323
0.89527422
0.91500026
0.87164915
0.90093356
0.89090848
0.9047398
0.88810635
0.93124831
0.91341513
0.88874936
0.90509605
0.8514896
0.94010037
0.95502287
0.94611591
0.91499448
0.91050297
0.90214187
0.89467347
0.92001081
0.93803847
0.84343225
0.94364804
0.89477032
0.90129209
0.89648265
0.89663345
0.89825827
0.92852968
0.93384552
0.97101128
0.94871664
0.91848511
0.93090087
0.94550806
0.9390952
0.89588827
0.93038833
0.89664018
0.88991016
0.94379586
0.91277653
0.86587375
0.99760848
0.95991772
0.9225716
0.95553672
0.9452669
0.94378847
0.90847588
0.93823898
0.94871151
0.93111974
""
0.90782183
0.99786508
0.93795449
0.88781273
0.96073127
0.95725256
0.93967199
0.9442122
0.9182778
0.96853143
0.94790387
0.94321716
""
0.90711135
0.94938785
0.9343034
0.88804132
0.91313845
0.93077379
0.95585465
0.92069942
0.90586495
0.91733992
0.92550385
0.98213333
0.91583854
0.94817901
0.90148568
0.94764215
0.91424775
0.97290725
0.93789887
0.95198894
0.94491649
0.89163262
0.93722278
0.93258548
0.93095022
0.94327086
0.93775088
0.93595934
0.93678212
0.94867867
0.94129473
0.93207115
0.92845178
0.91604495
0.83087385
0.91749859
0.93783879
0.93233061
0.9222545
0.92808282
0.89209914
0.91097063
0.93545479
0.93354714
0.94078672
0.87604809
0.89288127
0.85921913
0.9032706
0.91652459
0.92218983
0.93256086
0.93103909
0.84790039
0.93520558
0.86206806
0.96256411
0.86755443
0.88788116
0.80247301
0.93151671
0.89470279
0.90739942
0.93919814
0.92308021
0.92736727
0.86899602
0.87826282
0.92073649
