comcoll_natam_female_mean
""
""
""
""
""
""
""
""
""
""
""
0.26979363
""
""
""
""
""
""
""
""
""
0.28893584
""
""
0.31267259
""
""
""
0.41650456
""
""
""
0.46978137
""
""
""
""
""
""
""
""
""
""
""
""
""
0.21901496
0.22388843
""
""
0.24179092
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56985134
""
""
""
""
""
""
""
""
""
0.21223527
""
""
0.26256865
0.35269615
""
""
0.25878006
""
0.31383917
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.35561216
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.22362402
""
""
""
""
""
""
0.30481043
0.42730466
""
""
""
""
""
""
""
0.35009819
""
0.37470025
""
""
0.33645642
""
0.42775702
""
""
""
""
""
""
0.26440489
""
0.1981798
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.34473708
""
""
""
""
""
""
0.29747245
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.31305701
""
0.086718343
""
""
""
""
""
""
""
""
""
""
""
""
0.53393441
""
0.62111199
0.44466507
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.79748744
""
""
""
0.32808089
""
0.36903024
""
""
""
0.20167013
""
""
""
""
""
""
0.36675987
""
0.13956282
""
""
""
""
""
""
""
""
""
""
""
0.33860657
0.41293016
0.37143323
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.32608512
""
0.3286345
""
""
""
0.44454342
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.21673244
""
""
""
""
""
""
""
""
""
""
""
""
""
0.32910499
""
0.44326776
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.14460404
""
""
0.24960673
0.36498529
""
""
0.19127126
""
""
""
0.25183761
""
""
""
""
""
""
""
""
""
""
""
""
""
0.14968827
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.29996613
""
""
""
0.088266991
""
""
""
0.25407028
""
""
""
""
""
0.15078425
0.22711889
""
""
""
0.48095778
""
""
""
""
""
""
0.40880236
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.26668018
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.25245357
0.42642617
""
""
""
""
0.32266971
""
0.31212571
""
""
""
""
""
""
""
""
0.30776426
""
""
0.35853484
0.3442243
0.24891715
0.48413125
0.37200475
0.33389297
""
0.31440061
0.28663993
0.11156862
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.30280358
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.24909373
0.41356829
""
""
""
""
0.36022127
""
""
0.33891445
""
0.36323956
0.31777531
0.30428326
0.33828604
""
0.21009761
""
0.22959556
""
""
0.041994628
0.070269071
0.10189616
""
""
""
""
0.036420293
0.04047446
""
0.11924647
0.42349154
0.27902833
""
""
""
""
0.079699717
0.29204559
""
""
""
0.14780158
""
""
""
""
""
""
""
0.29556933
""
""
""
""
""
""
""
""
""
0.14117558
""
""
""
0.2491526
""
0.20405616
0.0049581793
0.11598941
""
""
0.21790631
0.19219492
0.24821849
0.266114
""
""
""
0.33669403
""
""
""
""
""
""
""
""
0.23570305
""
0.1555984
""
""
""
""
""
""
0.15345395
""
""
""
0.28163755
""
""
0.35209355
0.45016593
0.33822396
0.25734794
0.30614176
0.40075138
0.33992305
0.094209336
""
""
0.15046553
0.17307898
0.33954197
0.21734411
""
0.18456773
0.28520107
0.10504521
""
0.37815338
""
""
""
""
0.42343923
0.2081659
""
0.42002997
""
0.28216109
""
0.098185226
0.13952895
""
""
""
""
""
""
0.21147983
0.18480392
0.22763686
