staycz_black_male_p25
0.73933613
0.7416926
0.50269359
0.57990414
0.69221592
0.54971981
0.68417555
0.650105
0.64750016
0.44066072
0.64842987
0.54689872
0.60612857
0.71967059
0.524275
0.55729526
0.71224344
0.56454158
0.67715621
0.49569854
0.68902856
0.60859472
0.5487358
0.5794059
0.58338833
0.73905653
0.6165874
0.66198581
0.6755175
0.57719445
0.67175406
0.4321042
0.70339561
0.67435485
0.67736441
0.73523873
0.79928988
0.53421408
0.70533293
0.75508553
0.66735613
0.80294716
0.77519727
0.61694777
0.75331432
0.44783524
0.54109716
0.82873601
0.75389105
0.55678535
0.75405973
0.81661075
0.63060415
0.59349597
0.56166565
0.73824567
0.70820105
0.74601144
0.67573392
0.39370194
0.65192544
0.58694285
0.7286638
0.66143423
0.64429623
0.51020837
""
""
""
0.58219004
""
""
""
""
0.45691729
""
""
""
""
""
""
""
""
0.43861923
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52732998
0.46836966
""
""
""
""
0.82669002
0.62969178
0.44870758
0.69940948
0.83788961
""
0.54949474
0.45979869
0.56482923
0.50203407
""
0.58745158
""
0.48349929
0.49930173
""
0.39714906
0.60978526
""
""
0.55828768
0.4861179
0.6872583
0.66593295
0.70080364
0.61939079
0.40736216
0.5003944
0.45212302
0.56418514
0.72908449
""
""
0.6428557
0.57377952
""
0.57055444
0.57565957
0.59448117
0.50880927
""
0.42776948
0.57739472
""
0.492172
""
0.39735678
0.54490972
0.71611941
""
0.76006263
""
""
0.7053566
0.55342919
0.32489347
""
0.63584226
""
0.53369606
""
0.3789947
""
0.56573021
""
0.69162589
0.31265989
0.76704556
""
0.47286668
0.69338334
""
""
0.64929181
0.42180339
""
""
0.58350486
""
0.69304097
0.68633169
0.60258669
""
0.73054421
""
""
0.54606253
""
""
0.75528634
""
0.71423441
0.73761547
""
0.66326684
0.53580135
""
0.72780269
0.68866462
0.27893668
""
0.78489971
0.69459355
0.70102024
""
0.73917043
0.60223871
""
""
0.53980213
0.70931524
""
0.72826493
0.66408563
""
0.73656011
0.74528658
0.69991457
0.73652667
0.62973177
0.80371267
0.70439476
0.6461733
0.67747885
0.62031263
0.61205161
0.76232451
0.48894912
""
0.62623835
0.67025703
0.64294744
0.63770455
0.55507028
0.33682823
""
0.65026861
0.60738331
0.70044595
0.67938644
0.69660521
0.78666562
""
0.7908026
""
""
""
0.66113782
0.80400783
""
""
""
""
""
""
""
""
0.81297898
""
0.60098165
""
""
0.62010849
""
""
""
""
""
""
""
""
0.68962872
""
""
""
""
0.59355927
""
""
""
0.64007735
""
""
""
""
""
""
""
