work_32_other_female_mean
0.70774758
0.74514538
0.72739881
0.74104512
0.73903441
0.76218337
0.75474942
0.6570912
0.54119945
0.71185946
0.75710869
0.77764535
0.58048379
0.77198893
0.68563414
""
0.57729685
0.75772375
0.62230462
0.72022563
0.75881952
0.73424083
0.69121194
0.90484601
0.75886148
0.66601878
0.78386027
0.75877869
0.79401952
0.83131832
0.77459967
0.80076444
0.78792441
0.77930164
0.75247109
0.7245962
0.89411706
0.77535701
""
""
0.79839784
0.70822471
""
""
0.74294621
0.5916189
0.75741172
0.74725407
0.78779012
0.78017348
0.74725097
0.69641727
0.7240625
""
""
0.77093953
0.62848419
0.67004645
""
0.71719313
0.72890574
0.80210549
""
0.7392028
0.69677371
0.76181656
""
""
0.6855424
0.65477681
0.76127976
0.81670791
0.60196179
0.70708448
0.66366965
""
0.70324695
0.64315885
0.84174943
0.73637593
0.82914114
0.79878724
0.69071931
0.59334064
0.74782503
0.69258672
0.77274156
0.73359579
0.74797761
0.64530921
0.73252982
0.74979651
0.78127861
0.67599434
0.61376816
0.57710969
0.65470964
0.73772889
0.74230802
0.74574047
0.77674788
0.74227697
0.75966209
0.73679334
0.77534306
0.77362353
0.73120421
0.75536191
0.64922822
0.69511241
0.77199936
0.74897778
0.7618522
0.71904576
0.7567631
0.7644282
0.73658329
0.79838622
""
""
0.71837431
0.64852083
0.66639358
0.78827125
0.74921089
0.76313382
0.73515141
0.80275005
0.70234102
0.45182908
0.7579574
0.80870408
0.71091694
0.56803358
0.69196355
0.79905814
0.73767823
0.81411415
0.76355493
0.90465409
0.75877011
0.74007452
""
0.93400735
0.70490539
""
0.71600413
0.80774254
0.77575558
0.5044927
0.73607504
0.74762416
0.66755551
0.80432034
0.74806917
0.76180482
0.67984003
0.71276003
0.62689745
0.73038596
""
""
0.80627573
0.7686857
0.80877733
0.8017627
0.80566835
0.78997505
0.73583609
0.75340474
0.74315232
0.76306552
0.72221345
0.75865799
0.70887178
0.691091
0.76078904
0.76693207
0.70773047
0.69788355
0.6839022
0.66966838
0.75459617
0.64620745
0.64335924
0.76446754
0.68981421
0.76020628
0.75183558
""
0.83876234
0.78314924
0.76840281
0.74230069
0.79587805
0.76885235
0.83125013
0.79260892
0.75405753
0.74616826
0.74550939
0.74340963
0.56128526
0.80492318
0.78172606
0.74242318
0.78570932
0.70911413
0.77267867
0.74934131
0.69581348
0.7623238
""
0.66081917
0.77658737
0.77394921
0.80698341
0.77459896
0.78343076
0.66289532
0.75683308
0.74017084
0.6466291
0.77377295
0.77558482
0.73838812
0.73257405
0.74903375
0.77798146
0.73693997
0.77031219
0.73816729
""
0.7439127
0.58769327
0.75962067
0.60510254
0.81319958
""
0.64229596
0.72094905
0.77441227
0.80672687
0.77477592
0.81761485
0.73281336
0.76470709
0.74870861
0.77359366
0.76369816
0.78397399
0.78538555
0.67561233
""
0.79001176
0.76875478
0.78831744
0.79267555
0.82844704
0.76467878
0.80368447
0.7676115
0.79611731
0.796408
0.81208771
0.75423872
0.75200927
0.79818279
0.7812041
0.79249358
0.82963115
0.77089524
0.86050123
