stayhome_white_male_n
15955.0
7008.0
1410.0
20773.0
11639.0
1805.0
23084.0
2264.0
1641.0
8522.0
10240.0
32789.0
1533.0
3928.0
10164.0
1119.0
826.0
10096.0
1333.0
1277.0
11271.0
11173.0
8036.0
3550.0
28460.0
789.0
4147.0
11677.0
27586.0
2270.0
2711.0
6149.0
23197.0
14066.0
1595.0
12870.0
2350.0
3421.0
450.0
498.0
10112.0
1890.0
1093.0
478.0
1283.0
1391.0
27184.0
7434.0
17808.0
4475.0
8998.0
13452.0
5599.0
334.0
669.0
10864.0
1647.0
527.0
517.0
3041.0
2028.0
16491.0
809.0
2643.0
3447.0
3057.0
816.0
1540.0
2374.0
3097.0
1231.0
1948.0
1573.0
4926.0
2182.0
1285.0
4605.0
3446.0
1353.0
22804.0
2240.0
5165.0
2801.0
5651.0
34618.0
4414.0
4550.0
6718.0
13894.0
7953.0
6257.0
2580.0
3132.0
13528.0
2839.0
1082.0
5784.0
10861.0
53539.0
13843.0
19061.0
40327.0
31119.0
16061.0
17469.0
37945.0
14805.0
31178.0
3394.0
9560.0
6675.0
4557.0
14703.0
873.0
13753.0
22889.0
11462.0
699.0
650.0
678.0
4955.0
2465.0
2108.0
2313.0
1883.0
8710.0
8514.0
1982.0
1343.0
1412.0
72220.0
3389.0
4600.0
2135.0
7277.0
3283.0
12321.0
5820.0
893.0
2504.0
8734.0
5765.0
691.0
1231.0
3111.0
748.0
5879.0
3103.0
1714.0
1620.0
3865.0
23561.0
4696.0
693.0
19111.0
13161.0
1353.0
8127.0
1705.0
4509.0
467.0
1740.0
8294.0
55385.0
966.0
86322.0
4259.0
4534.0
1472.0
11809.0
133992.0
14652.0
4946.0
19375.0
4787.0
2126.0
16720.0
43766.0
5732.0
3055.0
3564.0
4033.0
39991.0
4430.0
3881.0
62257.0
1516.0
5646.0
15115.0
1089.0
2582.0
6758.0
32653.0
1768.0
2521.0
6088.0
10043.0
10766.0
28245.0
4008.0
21827.0
14273.0
5060.0
7039.0
13370.0
20250.0
44033.0
5846.0
8690.0
11148.0
8349.0
13580.0
1835.0
1813.0
19966.0
25258.0
15359.0
73155.0
6619.0
6985.0
4109.0
5971.0
7374.0
4040.0
47697.0
12435.0
9093.0
13540.0
72571.0
25951.0
22437.0
12011.0
1201.0
6652.0
1039.0
3248.0
1313.0
8824.0
720.0
3364.0
9419.0
4941.0
5606.0
13076.0
4207.0
3742.0
6947.0
33819.0
4827.0
9903.0
66742.0
11511.0
7023.0
1605.0
7823.0
4837.0
3235.0
29253.0
6318.0
23964.0
7701.0
19085.0
36284.0
34237.0
21603.0
139355.0
31922.0
103486.0
129619.0
15445.0
10757.0
4022.0
542.0
8366.0
782.0
2134.0
21179.0
9054.0
2643.0
7127.0
40659.0
201.0
127.0
111667.0
38674.0
3562.0
17441.0
81062.0
4850.0
1811.0
1435.0
1002.0
2420.0
3519.0
2384.0
3095.0
1358.0
6521.0
4763.0
11241.0
91585.0
1966.0
5516.0
9523.0
2970.0
3359.0
3113.0
4416.0
8632.0
1377.0
6845.0
9454.0
5624.0
8076.0
21795.0
11770.0
2516.0
15736.0
11810.0
8338.0
5118.0
19386.0
7028.0
3413.0
3826.0
7080.0
11637.0
5205.0
4904.0
14004.0
3016.0
19067.0
20510.0
49189.0
4490.0
160019.0
21345.0
3427.0
4929.0
70968.0
1344.0
2942.0
9117.0
13899.0
5512.0
1659.0
2773.0
2256.0
1648.0
1912.0
4905.0
3416.0
4443.0
968.0
5263.0
7529.0
1087.0
5577.0
1944.0
2420.0
5472.0
795.0
10933.0
87.0
488.0
2174.0
1784.0
870.0
524.0
391.0
1176.0
1103.0
4527.0
87.0
222.0
89.0
562.0
289.0
179.0
2925.0
515.0
45.0
29.0
111.0
272.0
""
151.0
164.0
256.0
471.0
1143.0
620.0
947.0
1500.0
668.0
7850.0
1748.0
792.0
599.0
45.0
267.0
1988.0
3745.0
1074.0
1191.0
4427.0
7449.0
