hs_white_pooled_n
856.0
1958.0
294.0
228.0
908.0
28.0
237.0
1616.0
413.0
323.0
558.0
128.0
264.0
181.0
225.0
808.0
764.0
115.0
107.0
593.0
188.0
1360.0
915.0
291.0
966.0
1017.0
444.0
1515.0
268.0
475.0
432.0
32.0
101.0
267.0
1834.0
977.0
6860.0
205.0
1269.0
492.0
1097.0
932.0
48.0
65.0
3287.0
174.0
420.0
1460.0
4192.0
197.0
2289.0
1820.0
61.0
194.0
316.0
299.0
525.0
971.0
2563.0
33.0
931.0
548.0
1741.0
992.0
164.0
66.0
384.0
""
""
3648.0
""
""
24.0
""
1352.0
""
""
466.0
587.0
170.0
154.0
""
""
761.0
25.0
21.0
""
""
45.0
114.0
""
59.0
70.0
20.0
""
21.0
100.0
1183.0
1280.0
495.0
352.0
130.0
112.0
31854.0
1950.0
612.0
7643.0
1381.0
60.0
2026.0
955.0
317.0
321.0
641.0
2660.0
696.0
164.0
71.0
409.0
124.0
323.0
356.0
462.0
169.0
339.0
422.0
1361.0
1005.0
568.0
260.0
103.0
189.0
255.0
1456.0
343.0
226.0
1227.0
298.0
729.0
327.0
614.0
188.0
815.0
180.0
277.0
830.0
407.0
74.0
385.0
83.0
135.0
199.0
446.0
1062.0
270.0
247.0
639.0
747.0
137.0
130.0
139.0
205.0
360.0
195.0
185.0
189.0
443.0
372.0
1000.0
119.0
4280.0
363.0
252.0
1674.0
166.0
168.0
1937.0
233.0
342.0
190.0
712.0
363.0
2630.0
1249.0
126.0
327.0
8515.0
""
420.0
2548.0
379.0
157.0
8770.0
388.0
2288.0
5328.0
356.0
1625.0
449.0
233.0
6083.0
1102.0
492.0
429.0
36561.0
1022.0
2371.0
215.0
974.0
1767.0
116.0
52.0
2434.0
1427.0
1392.0
20853.0
3851.0
181.0
12452.0
11641.0
494.0
13153.0
20563.0
1909.0
4975.0
2821.0
4444.0
3219.0
10889.0
2281.0
2570.0
28.0
740.0
4072.0
5269.0
4868.0
1049.0
894.0
97.0
2959.0
708.0
7495.0
1543.0
867.0
4929.0
190.0
8856.0
109.0
105.0
103.0
3608.0
1003.0
229.0
25.0
104.0
77.0
""
64.0
68.0
478.0
4123.0
""
3405.0
163.0
471.0
9017.0
831.0
736.0
70.0
45.0
172.0
""
87.0
""
9550.0
51.0
161.0
92.0
744.0
4193.0
185.0
95.0
432.0
2115.0
""
346.0
330.0
601.0
505.0
327.0
57.0
299.0
118.0
112.0
223.0
1559.0
160.0
162.0
115.0
58.0
""
26.0
78.0
63.0
433.0
172.0
2795.0
275.0
8729.0
9659.0
2981.0
2163.0
8865.0
3863.0
2238.0
1741.0
1788.0
6178.0
2022.0
1118.0
2019.0
313.0
2423.0
309.0
6384.0
11457.0
153.0
1809.0
1473.0
2645.0
2096.0
579.0
257.0
130.0
8404.0
3569.0
676.0
97.0
269.0
205.0
70.0
156.0
126.0
178.0
235.0
1802.0
831.0
9981.0
266.0
1335.0
572.0
133.0
94.0
2546.0
5101.0
2100.0
424.0
74.0
141.0
3194.0
2730.0
1494.0
5675.0
855.0
861.0
2799.0
472.0
7984.0
2037.0
9418.0
4542.0
9702.0
5654.0
666.0
1864.0
2197.0
2025.0
3822.0
5357.0
419.0
440.0
183.0
153.0
5189.0
306.0
554.0
269.0
229.0
66.0
119.0
""
307.0
256.0
674.0
1129.0
212.0
203.0
1325.0
128.0
127.0
144.0
394.0
440.0
183.0
237.0
23.0
616.0
80.0
1329.0
830.0
96.0
2157.0
244.0
352.0
2134.0
795.0
27.0
1917.0
85.0
6541.0
406.0
427.0
1767.0
181.0
1325.0
121.0
223.0
230.0
255.0
198.0
3211.0
210.0
93.0
753.0
1512.0
94.0
33.0
601.0
214.0
244.0
113.0
220.0
1902.0
944.0
1370.0
330.0
5054.0
278.0
57.0
716.0
679.0
185.0
179.0
6709.0
467.0
1781.0
35.0
391.0
334.0
300.0
184.0
1814.0
1698.0
126.0
757.0
155.0
151.0
121.0
63.0
76.0
332.0
212.0
77.0
499.0
460.0
538.0
95.0
87.0
1051.0
277.0
231.0
58.0
71.0
388.0
75.0
239.0
73.0
204.0
297.0
81.0
224.0
553.0
1833.0
722.0
551.0
123.0
1094.0
243.0
368.0
254.0
224.0
482.0
49.0
216.0
""
149.0
27.0
1610.0
879.0
28.0
141.0
78.0
752.0
330.0
40.0
252.0
24.0
""
185.0
61.0
117.0
58.0
462.0
431.0
328.0
112.0
79.0
742.0
76.0
88.0
190.0
366.0
1057.0
853.0
429.0
53.0
211.0
378.0
34.0
39.0
269.0
1191.0
115.0
108.0
125.0
267.0
489.0
3557.0
154.0
430.0
5006.0
53.0
1982.0
190.0
218.0
1106.0
77.0
137.0
614.0
2201.0
148.0
52.0
""
2367.0
237.0
514.0
""
140.0
49.0
516.0
395.0
301.0
381.0
301.0
311.0
669.0
462.0
1874.0
572.0
159.0
51.0
103.0
680.0
425.0
819.0
153.0
146.0
435.0
175.0
216.0
80.0
1447.0
80.0
228.0
1552.0
114.0
358.0
928.0
141.0
1001.0
98.0
484.0
357.0
2542.0
887.0
420.0
370.0
1101.0
971.0
37095.0
491.0
326.0
1731.0
463.0
557.0
14218.0
502.0
203.0
1024.0
582.0
414.0
993.0
915.0
160.0
419.0
1077.0
176.0
626.0
114.0
173.0
1415.0
888.0
800.0
348.0
1064.0
559.0
706.0
265.0
6291.0
1913.0
1350.0
1164.0
9487.0
2854.0
349.0
933.0
1109.0
847.0
666.0
5316.0
2772.0
2491.0
1372.0
4945.0
1203.0
420.0
433.0
297.0
398.0
485.0
742.0
788.0
909.0
373.0
1267.0
3356.0
496.0
479.0
414.0
80.0
120.0
173.0
814.0
409.0
2908.0
4259.0
535.0
3484.0
172.0
190.0
593.0
189.0
1194.0
3257.0
404.0
1758.0
339.0
484.0
545.0
449.0
373.0
1448.0
8408.0
1243.0
4643.0
1207.0
748.0
6069.0
1370.0
248.0
367.0
1004.0
308.0
493.0
855.0
1828.0
597.0
677.0
248.0
687.0
1064.0
625.0
1029.0
1884.0
948.0
3275.0
572.0
1717.0
488.0
580.0
500.0
693.0
1431.0
732.0
3517.0
1310.0
823.0
2220.0
1079.0
1701.0
1023.0
893.0
790.0
527.0
631.0
