staytract_hisp_female_mean_se
0.033980168
0.035835572
""
""
0.051684499
""
""
0.029211683
""
""
0.079772279
""
""
""
""
0.036420885
0.074742526
""
""
""
""
0.051092763
0.032181237
""
0.055529419
0.063592307
""
0.048131201
""
0.069687113
0.1082387
""
""
""
0.040259842
0.057760552
0.01740456
""
0.052111235
""
0.04706537
0.055254396
""
""
0.020023668
""
""
0.039953884
0.023277599
""
0.021559848
0.032699622
""
""
""
""
0.040906388
0.071031623
0.036111858
""
0.048554685
0.087133117
0.042674027
0.067924321
""
""
""
""
""
0.011585232
""
""
""
""
0.024321202
""
""
0.043336321
0.047803741
0.06834361
0.075457245
""
""
0.037431397
""
""
""
""
""
""
""
""
""
""
""
""
0.034991566
0.009783729
0.015780896
0.022813691
0.022155676
0.034738488
0.035139952
0.0022762844
0.012630898
0.02346937
0.0037651893
0.010027263
0.01035343
0.013884034
0.006808274
""
0.057407569
0.071676962
0.0160388
0.082242772
""
""
0.050357733
0.10764338
0.071792014
""
0.085455373
""
""
0.088344023
0.042382993
0.042350702
0.066401839
""
""
0.076650627
""
0.042524334
0.082327485
""
0.029131504
""
0.073287949
0.065258861
0.071115032
0.079211615
0.065186448
""
""
0.040477466
0.046935134
""
""
""
""
""
0.07998047
0.052616507
""
""
0.046899509
0.033437856
""
""
""
""
0.085784346
""
""
""
""
0.061361544
0.047886204
""
0.017719099
""
0.091232501
0.038327705
0.090665944
""
0.022435995
0.049893338
0.069140531
""
0.06671603
""
0.01931042
0.051576141
""
0.052484758
0.0038881467
""
0.035137463
0.01184372
0.031529214
0.026911462
0.0046914243
0.037994899
0.013904927
0.0034254307
0.027753817
0.021774478
0.0056495895
0.044867262
0.0039064493
0.0087671587
0.02612865
0.023002524
0.0011141169
0.0082442099
0.014238282
0.031008838
0.019129219
0.0064080623
0.061041106
""
0.0047319112
0.011670884
0.019036036
0.0024678262
0.0096261082
0.06256488
0.0024961189
0.0039905407
0.0111702
0.0022852065
0.0023211481
0.0064458796
0.004315496
0.0099860718
0.0050943182
0.005825113
0.0032236883
0.0074273278
0.012767343
""
0.027811384
0.0064307628
0.0073658926
0.0048424057
0.013180383
0.020754049
""
0.0047790189
0.027082352
0.0040871655
0.0097847134
0.016022338
0.0054900357
0.024891118
0.0061908299
0.04688178
""
0.047055222
0.010815422
0.020566255
0.044908781
""
""
0.040351786
0.079708338
0.066615254
""
0.027774561
0.0043600206
""
0.012062959
0.043696471
0.045910101
0.0061609447
0.023823973
0.028637039
""
""
0.10725167
""
0.041782055
""
0.0060462728
""
0.068443008
0.047943562
0.026779493
0.010558738
0.025405584
""
0.035847336
0.014788037
""
0.053793337
0.039161999
0.028453264
0.022716675
0.022362726
""
0.054826718
0.094689794
0.10045323
0.031932637
0.0074777375
0.087014273
0.028064772
""
0.062130045
""
""
""
""
0.031103762
0.060833748
0.0083921244
0.06810382
0.0059502544
0.0057271165
0.022095418
0.020818364
0.0067961146
0.014809314
0.026354641
0.024909168
0.023012172
0.010820928
0.027081829
0.0093079144
0.014292023
""
0.019725697
0.052080881
0.0088883983
0.0032677141
0.11251679
0.018520832
0.021562938
0.014743291
0.010638968
0.034801118
0.037981588
""
0.0079090632
0.015885929
0.023099231
""
0.048730072
0.085344337
0.084159657
""
""
0.032427508
0.02316387
0.015709167
0.018058039
0.0042041722
""
0.021703452
0.049221411
0.087257452
""
0.013818881
0.0073518362
0.01753819
0.050270647
""
""
0.011623706
0.013037984
0.019420702
