kir_native_asian_female_p75_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.063487135
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.05639533
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.025977358
""
""
0.054350868
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.071979061
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.022230005
""
""
""
""
""
0.025443468
""
""
0.040809538
""
0.083659142
""
""
0.047280274
""
""
""
0.01146968
""
0.072698578
""
""
""
""
""
0.063743331
""
""
0.019443136
0.060221098
""
0.03428812
0.024193617
""
0.037185192
0.022113819
0.017998014
0.03513274
0.080933213
0.02486771
0.056330204
0.018348197
0.07237535
""
""
""
0.037222873
0.052476782
0.075132251
""
""
""
""
""
0.032583643
""
""
0.062821157
""
0.047494404
""
""
""
0.057271339
""
""
""
""
""
""
""
""
""
0.054167964
""
""
""
""
0.062795363
""
""
""
""
""
""
""
""
0.041116651
""
""
""
""
0.059250835
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.06360729
""
0.052338004
0.04342651
""
""
0.055480156
0.067466184
""
""
""
0.049742244
""
""
""
""
""
""
0.066798344
0.04857707
""
""
""
""
""
""
""
""
0.055098303
""
""
""
""
""
""
""
""
""
""
""
""
0.053934518
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.061286684
""
""
""
""
0.065650187
""
0.062593758
0.093366288
0.054707035
""
""
""
""
""
""
0.061946575
""
""
""
""
0.076197565
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.068341985
""
""
""
""
""
""
""
""
""
""
0.08566086
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.061196189
""
""
""
""
""
""
0.0725343
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.023854494
0.0088917855
0.03954602
0.028138317
0.059438661
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.023798492
""
""
""
""
""
0.044027727
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.064868681
""
""
""
0.042973742
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
